@relation instances

@attribute @class@ {positive,negative}
@attribute @text@ string

@data
positive,'benoit boucaud paulmsnd haha commences pas à diffamer sur mon compte gars '
negative,'biebezzs andniallsmile je sais je pleure depuis heure'
positive,'lylou akindee nandii srx mes prières fonctionnes à ce que je vois t as vu ça grace '
positive,'virgiledu rt dr matth virgiledu nan mais attend je dois aussi un kebab à louis xd'
positive,'william perroni maitehun fin ele tiene suerte entonces '
positive,'coco tanche viirgii look ma description tu te souviens p'
negative,'bizidakram amina ah on va avoir de super retard dans les recherches par rapport aux occidentaux '
positive,'laetitialesbats alexiawesome y a priscillia elle m a répondu d'
positive,'pat cle jlratel c est pas jean lavallée qui dit ça c est michel arsenault sur l enregistrement '
positive,'kendrx hyougocaps ah oué il est chaud lui '
positive,'naktoderbi rin toriko oui j ai pris des formes quand meme et j ai du perdre ou neuronnes ah bah t a pas changé alors '
negative,'potiermanon je suis au bout de ma vie avec cette triste nouvelle '
positive,'ouwhaa nora mdrr oki no problem j vais pas de forcer à lever ton cul du canapé pour regarder d'
positive,'alicia v rt julieofficiel pour toutes les fans de harry petit kdo pris avec mon tel http t co uijnwqxlx'
negative,'voilaunpseudo nyafounya o o les ours mangent aussi la chair humaine o n empêche au cirque ca doit être traumatisant uu '
positive,'corentin rt ouaistekoste corentin c est vrai c est vrai p'
negative,'legrorafi jothebeaver nain becile agadouu viens pas à paname tu vas te faire bolosse '
positive,'jajalexis jajalexis gaellefeniou j en ai un autre p'
positive,'tf dam et voilà fuite platine likeaboss mr alko'
negative,'maarie d toute a l heure j ai juste dit allo elle m a dit tu rentres seule a pied c est ça on dirai je l appelle que pour ça '
negative,'boisseau max ba même comme sa je l aime autant o'
positive,'juanlu ponce la vida me sonrie '
positive,'miimi quotelesbian je n ai jamais eu de copain copine '
positive,'dareletah mm au states ls classe de k sos el sont fraiche wsh p sisteract'
positive,'hdrouet amijp avec mon confrère vincent roux nous alternons les jt une semaine sur je serai à l antenne lundi entre et h merci '
negative,'yannis wa manon val c est chiant ça '
negative,'sassy fly estou doente c'
positive,'anthonyamadori rt carolinelegerot anthonyamadori oui tout petit extrait mais hâte d en entendre plus '
positive,'leos eterete chaminescu es i will possess your heart de death cab for cutie leodan'
negative,'cutelavigne bateria fraca té mais mcflybacktousfrombrazil'
positive,'bilelb xareez dans ce sens là ouais '
positive,'leobublizz rt sheikgaming leobublizz que j ai arrêté de payer parce que des gens l avaient explosé à coup de tnt '
positive,'ziamood guccidentity jsp une saucisse taillée ai un peu d imagination '
negative,'yassinezaoui rt hichamshady berberizian rt si j ai pas d amis http t co qxi em dyt rt si sa vie est nulle'
positive,'zabbtz an conda sinon il y a le chocolat noir au piment c est pas mal aussi ça pour pimenter ta vie'
positive,'efulis o değilde gün tatil d d d d d d d d d d d d d d dd d'
positive,'lahbrickfielder alyssekim j ai vu le teaser des b a p et au risque de me faire frapper j ai trouver himchan juste magnifique mon dieu xd'
negative,'coximort xminto t es nulle d '
positive,'jarodbegusic emmalehut twitter est la pour te réconforter moi aussi d ailleurs mais bon si tu veux je te laisse au mains d internet '
positive,'ancienne escro rt yassine son visage me disait quelques choses p http t co uyrcgu iq '
positive,'yursmailey vespu cci je vais pas te mentir l avenir me fait peur faire des études et etre sur le banc de touche tu sais pas comment tchip lol'
negative,'mamie en skate theolapraz ah merde au pire les exam pour y entrer en sport etude c est quand '
positive,'marlenerafs rt elodierdgs marlenerafs gironnatali mddr moipersoo j etait tranquille '
positive,'lyloob evilduckr juyuulia mais sinon oui tu es un gens bon p'
positive,'alexfournierzoo rt omarclichy on n as tous vue cette série dans le kartier faisait pas les aveugle d http t co zrxievo oa'
positive,'geeraaldine lagniez mayliayn la partie à liam me fait délirer '
negative,'nmlss sexusvitae j éspere que misty va la ramener '
positive,'neilal d chloegmbrt t inquiète on aura bien l occasion de s en faire une ensemble p '
negative,'devilw lf la fraise sucre que va devenir sous l océan sans toi c '
negative,'algerianovic si il était encore vivant demain il aura ans lt paix à ton âme mr el kabylinoo ⵣ http t co u w c qcsf'
positive,'lauuragii agurtin hablen sin discutir '
positive,'maryline hnr brayan slk mdr moi jecrivai tt les jour ce que jai manger msk xd et c t tjs des pâtes'
positive,'yastonizii rt omarclichy on n as tous vue cette série dans le kartier faisait pas les aveugle d http t co zrxievo oa'
negative,'paulinede j ai une carence en petit chat '
negative,'nobravery kergonico sauuf si tu es mégà trop timide de la vie '
positive,'tulipefleurie zabbtz bacas trouvé également '
positive,'grandjugemalade joebiblack il faut lire le rapport officiel de marca et les bénéfices de l agence neymar amp neymar ils vont recevoir m '
negative,'axelfgr lorenanaths bah t es pas venu me voir quand même '
positive,'meylielegoedec margolette mdr oui mais je faisais que les mêmes notes alors ça me soûlais p'
positive,'tataneremin pourquoi tu parles encore toi t as toujours pas compris que tu parlais pour ne rien dire non alors tg '
positive,'mxellajjoura rt matthieu rb mxellajjoura sors pas les disquette mddr tu ments en plus toi xd'
positive,'mk incubmus tu veux qu on copine d'
negative,'skipowers ifancypayne je sais que t as ris ne nie pas les faits '
positive,'ddubsdanigirl mattstout hi nice picture '
positive,'virginienpdc chut les zenfants dodo'
positive,'dclqmaxence isaacdewulf mdrr sayer i commence enculer on voit plus rien vrai vien snap '
positive,'a chlo lesxviezvous attiagabrielle avec mon rêve pat rapport à alex qui viens au lycée p'
positive,'dylan rt nisko tu crois que tes entrain de serrer une bombe tes juste en train d baisé mon ex d'
positive,'lnd maycki reda zephyr sosko par contre t sais t es pas obligé de dire tous les sous titres hein seulement quand y a un truc drôle à dire '
positive,'theo leguillou briendclara reste cacher du monde méchant alors p'
positive,'davidguenin la levée l article dans management fort marcnazarian jonathanbonzy petitemousse'
positive,'fvckthots gvldtips lol sure you do '
negative,'loucassecou rt donovannm loucassecou un rêve vient de s effondrer pour toi '
positive,'daleskcastii ffobdoteu guns n roses '
positive,'a kiizer ce week end y a mon cousin et sa copine qui viennent chez moi '
negative,'les lapins metromontreal dure à imaginer les absurdes auxquels les femmes éprouvent encore en plein xxie siècle '
negative,'nocoraline alexiouiou plus facile à dire qu à faire '
positive,'dianewallinger imabitfuryous et à taylormomsen du moins tu essaies '
positive,'arona les meufs avec les dents jaunes qui mettent du rouge à lèvres elles tapent un sourire tu vois le drapeau de l espagne\n deminandao p'
negative,'asuna my gamerorigins c st sur ca doit être génial d être pâtissier o'
positive,'horangirl cristianomdz la belieber elle t emmerde ton tweet prouve que tu t intéresse a justin d'
negative,'karla karla rt daniellbautista oye flaquita te extraño genreyes p d te amii '
positive,'ferrazrafael juillardlucie rafael et non raphael et ma théorie sur les crocodiles tiens la route '
positive,'rockziamx sohemmings ho c est adorable haha oui merci je leurs spammerai quand ils twitteront je pense mais demain y a la tc non '
positive,'lexxy g qua illest lol yo your life is too much '
positive,'shyiuna l image sur le yaoi a rt dont au moins qui sont des filles on voit bien le genre hein p'
positive,'alex quievreux soirée sisteract sur w lachaine d'
positive,'dodie senpai panpan tu parles pour toi dans ce cas je comprend mdr p je rigole d oui il faut bien de temps en temps sa ne fait pas de mal d'
positive,'victorsinclair gianluigitrct jeanjejean merci d avoir rappelé cette citation géniale que j avais oublié '
positive,'cedricassana jushni tct je vais t attendre alors '
positive,'luminouroz elliottofficiel je vois plus les tweets non plus '
positive,'xmarie s delphiine la cousine demain soir ne fais pas grand chose '
positive,'lucius insanity tu pouvais pas mieux répondre continues à photographier et à poster tes conquêtes personnelles '
positive,'mrs obb rt mr xti ump me voici donc un objectif être président de la république lol http t co xhfd p rr '
positive,'maxie fg regardez vous le prime de nouvelle star en direct sur d nsnon rednouvellestar http t co fvjrourcqu'
positive,'eva horan j withoutpayne et toi t es trop mignonne tout le temps tu le sais ça '
negative,'doc luc moi j aime tout et j écoute en boucle c est bien mieux que d ou jb http t co dru aryug'
positive,'a mota améeem http t co gxnbbdu c'
positive,'popiit rt tenderlyphc codes gamoniac sont en jeu donc gagnants rt et suis moi pour participer tirage au sort à h bonne chance '
positive,'jrzlo nouvellestar mon chien a un collier qui ressemble à ton bracelet dit '
negative,'gagasmycrush j ai eu un faux espoir une nouvelle interaction j ai espéré un follow de elliottofficiel mais non '
positive,'sofycathrose savourerlethe tit urs lol ohlala j ai l impression d être une débutante de chez débutante dans le milieu du thé je vous suis lol'
positive,'audreychatel kattymartin nan elle arrive dans semaines moi mais j suis parle '
positive,'nicolas latiino viichenzo tevez aussi et nani était plus for gigs et scholes cetais plus jeune '
positive,'mariieplush lolilolro j ai hâte de voir ça amuse toi bien '
positive,'elenarempp taopaipaixx non malheureusement non des connaissances '
positive,'laurapck morganeso non franchement je sais pas sinon j vais inventer '
positive,'leilacrapez en plus il a dit que ju et moi on était des couillones mdr '
positive,'lexidominiquee cocoa pebbles amp fruity pebbles amp honey combs lol'
positive,'lilijess babyeasy demain c la derniere foi que tu me vois lol'
positive,'cyril rogers thejayyaspgm antoinejavelaud alors tonton jay c est pour quelle heure le live dońt starve '
negative,'lome sa adrianjumelet audeletheuff toi si tu vas en l tu vas plus étudier les filles que la littérature '
positive,'yzna xjessliux traffic control at an airport p'
positive,'matthieuphoria monariana en pédiatrie avec des enfants cancéreux ou avec une leucémie ou en protection maternelle infantile je sais pas trop encore '
positive,'capucineforever rt teamcapu ème tweet pour capucineanav et pour ma plus belle rencontre ma justine cc capucineforever lt '
positive,'jimfdv mv l éducation plu que l enseignement quand même '
negative,'lirycsama cams mrsolidus bonne réponse '
positive,'fafabuleuse le plat de jeremy est aussi pas sexy que sa coupe de cheveux lol topchef'
positive,'sheikgaming rt honalyx quand nos doigts se sont desentremélés j avais juste envie de fondre en larmes et de partir avec lui '
positive,'guiguix rt french troller quand le prof dit sortez les devoirs que vous aviez à faire http t co olmbiv jnu'
positive,'blacki b rt kissintheneck blacki b ouais ça peut aller bon rétablissement alors '
positive,'annajsh missaiss pleins de fille le font '
positive,'florinerock florentmotheoff comment ne pas penser à toi en voyant ce tweet c est vrai que tu as une voix enchanteresse http t co bkupj z z'
positive,'nmkz rt meddymonthouel rick ross qui porte une chaîne rick ross qui porte une chaîne rick ross http t co jcriv jgky'
negative,'romainvms xmandine dit toi que a h je suis en week end pour te motiver'
negative,'m officiel pensez vous réellement que la nsa a attendu angrybirds pour savoir ce que tu manges et pour qui tu votes voir elle quel slip tu portes '
positive,'mailysmrt rt sfianedecasa jme rappelle tres bien d luii http t co zryo ittrx'
positive,'phuunet chadtomkiss tru dat '
positive,'dsganais on se fait chier '
positive,'online pharmarx open question please help braces question http t co kh vl npxz'
negative,'minaasker sandlys thx bella que pour toi papounay relax polo raph maguyt marjosacha stella stcj muriellelie http t co izsd oxmi '
negative,'mlanielouis pas anglais '
positive,'erickson rt your innlove une peu de code de la route alors d a favorise\nb retweet http t co q kils lqv'
positive,'sofialacrim j étais censée commencer a h '
positive,'jessiipops dioos qué calor d '
positive,'decs aka lechef mista baron encore de la bonne pub aie aie aie aie aie '
positive,'saracrdso j arrive dans le bus au place de y as un mec assis avec son sac en face il voit que je veut m asseoir et fait rien la grande classe '
positive,'simplyrrachel emiiyclaire '
positive,'marionvillaume leabgd jte jure '
positive,'xoxo chiquitita girl champfine lol im not lazy you just ain t give me no brownies'
positive,'crisson ayreout'
negative,'fernandredond rt bcnfd griezmann sur la cope aucun coup de fil de deschamps mais j ai tellement envie de porter le maillot bleu c est le rêve de to '
positive,'juliebatin google achète une start up qui développe une intelligence artificielle via le figaro http t co xymtwlkg'
negative,'anekostalker quéee xdd'
negative,'mfiole maddin l alles fit '
positive,'franckooss posey au calme marie tisseron'
positive,'eriquitta ta me voy chau'
positive,'juliannegmz zzanzouri tea mgn samitoudert mais l avion il a des problèmes mais merci bcp zach tea et sami lt '
positive,'rocksong s hm oui mais bn tant que ca viens du coeur c est un beau cadeau '
positive,'isidroaitala que pt'
negative,'nadia salsaa rt proudsoniq gut nite iqbaale amp soniq http t co assqkwrwt'
positive,'bmaqri merci si hocine mestour mais le mouloudia a bien porté le violet à domicile avec l entraîneur nuevo en http t co brj jog u'
negative,'faggia rt kiergaard nsa gchq les capacités d analyse des agences pour surveiller en temps réel youtube et les réseaux sociaux http t co xz '
positive,'quoimaligne rt vanssay aucun problème sur le rerb ce matin si le rerc assure je vais finir par être en avance pff qml'
positive,'cykim rt fromhyun paris marc lavoine https t co lnylqq zny'
positive,'painrelief open question can rosacea treatment cure redness from acne http t co bsoaoouv'
positive,'alfoldiludovic mdrr il se sont gaver france hollande pub sixt journal humour http t co s joxndks'
positive,'cluchetsylvain coquelicot bonjour véronique passe une bonne journée '
positive,'drshirley rt callmemegane monsieur nov sors de ma tête'
positive,'davidbench c est qoi ce nom piper ethelhacman'
positive,'queenregular neverchillngod facts lmao'
positive,'awaawane vendredi même pas je loupe la fashion police des grammy'
positive,'little minus rt gleeric premierefr c est un peu honteux ça qu ils laissent les vrais comédiens doublés pas ceux qui font la une de closer littl '
positive,'silicium l allemand p hartz futur conseiller de hollande http t co hf fvmuji le job à de l heure\n ans avec sursis pour corruption\nc lui'
positive,'nath en plus y aura pas de vecteurs vasy ça me clc lt'
positive,'ambassadeurse manifestement il faut aller à zurich voir cecilia bartoli et notre grande chanteuse malena ernman dans alcina http t co qs dtzk '
positive,'djamaldine un projet réprouvé http t co uvkf jmp'
positive,'petit clment cette journee est tout simplement merdique '
positive,'mathildeavet les deux heures de sport vont bien passer petite matinée tranquille'
positive,'t mystery ipagbs les épreuves se sont bien déroulées je suis confiant pour la suite'
positive,'chichar l esperance nourrit l amour'
positive,'cllrdaisybenson adamclarkitv sure multiple delayed services '
positive,'tichscup bitchxran dans le nord'
negative,'ypsilon crazy glassesmusume それはいない'
positive,'redstaractus retrouvez toute cette semaine nos articles consacrés à la rencontre qui opposera vendredi le paris fc au red star http t co nvcehiegz'
positive,'matins françois hollande en turquie voyage sous tension http t co bradtsfnfa'
positive,'voila sports red bull la rb dévoilée triple championne du monde des constructeurs l écurie red bull a levé le voile ce http t co oxuefxenl'
positive,'naquadria royergwenaelle soit on coupe soit ragou a une super technique '
positive,'jewels mes parents ont reçu une lettre de l université ils étaient tout paniqué croyant que j avais encore fais une connerie '
negative,'suo fei rt nidhalbettaieb lindyys vu que le malouf t intéresse voilà le prog des concerts mensuels de l asso carthage malouf amp musique tn h '
positive,'tripletsfan rt bopsiechroedar lorriearias aandreavitch gwpstudio josephjett lanagrunfeld hiqutipie vaguilar tripletsfan dazehub lucyf '
positive,'lnzelany laurentpat wouhou super flattée hein abonfillon pas vrai qu on est les plus belles voix des matinales http t co ceawe c '
negative,'nanouwo o o deja que notre classe cs un peux le bordel alors avec lui sa va etre la merde '
positive,'angeliquedcx rt fionapamart ma bouteille qui se renverse dans mon sac c est pas mon jour ou quoi '
positive,'xelou lau wi oui il y a des éditions limités qui sortent tous les mois '
negative,'lenny marine supprimer son compte face book fait'
positive,'kenzah cloîtré dans mon lit '
positive,'majiquej nouveautés bijoux majique collection hiver http t co w vn f k'
negative,'lauravandg j ai du limite courir'
positive,'eiffair minimallydesign ah en fait c est leur boutique qu ils ont rebaptisé j avais pas vu santadenn'
positive,'quotesdeashley rt cheremotivation plus d eau plus d efforts plus de proteines plus de cardio plus de fibres gt plus de resultats '
positive,'soyalessandrase por qué me hacen esto '
positive,'bloodyhooker en plus maman a acheté des céréales '
negative,'alserrod lamasmoreno moi aussi mais très bon pour essayer l écoute je prends des phrases avec sa traduction vos version originalle soustitrée'
positive,'kazi france culture le soleil trompeur de philippe besson la maison atlantique commence bien et finit mal entre tem http t co tzptr pxu'
positive,'decoreysimardey lemme guess no repl'
positive,'classe acou classe masson bonjour et merci bonne journée à vous aussi jung hoon'
positive,'elimaneba dernière fois quon me voit en costume je vous le dis moi'
positive,'yanyannoche drthl lebrubru il ne reste que vous pour sauver l honneur bisontin fauteparjour'
positive,'lamarrokaiine saidbogota bah ouai jvien de voir sa en ouvrant mes volets '
positive,'gundgangs freak gold pink blue purple iron on patch applique by ironapplique http t co nyacvqm ra via etsy'
negative,'girl empire dougenbouzu 相変わらずお下品ですこと'
negative,'lameknesiya rt paulineem la solidarité chez les muslim moi sa m touche trop tu connaît pas les sœurs mais elle son tjr la pr t aider qu allah les '
positive,'anthonyjh rt flickr c est l heure du thé partagez votre photo préférée pour twittertuesday depuis vos archives flickr http t co jg kp ozy'
positive,'viralscientist banana questionnier your favourite fruit xtremepraize '
positive,'jeeyyt j aime une vidéo youtube les six règles d or d arnold schwarzenegger sous titres fr à l adresse http t co z k i st '
negative,'t pho rt iameuroz positive vibes '
positive,'patricevoir rt green noble le hold up d alain carignon sur m chamussy cc ump http t co kvkdzo w d'
positive,'cliffordoped j ai tellement pas envie d aller en cours c est violent'
negative,'naharnet quentin tarantino sues website over leaked script entertainment http t co pbdaulyrbk'
positive,'ydehaene mischael modrikamen tête de liste en hainaut pour les législatives http t co o dcp yies via sudpresseonline'
positive,'charlottem juliettelauren juste cette fois '
positive,'simplonco faut il rendre l enseignement du code informatique obligatoire dès le primaire http t co pwi rcxyk via lexpansion'
positive,'ladilon hello tout le monde '
positive,'mephistoprod merci de partager la prudence s impose roger\nabattages d arbres en cours sur la grand route entre wonck et http t co kje nmqxv'
positive,'followbackfran rt ines seb si t es absent lors de mes combats n espère pas être là lors de mes succès'
positive,'bencabellaa faut que je commence à réviser le bac blanc comme ça j ai des bonnes notes et je fais calma calma quand je rentre en cours au prof'
positive,'baks ks hasnachou vou me l avez pa dit en sylvie elle etai toute seul mddrr'
positive,'romaingrandin rt romain gnt c est parti pour ma première journée de stage '
negative,'solexine affaire leonarda les dibrani n auront pas de titre de séjour le chantage du thon n a pas fonctionné http t co vamdqz wh '
positive,'divinblackmetis rt blw dz les téléchargements illégaux tue les artistes j crois j vais télécharger fois l album de zifou hmdl comme ça on sera tra '
negative,'shaneliiya jai mal o coeur mami elle ma mme pa apl depui qel es laba tlhr jvei lapl incha allah'
positive,'natachafresko sa gentillesse a des limites apparemment'
negative,'lemperiere jai débloqué un autre terrain sur mon île http t co fkeryuaz androidgames gameinsight android'
positive,'karandesai rt pussyplanetxx tps http t co emvznchuo'
positive,'xdiquane x sburk you pregnant '
positive,'le m poireau info publique je n ai plus mon iphone il part en réparation '
positive,'lebarslahouagka j ai récupéré pièces d or http t co mnrx szmio ipad ipadgames gameinsight'
positive,'leisagae recevoir un message de sa meilleure tous mignon lt lt lt lt '
positive,'csn camille mon tuteur la best'
positive,'alice stn je finis à h '
positive,'becachaussures bullboxer k a marron multi chaussures basses pour homme http t co jmj olzryz'
positive,'f ckingproblem ihaagler marvin tu t es arrêté à quelle station pour aller voir carla '
positive,'mcamps tj rt vullescriure escriu el què un dia voldries que llegissin els teus fills tweetrelat jordisalvadoriu carmebove via elisendalamany'
positive,'eeschmitt rt danielalumbroso ce midi francebleu je cuisine eeschmitt et yann a b dans france bleu midi ensemble fbme'
negative,'tenderise fr ojeu award bagneux société chantiers piriou m navire de combat de surface fourniture de bâtiments armés http t co elbqdchv '
positive,'joellegarriaud la promesse du pm canadien de prendre mesures appropriées pour éviter un retour au passé soviétique http t co pa pgscw et la france '
positive,'alyb b rt ionbl je veux mon lit '
positive,'paulsometimes fuck you pay me'
negative,'kkohen infusion hhzn non serieux rayzen il va sfaire drop '
positive,'le t r screamlester love u'
positive,'lilmissramos rt disneycitation n as tu donc jamais eu de rêve quelque chose que tu veux tellement que ça te rend dingue hercule'
positive,'gleyoevelyne tant mieux http t co cqihv uo w'
positive,'blackbarbiie brice nguesso'
positive,'samiaa inversion de la courbe du chômage ce n est pas un pari raté insiste sa http t co x i evp wj http t co kiusbs iki'
positive,'peliboy lk fry rt terroriste les français juifs qui rejoignent l armée de tsahal bizarrement ça pose moins problème que quelques jeunes qui vont au dji '
positive,'rill kun chats noirs おやすみ '
positive,'nawellemrn rt manouune ce soir y a cleem '
positive,'paulinemadotto rt supermegadrivin tout plaquer pour aller jouer à soleil avec les vampires '
positive,'captainfrite rt pleindeblague je pourrais écouter sans arrêt ma musique préférée pendant toute la journée sans m en lasser '
positive,'adebarguef des problèmes techniques ont empêché caterham de présenter sa voiture ce matin f '
positive,'annais ya rien a graille chez moi '
positive,'tenderise fr ojeu notice charleville mézières ouvrages d art et de génie civil http t co emf i eb x'
positive,'eurocentrique rt eurightsagency on dataprotection day coe and fra launch a practical guide to european data protection law http t co qvomjhgq '
positive,'abdoumakina quiconque sera patient dans les épreuves et dans les calamités je serais son témoin et son intercesseur lors du jugement dernier '
negative,'willy aflorence bonne soirée '
positive,'toinoudu rt corentin brtx toinoudu ouais mais au pire on s en fout du film on rate un aprèm de cours p'
positive,'zaakii rt nono trucs impossibles dans ce monde lol http t co oqy zaaxvl'
positive,'manolimaz uppernet buenas noches '
positive,'sickpand rt rodrifirestarte si pleose xd'
positive,'omarikwest rt cypr c est qui sur le compte d omari '
positive,'dedreypop y fais froid en se moment même pour les chiens p de toute beauté maya p lt http t co z o pssr m'
positive,'clem pic quitterie bmt j men serais légèrement douté '
positive,'alexandredurant rachayce ta le temps tqt lol'
positive,'chaimawahrania rt kheiramouhid l aumône cachée éteint la colère du seigneur rapporté par tabarani '
negative,'perriinebieber quentin bieber je te préférée largement à chris chris profite de justin alors que toi tu prend exemple sur lui et que tu le respecte lt '
negative,'laaurie f markuss ygfa t es de retouur d'
positive,'wingsoflirry tomlinsdrug cette chanson est une torture émotionnelle '
positive,'nalhie desroches lol'
negative,'faustinehvll rt gaaumaarlmt et tu me manques voilà '
negative,'lyes rt aym faure franciliennes franciliens remerciez huchon d avoir dépensé de vos euros pour un logo vpecresse utile http t '
positive,'leflaurestier gabriellefld ah mais moi aussi ne crois pas que tu es la seule p '
positive,'itcamille melanielelapin ahahaha mais tellement il a arrêté d être drôle depuis au moins ans'
positive,'zurg corinneperpinya heureusement ils peuvent se payer des kleenex tranquille '
positive,'yannpung moi qui voulait me coucher tôt mon chauffeur joue à la belotte '
negative,'gauthier vanco rt m athou gauthier vanco je veux savoiir p'
negative,'raissi ta passion déja répondu http t co agksxxvlpu'
positive,'chuckynette je l aime bien '
positive,'actualmaurice rockhighway ah ouais comment tu vas t y prendre en m apprenant à écrire bla bla bla je suis un soumis à la place du cours p'
negative,'xavier x asgardianmaid me d '
positive,'aangelina s getsuga x ouais tu va me le demander encore une fois xd'
positive,'reyeshdez me vale verga soñar rt plz gerardpique'
positive,'nathaliebergesa bonne nuit les enfants bisous et câlins faites de beaux rêves et surtout soyez sages très sages '
positive,'lauratutifruti rt paulaacheerre lauratutifruti ais mi lauri lo que la quiero yo muchas gracias '
negative,'samy rt swann es mes filles s appelleront opale et nebraska\net mes fils tibulle et simplet content ou pas content je m en fou '
positive,'romanopointbar charloute si t es avec moi chachou ca va être le zbeu p'
positive,'emile theoduvocelle mdesreumaux la bouge en train de chanter '
positive,'kzhjgyk fafaah d ace si tu le met sur twitter aussi c est normal que les gens soit au courant fathia p'
positive,'johancunsolo benmandin du moment que le farfadet reste '
positive,'d touma lacen rt lilip d touma lacen c est mathieu qui doit gagner en plus il s appelle comme mon frère et tous les marhieu sont géniaux d'
positive,'d gooner dialsquare didn t quite understand the reus part lol'
positive,'javielillof rt evremesal buenas noches '
positive,'ladygoule maroouane awili tal leklab ont leur horoscope wa le ma pour ce qui de sobre prends tes aises im in '
negative,'angeluoxz ahh dormir bien tranqui '
positive,'tyronxavi rt latoyalex tyronxavi latoyalex rejoin moi on redesen ensemble lool mdrr ouais ouais c est ça '
negative,'gregoryludovic rt dylan delacroix gregoryludovic ahah ouii mercii pour buddy je lui est tout raconté en rentrant il était content p'
positive,'kimochii storm blast il ment c est nounours en personne o'
positive,'elmander tolosa pourquoi lorde essaie pas d être comme dans le clip tout le temps xd elle est belle aux grammys c était chelou '
positive,'juliie latribudedanaof je pleuree'
positive,'zizouzein sarahdc j espère que ça ira mieux pour toi demain '
