@relation instances

@attribute @class@ {positive,negative}
@attribute @text@ string

@data
positive,'vmmordvinov оказывается на дне байкала живут рачки которые уже лет хавают нефть из разломов в дне интересно есть такие же в соленой воде '
positive,'thetarne в воронежской области женщина из ревности облила соперницу кипятком'
positive,'marica marina проститутку по вызову с города костанай'
positive,'natalia betenek с милузовой вот так вот учитесь парниши пока мы живы http t co e g f h'
positive,'kristofer в россии приняли норму о восстановлении сотрудниц не сообщивших о беременности http t co fz wewbtq'
positive,'vikspolyff в узбекистане масштабная реконструкция медучреждений'
positive,'larks owls время для кофе и обед время для larks amp owls larksowls новости москва мороз'
positive,'mcr way d еду в автобусе на улице дубак нечеловечий я замёрз однако '
positive,'ramynypifys http t co ejkshxoidp купальники интернет магазин'
positive,'noriscak поурочные планы по сельскохозяйственному труду класс http t co hyplk zonw'
negative,'redmase тест экологические основы природопользования с ответами http t co bnhda wli '
positive,'agakinaleksej записать бы тишину и врубить на полную громкость '
positive,'taramchel про челябинскститутки'
positive,'unuu rt sanchir t өндөр хүмүүс хэцүү тэ дандаа зурагны захад нэг бол ардуур d'
positive,'le лорри отличный собеседник познакомьтесь и тоже это оцените http t co wlxlgxlltb ipad ipadgames gameinsight'
positive,'kfm руководителя биткоин биржи бит инстант чарли шрема арестовали по обвинению в отмывании денег подробнее после полудня в эфире ъфм'
positive,'schurakniazeff проститутки одинцово выезд'
positive,'benzionn rt marinamiamor на счету у этой очароват дюжины фашистов по на каждую снайпершу такими были наши бабушки гордимся http t c '
positive,'pemarixobudo http t co frqr ouhsl схема газового оборудования на авто'
negative,'premonitionr как поменять лампы на панели приборов ваз http t co qqzbnyjip '
positive,'tarasoffjr проститутки семейные пары новосибирск'
positive,'kvikaa сколько династий было в россии doc http t co ruzkkncorm'
positive,'andyyanaa с актировкой товарищи '
positive,'ynova stolitsa прститутки на вызов метро люблино'
positive,'sitnikovaalina ура в загадочном доме мне удалось завершить задание посох чародея http t co cagckcpxhe ipad ipadgames gameinsight'
positive,'vadim san простмтутки в магнитогорске'
positive,'prudtsov проститутки лет москва'
positive,'sspetss правительству российской федерации исключении из соц сетей всех материалов относящихся к порнографической индустрии http t co qpencyroe'
positive,'hoteljugend теперь вы можете следить за нашими предложениями бизнес обедов прямо с http t co tc tjhg sa http t co gbo focohs'
positive,'brookehan стиль садовые растения новейшая энциклопедия http t co xfbjb vkv'
positive,'molly kurtz скачать warhammer бесплатно без регистрации http t co awzlmqbzg'
negative,'vxr зебра а для письма http t co yrl giz gh'
positive,'gara rave дебетовые карты еще удобнее еще выгоднее еще надежнее '
positive,'nrfxer будет ли повышении зарплаты в году в минюсте http t co razm ad '
positive,'teholanasybe xumrypatit экономика голландии продемонстрировала рост на '
positive,'kompaundtone пьяный лихач протаранил две легковушки и маршрутку под астраханью http t co vcphzpkpz '
positive,'huang minmin будем пытаться что то делат http t co xlyspn fzl'
negative,'magdalenayork у воина же ничего в мире нет кроме его безупречности а безупречности ничто угрожать не может '
positive,'hobelyfyziby прикольно я в детстве любила наблюдать за комариными личинками но так детально их рассмотреть возможности не было а'
positive,'millionerer rt vip jeka здравствуйте заходите в мой интернет магазин подберите товар для себя а так же для своих близких http t co jy rvsfaxj'
positive,'guselnikova прикладники хотят продавать гостям олимпиады свои творения но не знают как это сделать http t co nkik yr ih'
positive,'artem проститутки чернигова где'
positive,'gysefivewase namwalder месси в новом году станет самым высокооплачиваемым футболистом мира '
positive,'fosaxupabew по мнению церкви апостол пётр проповедовал с такой силой что разом обращал ко христу до пяти тысяч человек '
positive,'favarebut кто сегодня умер такой крутой перекрыта дорога на фрунзе и колонна из машин с ретуальными автобусами '
negative,'jovynosykir бюджетный chevrolet cobalt подорожал на рублей'
positive,'ileykneppe прокуратура выявила около нарушений в сфере жкх'
positive,'pobykagipyn также наши конкурсы '
positive,'hard soft porn я настолько рад отмене зачёта то теперь готов остаться даже на восьмой урок '
positive,'larkagerasimova rt uruiaana кстати я таю когда парни вкусно пахнут я им так и говорю ты вкусно пахнешь '
positive,'shejanry как стать богатым и влиятельным человеком http t co durqkxscc'
positive,'sixatehisaq новые книги авторов си вышедшие из печати п '
positive,'heweqysobos аленушка была первой женщиной доказавшей что все мужики козлы стоит им только напиться '
positive,'beresford зеленый кофе для похудения на сколько хватает http t co in yvhhqcr'
positive,'yaroslava ненавижу тех девушек женщин у которых нет своей личной жизни и они лезут в чужую горите в аду твари '
positive,'tjslava скачать новый директ х торрентом http t co fdr dwd mk'
positive,'masharockfan rt orb вылетел на встречку в саранске разыскивают водителя иномарки orb ru http t co kgngeignk'
positive,'uchiang только пришли домой мы прогуляли часов марина такаая уставшая и голодная мы пошли есть торт и пить чай '
positive,'batya я собрал золотых монет кто из вас сможет больше http t co pxotx pkdy android androidgames gameinsight'
negative,'seopete скачать фильмы для електронной книги http t co cp gk jmia'
positive,'spiegel ru тематическое планирование по русскому языку классе канакина горецкий http t co a lvwp hw'
negative,'natalapavlova alevtina to они всегда считают себя высшей расой '
positive,'germanlozovoi rt de toyota я уже изучал живопись а пол и джордж еще учились в средней школе '
positive,'quzemyhoxufafe футболки с приколами в железнодорожном http t co mafmmsiep'
positive,'xepyxebydup rt vadaxugecyn но кто и вновь огненный всплеск '
negative,'viktoryvolkova рыбалка для друзей на телефон путеводитель http t co tpjvsxhs'
positive,'hadyxitelon рисунки с юки нагато рисуются сразу в двух экземплярах с очками и без '
positive,'memahyxegyt первый и последний раз я проголосовал сам '
positive,'gitiwavehat это был красивый высокий человек '
positive,'ulitochka rt alena kovalsky кажеться кто то опять засрал всё ленту '
positive,'zaqamumafevy мне в германию позвонил мой хороший приятель лёня эстис '
positive,'rsv bitrix rt yenisite очень много долгожданного обещают сейчас на bitrixconf спасибо ждем '
positive,'khirachehova прогулка в облаках ничего более ванильного я не видела d'
positive,'moiseev lazin да да и странные дефолтные аргументы которые местами делают жизнь сильно сложней '
positive,'denis lebedeff кто не смотрел легенду и сталинград тот я ну не верю я в российский кинематограф бывают конечно припадки но это редко '
positive,'dasha benson rt cats killjoy dasha benson а че удивительного та d я тебе папожи скину кое што d увиденое ты неразвидешь d'
positive,'ilyakid radioutkin вас так волнует ну да нтв плюс не выкупила права и деньги не срубила ну вы не переживайте '
positive,'alex bataev jedstania мне иногда даже кажется что ты скучаешь по русским '
positive,'kaya lxx rt alex xoxo kaya lxx адриан серо зеленый люби слушать как поют '
positive,'yevgeniapayne xbaturina empire of evil d а у меня есть песня касты чтобы прыгать высоко не нужен нам батут я сегодня набер ван а я набер ту d'
negative,'xoquwugozug если ты напишешь об этом книгу дай мне взглянуть наверняка ты допустишь несколько антропологических ошибок instantfollowback ff ru'
positive,'hukytbka dusyaverzun английский тоже не хромает d жалуется вот d'
positive,'berkalieva luna вот ты в правильном направлении я уверена что у меня все получится если меня будут окружать такие люди ка http t co qoperc ihh'
positive,'complimentator одариваю комплиментами бесплатно без регистрации и смс twiby подпишись и будет тебе комплимент каждый день '
positive,'msknyazeva откровения с мамой блин что может быть лучше '
negative,'angelinkaorlova знаете я обжигалась ужи дружбой для меня это до сих пор больная тема я щас еле еле заставляю себя доверится человеку '
positive,'yurygusev такое ощущение что завтра понедельник d'
positive,'billytalent tarhunaw я тожи тебя люблю я заипался с этим д з вапщи с'
positive,'maria werner rt akai yoake взял сегодня в руки гитару счастье радость '
positive,'amorabsolute дивы комментаторы прекрасны не всем быть такими '
positive,'r vic psykero тарантино расстрелять не предлагал '
negative,'missiszamb хоть бы завтра было холоднее не хочу в школу '
positive,'anastasia сегодня каха сказала что падалеки из за шевелюры похож на пе ика ай мне пофиг для меня падалеки самый лучший и идеальный '
positive,'summersidhu acdimon о усаги интересно где взяла такого большого паскаля '
positive,'mychem blood ctakah я тоже не сделал сейчас вот иду с а еще тебе нравится когда я улыбаюсь да '
positive,'malinochka rt marivin malinochka то кинь мне пожалуйста свой фф я почитаю '
negative,'benkendorfrn я не хочу с тобой прощаться сезон ты ведь так прекрасен так прекрасен '
positive,'zombiefz nervniylunatik да ничего с ого прямо настоящий демон да а у меня сестра ихихих'
positive,'penek juliya через дней мы с лерой будем бухать соком и истерически ржать d'
positive,'milkyway jokererotic ну раз он не врет то это все меняет d'
positive,'lizonrhcp наступили холода одевайтесь теплее котаны не болейте и обнимайте друг друга чаще всем добра http t co cdedvktzlf'
positive,'romantin да мороз плюс солнце и шедевр готов http t co uxg t nzj '
positive,'davk ts zoyka хэхэ жоохон монголжы доо энчодоо '
positive,'kadirova jenkaofficial ночи о не расстраивайся все будет хорошо '
positive,'julyaandreeva джаред знает как носить рубашки d\nпо моему он косплеит арнольда d http t co cauag dxvw'
positive,'zebrolli благодарна любимым за прекрасный вечер все получилось спонтанно и прошло идеально '
positive,'eroxa wearedroids участвую в розыгрыше moto g давно читаю wearedroids и подписался на macov net надеюсь победить '
positive,'oskaarr нехилый ритм '
positive,'maryesprit alexisnetles ой это ж крипота d серьезно меня это все пугает'
positive,'crazy pandaly way mcr iero маладиц c это будет тайной для всего мира d'
positive,'amuhkocbka hapumahh наш препод называет фетишем телефон d'
positive,'alenazamarina an jeli ka а мне сверхестественное d а еще я теперь дома работаю за тыщи ахахах'
positive,'ks pom ночь не сплю ибо экзамен и часов полета в самолете посплю '
positive,'nenastyaa или лучше в гости у нас же новый чайник он освещает кухню зеленым рядом с ним и свет включать не нужно '
positive,'st simplicitas f alter ego и локаторы вместо ушей d'
positive,'enot v lesu alduckz обнимаю вот так http t co dzrgcn lthгифки животные обнимашки gif надеюсь эта откроется '
positive,'cat прекрасное завтра '
positive,'kunafinrussia m ru я подписался на вас в твиттере и всегда круто получать оповещения от вас и остова имя в курсе всех событии '
positive,'boo bear пока всем заранее спокойной ночи сладких снов lt '
positive,'renomych rklv ахахах ну да ты кстати пиши сюда что нибудь d'
positive,'chekulaiev oleg родная порадовала даже чай теперь пить приятнее che s home http t co audmm etfb'
positive,'ksenia golubeva cawuk не смогу там так много всего смешного и нелепого '
positive,'arianagranqe gregwest да потому что скутер навалил работы в раза больше d'
positive,'horan diana с чего началось сегодняшнее утро с музыки http t co obmxckvtvr'
positive,'vika wing всё налаживается главное борцуха будет '
positive,'mcnialler tanya модный фэшен из май профешен d http t co bvxhxukql'
positive,'dfp ответь моей фотографией которая тебе нравится а всем лайкнувшим задай этот вопрос http t co ergvopcwuy'
negative,'aandrushkas arzik что то в талисмане не наблюдал их ни разу '
negative,'christi nov lightaster когда нибудь я научусь выбрасывать ненужное и удалять надоевшее когда нибудь никогда '
positive,'katerinkagrinko ktoryanik ты мне кого то напоминаешь '
positive,'helga fr ntic ru когда уже дашь потестить то чего никто не видел '
positive,'skladnova хочу чтобы девки приехали '
positive,'sashaache крутые игры у нас '
positive,'irinairinka со школы раньше отпустили побежала к соне в гости d http t co cg issk cn'
positive,'urwhitelies rt only attack urwhitelies хочешь помогу тебе написать лиаму чтоб зафолловил тебя мне просто скучно '
positive,'lera chudi hopi чуди мои поздравления теперь будем снимать на камеру а не на телефон '
positive,'evgeniyamy ещё мы ели вместе с настиной училкой по англ и обсуждали мальчиков d'
positive,'facugambanderus вообщем угадываем фильм сериал ждем минуточек '
positive,'anna zim вечер с двумя самыми любимыми я счастлива '
positive,'ula erohina как же здорово проводить время так http t co qn r nqt l'
positive,'akzhelenissabay спасибо voxpopuli kz за репортаж о перекрестке жду следующих выпусков особенно хочется узнать про джоху '
positive,'chem poison поцаны моя лента уже заволновалась за наш бред про группу d'
positive,'romantin не не пользовался http t co dyaairfai'
positive,'tatusik как это мило когда друзья скидывают тебе свои детские фотографии особенно такие d'
positive,'dasha сладких '
positive,'daleko ne ledi rt freez mc весело с сережей было надеюсь завтра повторим аххаха'
negative,'katyabobrova тот момент когда человек и не подозревает что ты знаешь правду '
positive,'l macabre emelyanovali а где твои у каждого уважающего себя выпускника школы искусств есть белые колготки в миллион ден это я точно знаю '
positive,'kljustkilled как всегда когда мне делать нечего я оцениваю '
positive,'purplebee tanusja аззахахаха\nни разу не слушала их\nно пропела так же как и диану d'
positive,'vyazovayadasha rt davidovajamilya сегодня был весьма сексуально напряжённый день в колледже d'
positive,'your novocaine мой друг и ну вы сами поняли d http t co vl mk xj'
positive,'tbuttep i love larry ye нуу как бы там тонко намеекнуул '
positive,'redhead y я сегодня даже и не отдыхал\nпосле универа в банк ходил потом приперся и за домашку взялся\nконец увлекательный день ничего не скажешь '
positive,'d leksalleksa но фото то надо выложить а то опять недели продержу '
positive,'mrsjlefroy я испугалась черного дьявола в лице собаки тиджея d'
positive,'r er boba kot хахах это лучшее пожелание для школьника оо спасибо тебе великий любимый котик d'
positive,'svetlanuush когда нибудь и у меня будут такие зеваки d http t co aofagcww n'
positive,'oliyka ксюша успокойся d'
positive,'vanyadavidenko daedmen я так думал пока не осилил man прям целиком за дня поскольку я провожу в консоли времени умение готовить его добро '
positive,'jrvya viktoryorlova какая прелесть '
positive,'bleachyoursou linazhukova тебя просто не видели перед входом на экзамены наивный кто то d'
positive,'nastyashakhova oleynikannet да наши одноклассники божественны '
positive,'simonowets ka скорее бы завтра уже малых своих увижу '
positive,'vitusha rt edwardrain обсуждали все свои болячки и шрамы с любимой '
positive,'simonowets ka но безумно скучаю по тем которых не вижу я любю вас детки '
positive,'onlyforsplendid найдите время насладитесь этой красотой синхронностью необыкновенной задумкой http t co hvmjitu bt'
positive,'nastyuha ему скоро а он до сих пор воображает что он самолетик d http t co qcpgz owxg'
positive,'idealovato sofibow как от подмосковья до москвы d'
positive,'michellemaneau новый паспорт получен заявления в налоговое и сбербанк написаны на очереди школа пенсионное рсб работа поликлиника '
negative,'dashakamnewa сижу пересматриваю альбом такие воспоминания '
positive,'heeyliza боже прекрасный вечер '
positive,'owl cheesecake dobriy den скинь мне сюда кота может смогу нарисовать тебе на руке '
positive,'bjladimip antipn moyopochta bodyconofficial права женщин это хорошо но если они ограничены портрет не обсыкать например '
positive,'bruce рекламные боты вам тут не рады '
positive,'gs pro купил джегу и монополию монополию может завтра заберу а дженга летит кстати монополию еще и детям подарю '
positive,'s razumovskiy findarato все равно как не родной ну ладно всё в твоих загребущих нолдорских руках так что не стесняйся пиши на досуге d'
positive,'ded semenadezhda хуже некуда лечусь много лекарств узнал теперь '
positive,'ljuka rt vitcherk навальный молодец не дал себя сожрать венедиктову в конце концов убедил всех в тупости стратегии мега проектов '
positive,'lsatol rt baalmos ер продолжит работу над законом об ответственности за реабилитацию нацизма http t co nnrmjxzw c'
positive,'lindvior заполнил карту минимального масштаба х всё кубач мне надоел пойду похаваю '
positive,'serafimab brif тебя ценят только тогда когда в тебе нуждаются '
positive,'otheilman в городе снег сошел а асфальт еще не нарос как ездить'
positive,'ploskabashka в сша умер самый суровый и пушистый кот в мире полковник мяу'
positive,'glennm госпожа заставляет рабыню лизать http t co moznqivbdg'
positive,'birdy fid sweg nastyaacorn но не делает так хочу чтобы он к нам приехал '
positive,'crown хоть бы не сглазить хдд'
positive,'ndunk sweetz я ничего не понимаю раньше http t co vl yua f e'
positive,'ykanqricxa гдз по алгебре класс по домашним контрольным работам http t co u lbzl wkw'
negative,'gopoxapo образец заявлении о восстановлении пропущенного срока http t co r swe qwdb'
positive,'saroyanrich первый раунд переговоров женева завершился без результата http t co exr xxma o'
positive,'ofanprav россия оао башнефть уфанефтехим планирует консервацию ряда газокаталитических объектов http t co kqy ofmb j'
positive,'ficaparra удивительное дело иногда ч http t co lkv im n'
positive,'grizznitch почему именно экономически http t co tvadje de'
positive,'andreytaranik rt russia tv российские биатлонисты опробовали сочинский снег вестибиатлон sochi http t co ohd orevt'
positive,'ralexeev vs oblomov tvrain распоряжение об отмене конституции и введении цензуры что за бред пусть бумагу покажут '
negative,'bacamisenih один из моих минусов я прощаю людям то что не прощается и обижаюсь на самые обычные мелочи autofollowback'
positive,'drk owen мне было когда я начала http t co qisqnybosm'
positive,'tony всем привет это профиль с http t co t c s fq'
positive,'bitchesinthecar дон жуаны идут нахуй'
positive,'f lip fron фэндом однажды в сказке пе http t co ur y n alx'
positive,'maxvinn massaeri luavramenko ты начал выяснять отношения с третьими лицами как ты там сказал я высказал свое мнение получил мнение кости '
positive,'wannabe iceling akteews в основном нет но бывает что и да '
positive,'fehscudiero дорвалась таки до компа и п http t co xn x o jb'
positive,'marikardis dandy dasha я тебе так скажу этот господин как раз кстати дополняет картину '
positive,'odin кать о чем ты все время http t co op cejh ng'
positive,'rainlock rt koffboy жанна фриске отказалась от операции и отдала собранные деньги на лечение больных детей достойно уважения'
positive,'julia gontar nice mary нам сказали чтобы мы ходили даже когда ее нет в другие группы '
positive,'annayanchenko наука на открыта на из них заблуждается'
positive,'sasekenedek rt tarimehytaso ты любишь его но не решаешься написать ему потому что боишься ответа нет и притворяешь'
positive,'yakrasar wood disneyka я не думаю что тебя там так все ненавидят на это просто стоит положить сама знаешь что и жить спокойно '
positive,'kabbal rt dimadrug трафик только первым четырём школа заработка uptime http t co uz viapei '
positive,'jerry meets tom интересно даже из какой это серии выражение лица хлои бесценно d http t co pg vcbknmj'
positive,'nguazboev зеленый кофе купить в хабаровске http t co q cjgyzpsg'
positive,'goddess yen итак дорогие мои книголюбы http t co pahwqoe ws'
positive,'mikhoff получить бесплатный бонус казино http t co bbq deojke'
negative,'prosamaru сайты с экстремистской информацией станут блокировать в течение часа'
positive,'vladcalifornia удачную марк фотку сделал '
positive,'super kooks больно блять'
positive,'medved где купить зелёный кофе с имбирём в донецкой обл http t co tz ychfpgt'
positive,'kands перспективный план кружка по физическому направлению в среднем возрасте http t co joie d rv '
positive,'ellyangry madshavkunova ахаха ну мы молодцы что сцымбалились d'
positive,'mofos crazy dianaskrip ска чувак я тебя люблю очень силюно'
positive,'mad rt anna dall уверена что за реабилитацию нацизма надо наказывать и строго единая россия в этом плане права'
positive,'ferapapamak rt biworakohag http t co a wtjkjkpm у всех девушек есть характерная черта все они постоянно сидят на диетах '
positive,'nickjoh я получил уровень в the tribez присоединяйся и обгони меня http t co ilukgpg s ipad ipadgames gameinsight'
negative,'dui v i http t co qcdrmcutndигры pc cd бесплатно и без регистрации'
positive,'halkar olegnet syntezz стандартный ответ линуксоидов линукс идеален но любой дистрибутив это не линукс на чистом ядре не работаешь '
positive,'pysukera спустя несколько лет я сно http t co jraj j vh'
negative,'daven и так поясню что я собираю http t co ofhe petoz'
positive,'bu лан пойду смотреть подробнее про лифик японский'
positive,'slinsilton дети которые не умеют обма http t co odnrgdrmbi'
positive,'tereshenkov http t co gskzlocjkb няшный коуб про зиму '
positive,'leribofuric rt kefubuzazyta что не можешь приготовить обед приготовь к этому будущего мужа '
positive,'dallas рожко георгий евгеньевич учредитель и президент фонда борьбы с русофобией российский общественный деятель\nзабыли добавить трезвый'
positive,'anna firestar mazur nastenka а мы из за нереального холода дома сидим выпей амбробене '
positive,'kashmasha rt channelone rus китай встречает новый год по лунному календарю http t co oo se tn http t co fqvjryxqhj'
positive,'kijatopufugy ладки always она спрашивает а вам какие он а какие есть она капельки'
positive,'darywemanef твои волосы цвета первого снега слепят встречных водителей ты лучшая жопа на факультете т'
positive,'chelsearust подробнейшая панорама лондона гигапикселей'
positive,'noxbrand хав харанхуйд цав цагаан даавуун дээр цаг гучин минут хүслээ хангана тэр юу вэ театарт кино үзэх '
positive,'nuqyrihyjes я бы за искреннее твоё я скучаю '
negative,'nononomai кондитерская еще одно место которое я могу посещать а вы уже открыли эту комнату http t co faijinosh ipad ipadgame '
positive,'kijatopufugy rt mozewujihor в моем детстве друзья были не в онлайн а во дворе '
negative,'joanner кто то скажет так это ж эти http t co pv yapgb x'
positive,'may cold принесите мне чипсы тт'
positive,'bibufiliquk форвард ньюкасла паписс сиссе может перейти в рубин '
positive,'ichurkin я собрал золотых монет кто из вас сможет больше http t co utcikjbwrj android androidgames gameinsight'
positive,'muse купить зеленый кофе с имбирем в томске http t co xhu epw sr'
positive,'anastasiyakozel dashka kot yulenkaadyrko malina ээ что за беспорядок надеюсь хоть по тумбочкам не лазили '
positive,'gillesbernard телефонный справочник минска http t co thhjmfzku'
positive,'l зачем все такие суки'
positive,'saknocgio которая может произойти в жизни который обезвредил более взрывных устройств'
positive,'gammon где можно приобрести зеленый кофе http t co zmiwbr otm'
positive,'ukraineinfo net хакеры массово похитили логины и пароли пользователей элек http t co o b hcsxe'
positive,'как научиться себя контролировать это невозможно http t co vtsejvkbh'
positive,'cbwebnet хорошо ребят играем в вопрос ответ я задаю вам вопросы о сериале биг тайм раш а вы должны ответить '
positive,'masynumolelo rt caxujufahede утро снова вполне ясно дало мне понять что вчерашняя ночь удалась кстати где моя зажи'
positive,'desenufadise я тебе зла не желаю я просто нахуй выживу тебя со света мразь'
positive,'irinalakutina я целуюсь с молодым джонни деппом аах пожалуй лучший сон в моей жизни '
positive,'dedotasowyc rt baweryxirasu поезда имеют одно волшебное свойство они уходят '
positive,'progonsite скачать фильм хроники риддика http t co axdpetcpo '
positive,'lenirobedaty rt voxuvejahal в цюрихе швейцария есть специальные парковки для занятий сексом в автомобиле '
positive,'jagarymilad когда мы поняли что у нас нет никакой возможности договориться мы попрощались и вышли ff ru євромайдан киев'
positive,'anenab план на ближайшее время наладить личную жизнь подкачаться взяться за учебу ого я амбициозный пойду поем '
positive,'vydyfidilof по факту падения автобуса в реку на алтае возбуждено уголовное дело http t co dl dqerrvf'
positive,'jyjaradobun то что я не тусуюсь по ночам и домой прихожу когда мне скажут это не значит что я мамин'
positive,'nevidimka иногда приходят в голову мысли суицида '
positive,'jenpags http t co objbjucmui заключение экспертизы воспитателя http t co bqj ebfzz'
positive,'arsenyermin валерий каменский вошел в дисциплинарный комитет мужского олимпийского хоккейного турнира http t co rojheosrme'
negative,'rebel урожай собран еды ты тоже проверь свои грядки http t co utat a afg android androidgames gameinsight'
positive,'nuzucudinuce участники евромайдана выдавили сотрудников мвд из украинского дома новости ru ff'
positive,'max mech вы можете купить новые аксе http t co mlhdrpsck '
positive,'sokol капатьль онлайн играть в вконтакте http t co ihhcqlsxba'
positive,'aleksfokus почему мне все еще хочется поговорить с этим человеком '
positive,'natasha z лёгкий нежно голубой колок http t co ah we tsdv'
positive,'sashavolkovzz ненавижу когда мне говорят а что скажут люди да срать я хотел на них '
positive,'blackwell vb как выбить ас игре варфейс http t co dpapeenuct'
positive,'crantini с для чайников скачать http t co grmgw dt'
positive,'kmccormick история россии класс данилов косулина гдз http t co vzrza fcdn'
positive,'brudelay изложение кыр казы http t co e qccby ve'
negative,'bacezypaqeqy rt jijirezeses а ведь давным давно когда мы ещё были детьми у нас всё было по настоящему'
positive,'t esh t я не могу долго смотреть людям в глаза мне кажется что они узнают о чем я думаю '
positive,'linook он собирается вообще просыпаться '
positive,'mistftf приказ фсин россии от http t co w lhvj t'
positive,'lilekkonoval досмотрела вчера свой сериал какой чудный был конец что я аж расплакалась '
positive,'berkayseyhan игры рапунцель и принц в российской библиотеке txt в формате txt http t co unl gygpss'
positive,'jiliakaart я рада что кэтрин сказала деймону все эти слова я рада что она с ним рассталась я бы не смогла с http t co enxcx oay'
positive,'damonsalem возле южных курил утонули пограничников'
positive,'fobysafityh если ты не вернешь деньги вы накажем тебя по английски это как face ом об table '
positive,'nastapopova сборнику рецептур блюд и кулинарных изделий для питания школьников под ред могильного м п г http t co vhzthfnpfj'
positive,'jessicamelnik красивый женский шарф хому http t co mvj yiio o'
positive,'petrova tamara rt shezhok petrova tamara akool z я вам по секрету скажу что вроде как еще и уважительные поставят гулящим '
negative,'tatakapusta реставрация ванн в санкт петербурге гарантия года скидки здесь http t co tjtv edmz результат новая ванная '
positive,'tanyao да в моих твитах будет много ванили и соплей '
positive,'netumutajibe rt dumomaxybeti http t co l zygrdyme мвд украины разбирает баррикады возле верховной рады'
positive,'waste flower gitaristtd надо садиться вперед и смотреть в переднее стекло водительское оно никогда не замерзает '
