@relation instances

@attribute @class@ {positive,negative}
@attribute @text@ string

@data
negative,'whats wrong lace '
negative,'when did chris lent get so ugly '
negative,'where did everybody go '
negative,'where did my pookie go '
negative,'where does time disappear to does it get sent to a factory where they spindle it to make cotton singlets '
negative,'where is my cd omg nd yeah she is ur cmg '
negative,'who invented homework '
negative,'who works on a friday at midnight after working hrs already in the week me '
positive,'why am i up this early i dont even have school or an exam s oh well any one wanna go out xxxxxxx'
negative,'why cant i log in on my phoneeee it just wont let meee'
negative,'why can t i upload pics anymore hate my pc '
negative,'why can t you hear me ohhhhh right'
negative,'why cant you see that i am upset and hurt right now i need a friend who carez'
negative,'why did ugly betty have to be so sad think i need that petrol station paper roll now '
negative,'why didnt incubus have there show on wed cause at least we could of tried to make it to show in la sadness'
negative,'why didn t she pick me up now i have to take the bus home what if i get kidnapped and sold on ebay '
positive,'why do i feel a sudden surge of happiness '
negative,'why do you always have to act like this http tweet sg'
negative,'why do you have to treat me this way mom we re both adults'
negative,'why don t you careeeeeee '
negative,'why he gotta look like that '
negative,'why i m already contemplating skipping church heathen status '
negative,'why me '
negative,'why meeee'
negative,'why must i miss everything apparently lvatt or linesvinesandtryingtimes was trending amp where was i sleeping'
negative,'why oh why did my parents have to get rid of disney channel no ppp for me tonight '
negative,'why oh why a spot days before i have a date cries '
negative,'why so cold california '
negative,'why won t he just let me in '
negative,'why you gotta say thigns like thattt'
negative,'will start all over again'
negative,'will the tour be on tv in la '
positive,'will you come to the party jtv http justin tv clarasdiary'
negative,'wish i could be loser'
negative,'wish i could understand her'
negative,'wish i had more'
negative,'wish i had the for blink tickets '
negative,'wish i still had a girl surprise with that '
negative,'wish i was in bed soooo bad right now pointless day ive done my test now have nothing to do '
negative,'wish i were tweetin up with ya ll '
negative,'wish the ipod had copy paste'
negative,'wishing i could attend summer jam'
positive,'with mak the one that cant ride the bike jk jk'
negative,'without my michaels off coupons i am like a crack addict without crack i need a job again'
negative,'woke up by the sound of aircon'
negative,'woke up from a nightmare and vodkascene wasn t here lt '
positive,'won our second game krï kerï y '
negative,'won the bid for bliss n eso tickets and he canclled it '
positive,'wonderful day on a mini vacation happyformanymany reasons'
positive,'working on putting a new french door in the house pictures later '
negative,'worst dream ever'
negative,'would you really do that '
negative,'wow this hurts'
positive,'wow today we ll hit f c unseasonably hot fb'
negative,'wtf did you do and ouch'
negative,'wth is happening with my neck this is definitely not stiff neck '
negative,'wwaaaaaaaaaaaaaaaaaaaaaaaaaaaaahhhhhhhhhhh i hate geography'
positive,'www elysiumro com experience the bliss '
positive,'www myspace com easystarallstars'
negative,'xbox live is going down for up to hours i ll be playing the new cod w w maps until then'
positive,'xo i want to remind me http blip fm d p '
negative,'y is it i can t sleep in on my day off '
negative,'ya i still cant believe they kissed under water lol'
positive,'yay i hit subscribers on youtube go me lol '
positive,'yeah boiii i lost that creepy rapist of a follower some saint reported him '
positive,'yes it s that serious lol nicki minaj is a beast don t act like you didn t know that s my celebrity crush lol'
positive,'yes this saturday we re gonna record so excited '
positive,'you a in my book'
negative,'you alway s mis place thing s'
negative,'you can t block followers from snaptu britney will have fair game until i get on the computer again s'
positive,'you guys are great '
positive,'you have a faible for white legwear but the pullover made in ecudaor makes it a really cool outfit http lookbook nu look '
negative,'you know it s over when hilary duff makes you cry wow '
negative,'you look like hipster trash when you re that sweaty and underclothed '
positive,'you make me feel so crazy '
positive,'you make me happy '
positive,'you might see a vid on youtube of me but don t be inclined to watch it haha love you all tweet tweet '
negative,'you promised '
negative,'you still just don t see oh well someday you will someday'
positive,'you think you know people then they tell you their nude fashion show stories nighty night '
negative,'you will never know '
positive,'your amazing'
negative,'your not coming to the party '
negative,'your terrible i hate you i take that back'
positive,'you re welcome spacegirly i love space'
positive,'yuh but it s cold outside '
positive,'yup all smile s today thanks to my best kept secret he is too funny love that guy welp off to work out for a bit stay focused dig '
positive,'bradbechler good morning'
negative,'kctweets you don t want to shake my hand '
positive,'nessie no wonder benji has no mates miserable git lol'
positive,'tmhoskins recruiter quot community server sharepoint dev gig in austin tx quot http bit ly eapoq hope see more jobreqs like this '
positive,'webaddict krystynchong ha don t concern myself w age gaps so long as it s legal wen it comes attraction pouncing i m all it '
negative,'cain t wait to go to the beach with deonna tomarrow it should be very fun amp then m a w deonna wow im havin a good summer brace s '
negative,'hate be n s ck '
positive,'haveing fun kimmii soo funny just been singing lessons with her xd seeing kieran my nephew day cant wait xd'
negative,'i really needed to tweet '
positive,'youre a jerk he knows '
positive,'thank god for late registration '
negative,'awwee damnnn sorry joshyy'
positive,'my next door neighbour just gave me an awesome diversity poster d d d yaaaay made my day ooh'
negative,'boneless chicken is not supposed to have bones ow '
positive,'people don t be evil '
negative,'i am doing work '
negative,'sigh done washing dishes'
positive,'veryy bored craving million s of milkshakes '
positive,'squeaky out goin to bed talk to ya ll tomorrow night '
negative,'till i have my girls close to home doing the tgif thing'
negative,'ing crap cakephp is really useful nifty spiffy'
positive,'chrislicht sooo'
positive,'cway thanks boo'
negative,'djrockt i missed the joke of the day '
negative,'dreadpiratemick unfortunately'
positive,'helenthornber about the piggie pastry is there anything you want to tell us about not feeling well oink '
negative,'karolewrites i wish i could imagine myself that way sadly i was raised in public schools tv when home not by my parents quot teaching quot '
positive,'lolunix both and are unsearchable too'
negative,'f you only knew what t was that i was do n http myloc me xix'
negative,'free doughnuts today krispy kreme is the best unfortunely dunkin doughnuts is closer '
negative,'linuxoutlaws podcast feed is messed up i keep getting some tiger records bs in its stead or is it just me '
positive,'rb vi jennyleepenny lt nice back in the day hiya s didnt see ya over there hi luckysong â http blip fm ayp '
negative,'ts my fr day and ts already dragg n b c d dnt get any sleep '
negative,'ubuntu unsubscribed from ubuntu devel discuss'
negative,'what the eff is going on with me save me bf '
positive,'you can touch this party time '
negative,'da vinci code sucks '
negative,'i hate harry potter '
negative,'mission impossible iii sucks'
negative,'my favorite attraction reopened on friday'
negative,'do not use twitter s mean is you don t know yet what the twitter is why many people use this is it interesting i m a newbie '
negative,'help anyone tell me abt box model what is boxmodel why '
negative,'iv got the flu i hate being sick '
positive,'jaljeera lol in trending topics who would have thought jai ho '
negative,'leno j sizzle sigh leno had his last show last night how sad to see him go conan will be great though'
positive,'love smart dr phil mc graw'
positive,'seems that vpn connection makes my connection faster '
negative,'airlines they left my bag ewr'
negative,'amp can t sleep two baseball games in the mourning shoot me now '
negative,'m yep i ve resorted to hiring a lot of movies seeing that all the domestic channels are playing sports '
positive,'overall draft pick jake long looking kinda small next to me says dolphins are look n good in http twitpic com fapi'
negative,'pushups wk d today short on the last set but i lost track amp might ve done an extra set of '
positive,'yearsofenema dumpweed'
negative,'is an unlucky number i m restarting my mac for itunes on the th day and uptime count got reset '
negative,'not being allowed off school '
positive,'conf smartarse with an average look or gud looking w o the brain amp talk type like this quot yeahh u eat liao lolx quot stay away from me '
positive,'ellerichards my acee from another placee s been about years and she never ceases to amaze me just'
negative,'i finally met a guy that i think is cute'
positive,'in poker last night quite a long way off '
positive,'episodes preair have been released me downloads'
positive,'cant say i m looking forward to my blood transfusion today'
negative,'woke up and was having an accident quot it s pushing'
positive,'secondstomars marsiscoming secondstomars marsiscoming secondstomars marsiscoming secondstomars secondstomars'
positive,'secondstomars marsiscoming secondstomars marsiscoming secondstomars marsiscoming secondstomars marsiscoming '
positive,'most viewed today reporters most viewed this week reporters on youtube'
negative,'aaah git is driving me crazy '
positive,'breakupwords size does matter '
negative,'breakupwords spanishkisses beats me '
positive,'breakupwords out of cash '
negative,'breakupwords you have changed '
positive,'hotwords quot i do swallow quot via tracyewilli oh please swallow lt via nsane hotwords i always swallow '
positive,'hotwords all right here nsfw gt gt http bit ly rjlun'
positive,'hotwords dj sam house http www hottweeters com djsamhouse hotties '
positive,'hotwords double double animal style '
positive,'hotwords hi to stephheartsuxo '
positive,'hotwords kim jong il http tinyurl com ad z j awww yeah '
positive,'hotwords pull my hair '
negative,'stalkerwords you re not home '
positive,'stalkerwords i ll be waiting '
positive,'turnoffwords quot are you in quot '
positive,'turnoffwords quot it is in quot muwhahaha '
positive,'turnoffwords get off me isnt that obvious '
positive,'turnoffwords green'
negative,'turnoffwords hurry amp wait this is what my whole day will be '
positive,'turnoffwords i dont have any well ur ass outta luck cause u ant gettin any booyaaahsaahkaa'
positive,'turnoffwords i m wearing tights '
negative,'turnoffwords no not tonight '
negative,'turnoffwords pres clarence thomas '
negative,'turnoffwords size dont matter '
positive,'wordsaftersex ready for more i love me some hilljustin '
negative,'wordsaftersex delete my number aouch stalkerwords'
negative,'wordsaftersex goodbye innocence '
positive,'wordsaftersex i broke it lol '
positive,'wordsaftersex im so tired '
negative,'wordsaftersex my turn yet '
positive,'wordsaftersex your name please lol '
negative,'p damn it sounds like carnival in my living room got my soca on since i can t go to zumba '
negative,'jimmy johnson won had the better car too bad for who didn t have a good car '
positive,'dollartees have just been ordered '
positive,'http tgr me g hi everyone happy friday'
positive,'quot carpe diem seize the day'
positive,'abhl all this talk of spn and musicals makes me so desperately want one'
negative,'acdc iam obviously shit '
negative,'addictedto high heels that i can t even walk in '
negative,'addictedto my blackberry '
negative,'aion liv will there be any further comps for eu keys this weekend all i keep seeing is na ones '
negative,'air france so sad '
negative,'alchemilla show tonight canceled sad and sorry '
positive,'alexisonfire quot young cardinals quot â http twt fm can t wait till the new album comes out '
negative,'alfresco problem what is the max length of quot d text quot i have data for a property that exceeds k characters '
positive,'alliances best practices stalwartcom podcast with yours truly'
positive,'alltimelowsuckmorecockthanawellpaidwhore repost this shit for the love of sanity'
positive,'alltimelowweek '
negative,'amazon fail i decided to buy some mp downloads from amazonmp this morning with a gift certificate it just charged me without asking '
positive,'amgrat for new oppotunities for understanding it is not the world but only me standing in my own way for a lovely day '
positive,'amtarot highpriestess had never meditated'
positive,'android metaldetector says my laptop has metal and the laundry has not accurate enough '
positive,'ferber waketraining despite last night s drama lt http tr im nhsf gt '
positive,'ff lesliesanchez amp mccainblogette prove that not all the fun girls are democrats funny'
positive,'ff music followfriday tre boogie lt lt because he cared enough to tell me to get some sleep '
positive,'ff stladyaye homie relleyrelle bestie maf capital llc my tweeple real lol g gi useofforceent my music tweeps '
positive,'ff adreame b c her earring line is hot esp for the little ones she s great'
negative,'ff arieschild she is my vegas buddy amp a laker lover uuugh but i love her even though i m all the way n chicago '
positive,'ff extraordmommy tammyburnell john stiles these people are supportive and kind'
positive,'ff herbadmother because her mom made me cry good tears yesterday '
positive,'ff jasonridge chelsealately racheltrue harthanson ericmillegan why just because '
positive,'ff lennytoups she likes the lakers '
positive,'ff lifequips'
positive,'ff tattooed mummy because she just broke microsoft and her wit is as sharp as her teeth '
positive,'ff and of course universalbarbie there s no barbie that s better '
positive,'ff family mignonsicard gabbysicard dufrenedana cloudnineandten paigekf chivy jmchauv jasonchauvin roychauvin carmenchauvin'
positive,'ff keep an eye on the claw and the new u tour taking shape over the course of june through atu which was inspired by mattmcgee '
positive,'ff love to this scrumptious gal gt alhpixie she sometimes gets bored'
negative,'ff my cyber homeboy thought i forgot about him follow him hes a funny dude melallmighty'
positive,'ff red sox girls bosoxcutie bitchinmona shelley geekwearsprada thebestofhands shellimayfield luvmyfeline wearetheredsox '
positive,'ff smart'
negative,'ff sports baseballfannat bkcyclones blind baseball espnbaseball sorry for not getting around to everyone my phone is acting up '
positive,'ff thanks to zenbitch actionchick stageplay geekgirls dave horror boiloddi brandee jeremybuff via filmgurl thank you '
positive,'ff the first part of her bio caught my attention'
negative,'ff tweeps w whom i ll probably never get to have a drink heytammybruce rwsparkle pinkelephantpun jtlol edmorrissey'
positive,'ff geraldwhite my new'
negative,'finaltweet guys'
negative,'firstrecord behind the green door shakey stevens dont laugh to much'
positive,'firstrecord crazy by icehouse still love the song and the naband to this day '
positive,'firstrecord first single i bought was spice girls become first album i think was now but with own money was hanson '
positive,'fleetweek glad i take the ri bridge to and from work '
negative,'flickr is there any problem to access the website or it s just me i can t go to flickr for days in a row '
positive,'flowers botd place colorful gerbera daisies in sq vase add greens'
positive,'flylady goes to reboot laundry and do min of flat surface clearing in kitchen next up min in front of computer '
positive,'flylady st load drying'
positive,'flylady collected dks'
negative,'flylady finger cut'
positive,'flylady for now i m finished in closet'
positive,'flylady gm hey girls laundry rebooted and enjoying the silence and extra me time thanks to family sleeping in '
negative,'flylady good morning dh had to fix my computer this a m '
negative,'flylady kids snacks packed tomorrow'
positive,'flylady laundry and regular upkeep'
positive,'flylady listening to the focus makes me fabulous show by flylady tools on blogtalkradio http tobtr com s '
positive,'flylady lunch has been consumed'
positive,'flylady off to sort amp start'
negative,'flylady oh deary me mins not enough to rescue kitchen i shall come back to it later so i can mow the lawn while still cool outside'
positive,'flylady ok'
negative,'flylady ok'
negative,'flylady ok'
positive,'flylady ok'
negative,'flylady purchased the gift cards'
positive,'flylady whb status tasks done'
negative,'flylady which fell over in my car on the last turn before my road now taking a spoon amp going outside to repot the plant amp get the dirt '
positive,'follow spreadingjoy the name say it all '
positive,'follow friday wtf is that lo i m guessing this is it lol humancollective gaxangel caffeinatedkiss befosaur '
positive,'followfirday webmarketingmav'
positive,'followfriday khloekardashian everybody s favorite '
positive,'followfriday knealemann a smart intelligent'
positive,'followfriday psjbutler thank you for the folliday '
positive,'followfriday couldn t fit everyone on lulurocks brannigans bobbolicious wozlewis djkey all my great friends here on twitter '
positive,'followfriday happyfortheeze helpers robertumpleby kikivaldes lyndons'
positive,'followfriday people are filing up to enter the mosque next to my office '
positive,'followfriday lakers sports jodywatly johnlegend alicejam heykim ohbribri go lakers '
positive,'followfriday lovebird thanks xo'
positive,'followfriday one of my favorite people '
positive,'followfriday al azz '
positive,'followfriday americanwomannn missbeckala ginaatl lorimoreno these ladies make me smile '
positive,'followfriday angel lt she likes vegas '
positive,'followfriday annjj cos she tastes like cherry cola xxxx'
positive,'followfriday aussiebum for all the twit pics of male models fastidiousbabe amp jetsetsocialite for all the cool fashion updates '
negative,'followfriday bersheba hi sorry i am watching bad news here '
positive,'followfriday bizarre follow barry such a nice bloke '
positive,'followfriday brainguyjerry thanks so much for the mention '
positive,'followfriday bruffstar ledge '
positive,'followfriday carrickman a twitter newbie but has made me laugh a few times already observations on bradford wildlife worth a follow '
positive,'followfriday caseconnor because she s my girlfriend '
positive,'followfriday catawu thanks for the feedback '
positive,'followfriday cmpriest is a writer whose words as sharp amp shiny as diamonds you will thoroughly enjoy her writing amp tweets '
positive,'followfriday consciouscats because she s on a similar wave length as me '
positive,'followfriday countersound amp hmspmusic two gr labels that support upcoming house producers '
positive,'followfriday creattica inspiredm ronicadesign jamisonkelly andybeard kissmetrics maybe i m repeating myself but they re great '
negative,'followfriday danielbettridge feelgoodguru katiedidwhat sorry'
positive,'followfriday danielfielding cuz he s a nice kid amp don t hate me cuz i said that braincrayon cuz a name like that should be followed '
positive,'followfriday deanhunt happy birthday '
positive,'followfriday dianakhalil for awesome web development and social media links she is a great person to know and treasure '
positive,'followfriday donnette because she s a very interesting person who blips fantastically too '
positive,'followfriday elizabethbanks is a gorgeous actress whose tweets are full of humour and wit and intelligence you ll love her '
positive,'followfriday elocio gt most generous in giving friday love '
positive,'followfriday enhance me beautiful enhanced pictures completely unique think i might get myself one of the kiddies '
positive,'followfriday erincarly because she is one of my quot homies quot and a diva of photography throw some gigs her way you won t regret '
positive,'followfriday evregirl because she is so awesome and authentic twanjikalula cause he is funny and friendly and in tv '
positive,'followfriday f fanatic co uk f wolf sebmatthews other f tweeters blog sites '
positive,'followfriday fiercemichi sendin the love'
positive,'followfriday foyboy she had skips on her face earlier this week'
positive,'followfriday franaspiemom lucylemon lovely ladies you must follow twitter is incomplete without them http twurl nl l gske'
positive,'followfriday fudgecrumpet mrsfudgecrumpet hapson dojie anz rocks good people to know '
positive,'followfriday gabbler hes a funny kirstieallie so funny drakeshipway apps amp stuff cmoz technology stuff amp laughs my st ff'
positive,'followfriday goddessleonie '
positive,'followfriday hotforwords don t you wish your english teacher from russia looked like that babe'
positive,'followfriday idaremyidea my awesome australian friend full of joy and laughter a great friend '
positive,'followfriday ikki oo great fun goodtimes '
positive,'followfriday indycsz you rock it was great seeing you yesterday '
positive,'followfriday jadpad since she s going to protect her updates very soon so get in quick and veryshortstory gr bite size fiction '
positive,'followfriday jamiegator mysterygirl dmattpreston juanitaberguson rcul r lt because they say nice things in their ff tweets '
positive,'followfriday jarmintrout is a genius writer who soon will have world wide acclaim for her talent her books amp tweets are a joy to read '
positive,'followfriday jasonbradbury jamessilverlake ryanblock inkedmn darenbbc all wicked tweeters '
positive,'followfriday jenniferelaina thanks for the shout out his name is ramses have a nice day'
positive,'followfriday justjayde cuz she s nuts '
positive,'followfriday karyn c angela woo pineapplepd kalodesigns randiohdesigns shanknits why follow cuz they re cool chicks'
positive,'followfriday ke kat omg a day without this amazing woman is like a day without sun you ll love her'
positive,'followfriday kiwiwi anabell twittfisch angryyoungman jane doe german uinnberlin germanytoday amp last but not least cc '
positive,'followfriday kristinerusch is a genius writer her books amp tweets are fantastic reads she s wonderous you ll love her '
positive,'followfriday lepetitbebe'
positive,'followfriday lindsa serious and not serious conversation on and off beat '
positive,'followfriday lisashearin is a talented writer whose words sparkle like dew upon the grass follow her'
positive,'followfriday loriellenew http imdb com name nm hollywood actress all about positivity '
positive,'followfriday lucasblack jaybranch ab p spook dojie its claire hyper just some to follow '
positive,'followfriday luvschweetheart again'
positive,'followfriday mamakelly '
positive,'followfriday mandie m verwon mmangen drpants scarletmandy churchpunkmom and some more awesome tweeps followww lt '
positive,'followfriday maria aguilar alegria lettya formulacyan peachonice lt '
positive,'followfriday martynamusic mktweetup good tweeps '
negative,'followfriday mattlogelin life and death all in a hour period this cool guy lost his wife within hours of their bub being born '
positive,'followfriday merlinfx good friend in the it web industry '
positive,'followfriday missbeckala adamandeve lovebird bikini beat some of my favs '
positive,'followfriday mmhastings because he has said he will keep us informed over the summer re quot champ quot the lake champlain monster '
positive,'followfriday mnmissy because she is only on twitterholic com and we should help her improve that score '
positive,'followfriday moggy woywegian ozdj the antipedian experiences seismicshed tomatthechad the male view bombayley suziq '
positive,'followfriday mrgunn for science and all sorts of useful information'
positive,'followfriday mychemchat '
positive,'followfriday nik kee dee cos she plays the bass in hotpants omg '
positive,'followfriday permanenttrails whoa bunnies didn t look like that when i was a youngin lol thanks for your share tonight '
positive,'followfriday pippip hi all'
positive,'followfriday pitcherpark an awesome mom'
positive,'followfriday popartdiva lt she s my virtual drinking buddy come join the party '
negative,'followfriday roruby although she doesnt consider me a sweetheart to '
positive,'followfriday rustyrockets gt you wont regret it '
positive,'followfriday sheephogan'
positive,'followfriday slashweb moin boy warrior thepowerdigger cool tweeps to follow '
positive,'followfriday tessmorris mozwold emmacrook dannypcrook nanaraine beverleyknight coz they are fab tweeps xxx'
positive,'followfriday the c word ipooped going for the nasty this week '
positive,'followfriday thekja is kevin anderson a tremendously talented writer whose books amp tweets you just can t get enough of you ll love him '
positive,'followfriday theprincess pug'
positive,'followfriday tiggercolman annoyingly talented radio man and all round good guy makes me sick '
positive,'followfriday vegaswalkindude aw'
positive,'followfriday vene ia actionchick luuyaland sarahndipitous murnahn davidjlowe quotesnack via americandream thank you '
positive,'followfriday weeyin carolemoyes carole arancinibaby tyrelassie keryje hot hot hot great tweeps '
positive,'followfriday weirdralph tepherguy getbendernow shannongraham ericatwitts interesting and or funny more later '
negative,'followfriday wildpanda it was quick i m sorry '
negative,'followfriday z nder sorry i missed u '
positive,'followfriday everyone i don t want to miss anyone i â you all so'
positive,'followfriday follow your bliss '
positive,'followfriday again ognawg charlescecil codinthepocket lonosg naughty dog pacmanpolarbear sirspoon viatrophy bg yamstersg enjoy '
positive,'followfriday and for the brightonians brightonargusjo brightonfeed '
positive,'followfriday astrological musts astrovibes'
positive,'followfriday evening flogance jonas adorer thank you '
positive,'followfriday everyone on my list lol much love to all my followers'
positive,'followfriday gal that is very tweet amp lots of fun check out passionsista amp follow her'
positive,'followfriday get a load of this guy terencesmelser lt not afraid to speak his mind mayblowyourmind playswithgunsandbigtrucks '
positive,'followfriday go follow brendonuriesays and amanda holden '
positive,'followfriday good vibes all round with the v lovely makenzesgranna '
positive,'followfriday great follows and light up the variety in life pembsdave ceggs annhesketh moochergirl'
positive,'followfriday great guys to converse with josephbrady azlen shrewd boy followfriday '
positive,'followfriday hello tgif silverpeanut organicbarbee thesmartipants rockstarz mama dadiaperbank chix papercakes buymichigannow '
positive,'followfriday he s one of those people you just wanna hug kismet '
positive,'followfriday hint don t start with since then only people already following the first person you list will see it ff'
positive,'followfriday how about some love for the competition my web counterpoint at our sister school'
negative,'followfriday i knew i missed someone geoffbreedwell'
positive,'followfriday if i follow them'
positive,'followfriday if you re heading to buenos aries'
negative,'followfriday in honor of my web buddies who moved warpdesign cianan bigtoach mikedelgado'
positive,'followfriday introducing you to peppysophia she has awarded me a chrono watch for a twitter contest '
negative,'followfriday is it still friday i don t wana go to work tomorow'
negative,'followfriday loads more but can t list them all now check my followong list though'
positive,'followfriday love'
negative,'followfriday means one thing follow me tick because i really want to be loved and listen to '
positive,'followfriday more friends in sweden annaoscarsson'
positive,'followfriday my bff from high school and email therapist stefmcguire '
positive,'followfriday my girl who always makes time to reply to me when she can babygirlsomajor love ya'
positive,'followfriday my roommate'
positive,'followfriday people who use my real name lazyage nicko pressdarling spanglegluppet i really appreciate that you take the time to '
positive,'followfriday recs pharaonick b c he has good travel tweets amp gives reasons for following on followfriday '
positive,'followfriday such a wonderful and pleasant lady'
positive,'kinda chilly but the sun is out and its not raining http twitgoo com alc'
negative,'kinda depressed but not showing my emotions ahh fuck it '
negative,'lady is coming in like hours i dont want her to have onee lol'
negative,'last day at the beach but im excited to be home tomorrow except im gonna hate the friggin cold weather gt '
negative,'last day in turks and caicos i will miss you '
negative,'last day in tx ill b home tmrw yay '
positive,'last full week with my sister ima miss her '
negative,'last morning in curaã ao i ll miss the place especially since it f at home right now should i wear long sleeves on the plane hmm '
negative,'last night i fell while i was taking the trash out i really hurt my arm but now i am feeling better need to study really soon '
positive,'last nite tryin to recover'
negative,'last time ill see you again till almost a year i think so '
negative,'latest cdc infromation on e coli in raw refrigerated'
negative,'laughing like a retard hahaha nice prank'
positive,'laying out and making my little brother spray me with water whenever i get hot '
negative,'leave what you said as something herd and the the things u havent said should be left unherd '
negative,'leaving cali heading to la first '
negative,'legs feel like i ve been doing the stanky leg all nite'
positive,'less than hours until lines vines amp trying times jonasbrothers'
positive,'less than an hour left '
negative,'lesson learnt i look like a rock star from kiss haha '
positive,'lets dick suck together'
negative,'liars suck and everything sucks right now i m very tired mentally'
negative,'lincoln won t chair dance with meee hmph '
negative,'lines'
negative,'link e kok dadhi munggah medhun ngene yoo packet sequence e akeh sing ilang barang ik cah piye iki ono sing luweh ms '
positive,'listening to all the old but reyt good songs '
negative,'listening to sad songs '
negative,'listening to do you believe in life after love by cher but i don t i m so sad but i already found my dress yeah hahah see you'
negative,'live with me'
negative,'lizzy hates me now why taking a break from elizabeth thats just cruel '
negative,'lol quot you guys text fast quot '
negative,'lol suprises are just hard to do these days'
negative,'lol oh well this is pretty cool anyways '
negative,'lola s still in the hospital everyone pray for my grandma ok '
negative,'lonely'
positive,'long night sleeping now '
negative,'looking at kitties that need to be adopted they re so cute www petfinder com adopt from a shelter spay and neuter '
negative,'looking poor for twenty rain means delays at mo feel bad for my daughter so unfair please mother nature part those clouds '
negative,'looks like my son s birthday baseball game is going to be rained out sad face '
negative,'lost a little one today '
negative,'lost an entire page of work one and half hours gone '
negative,'lost my bid on ebay oh well there s always next time '
positive,'love lilly she s amazing quot was that about the face transplant or peru quot hehe hannah montana '
positive,'love you guys i m going to work in a few know why i m so happy cause i get to sleep tonight '
positive,'lovely day '
positive,'loving the fact that my new roommate wants to make dinner for me every night lol'
negative,'luck is not on my side today i m in a serious trouble hope i can solve it tomorrow '
positive,'lunch wid family thirsty now watching an old movie which sis loan wild child '
positive,'luv you sissy '
positive,'luving the free advice on twitter from revrun very inspirational wrds '
negative,'ma plans have changed and now i must stay at home soooo sad'
negative,'mac is discontinuing my favorite slimshine in in voile i must stock up '
negative,'madnessness'
negative,'mahalo back to normal having some technical difficulties it looks like '
negative,'mahn i dont like msn it wont even let me sign in '
negative,'makes me remember popcorn '
positive,'making demo s '
positive,'making homemade biscuits amp gravy w maple sausage mmmm '
negative,'man i feel so fuckin shit i have fuck all goin for me may as wel jst kill myself now '
negative,'man just woke up didnt want too means have to get up and ready to go back to shitty england '
positive,'manhattan bound writin barz on da bus lmfaoo'
positive,'mariahs albums out days before my birthday '
negative,'maths mechanics is gona destroy my future'
negative,'maybe i should just keep my mouth shut cause afterall i am second '
negative,'mcfly secrets isn t working for me is it for everyone esle '
negative,'me and mightymarlz didn t manage to get the sims pre order cards maybe we ll be able to get the collector s edition tomorrow anyway '
negative,'me and old bf not together now im totally single'
positive,'meditating on emptyness it s free'
negative,'methane levels rose after a year lull'
negative,'michael mcintyre tonight and i m not allowed to watch it since i m seeing him in october '
negative,'microsoft windows guru program came to an end for a lot of east coast guru s'
negative,'might cry farmyard this weekend woody won t be around'
positive,'miley cyrus quot the climb quot â http twt fm musicmonday'
negative,'mimi needs to stop doing drugsss'
