@relation instances

@attribute @class@ {positive,negative}
@attribute @text@ string

@data
positive,'twitterfon no way to see quot full size quot user avatar picture twitter web site has this function i need it to see small icons better '
positive,'twitterpornnames lmao mine is elvis malone injoy is yours bailey winnipeg hehehe '
positive,'twpp i think the pyjama party rawks girls and guys keep it going me off to get more drunk '
positive,'twtpole happening tonight pole dancing for guys and girls at mardi gras'
positive,'twtrcon mchammer thanks for taking a pic w me '
positive,'ui ux talent required in cambridgeshire got the skills idealpeople'
positive,'uncubicled arrghhh still cubed oh never mind '
positive,'underrated henry hatsworth in the puzzling adventure a quality ds game everyone with a ds should try think mario rockmanx '
positive,'unfollowdiddy and follow me instead i am cooler '
negative,'unfollowdiddy because e ness only has black and white footlocker tees in his closet '
negative,'unfollowdiddy because the bottlerockets he sold me didn t go anywhere '
negative,'unfollowdiddy cause faith apparently lost all hers cause of him '
positive,'unfollowdiddy follow me no really you should lol'
positive,'unfollowfriday iamdiddy jus because lol new trend i m starting too much celeb dick riding on here plus i m a hater lol '
positive,'unitedway dayofcaring today heading out to marillac to play kickball with the kids '
negative,'unsuspendhisgoldeneyes i want my hge tweets back '
negative,'uruguay eumagine btw i dont see uruguay here http www eumagine eu googlemap html http bit ly jams by fedelosa'
positive,'uv index in estonia atm'
negative,'vampirebeatles he s a real vampire man sitting in his vampire land thinking all his vampire plans for nobody '
positive,'vanesse says have you ever done your biggest sin no with me you will go to hot hell '
positive,'vanesse says lets enjoy nice weekend together lets make things better together '
positive,'vaporoutlet com anyone watch trailer park boys super blazed its soooooo fuckin funny http tinyurl com pw rdo'
positive,'vegas baseball area s at the game come get your raffle tickets and support olive crest great prizes by the ramps and food '
positive,'vegas locals some good hotel pool news red rock amp m always welcomes locals w free m for palazzo and ventian m f enjoy '
positive,'vegas spyonvegas sugarray hardrock locals oh amp entry starts at for free drinks w concert usually around '
negative,'lt grumble gt can t copy from an os x app and paste into a winblows app in parallels '
negative,'lt in the dog house deep i confessed to my boyfriend about my quot shopping spree quot i think his head made a new shade of red he has a temper '
negative,'lt just got home'
negative,'lt looking out the window the rain amp gray sky reminds me of myself '
positive,'lt make sure u tune in and watch my dun dun show antoniacarter she s a f ckin movie lol '
negative,'lt runs and hides gt i am not haveing a flu vaccination my last needle experiences have all been traumatic '
negative,'lt wishes she were at road america '
positive,'lt yawn gt up to update of lt yawn gt maybe time for lunch'
positive,'lt yes'
negative,'quot ah rhyno any wey yuh dis we ah to fine yuh quot smh fri is gonna be live to bad i m gonna miss it '
positive,'quot coz i m in too deep quot am i really hmmm well that s too bad ice cream will do the trick '
positive,'quot for some reason quot i am following her too '
negative,'quot i didn t saw him today and i feel so bad quot '
positive,'quot i haven t seen him like forever quot '
negative,'quot i love you i will love you till the stars crumble quot luthe the hero and the crown is the most heart breaking story ever '
positive,'quot i never hold contempt for something that once made me smile it was still my moment quot via darlingnikki very nice and a favorite '
negative,'quot i want a mom that will last forever quot is on repeat'
positive,'quot je te promets quot by zaho my favourite song in the moment '
positive,'quot she has a great smile quot thank you i got that comment from demi quot s single la la land music video haha she really has a good smile '
positive,'quot u lookin like a whale w diabeates quot quot i will di a beat u bitch quot mad tv hahaha '
positive,'quot couse love is on it s way quot i like that song '
positive,'quot should be arrested for child abuse quot man that was true '
positive,'quot and don t forget my pen quot quality http news bbc co uk hi business stm'
positive,'quot impact on the lives of those that you ve come across i thank the lord every day he has put u in my my life i can t wait til u quot '
positive,'quot it s just another manic monday quot yay we ll see in a few '
positive,'quot seven days quot until my birthday '
positive,'quot she may be the beauty of the beast quot â the song note i m not twitting just blipping â http blip fm jffc'
negative,'quot the guy gets all the glory the more he can score'
positive,'quot wipe that smug smile off michelle obama s face quot i love season three '
positive,'quot you ll never have to be alone i love you'
positive,'quot you re still the one i â quot smiles â http blip fm jgct'
positive,'the ac is on '
negative,'the bottle s empty'
negative,'the break up is so sadddddd'
negative,'the coffeemachine isn t working'
negative,'the end of the weekend'
negative,'the final blow hits you'
negative,'the future just scares me i need a hug '
positive,'the joys of sky plus'
negative,'the last or so pilot whales that beached themselves this morning'
negative,'the last full day in ukraine is here off to lviv'
negative,'the last of the long weekends '
negative,'the more you affirm it'
negative,'the mtv music awards are live now in the u s and i wanna watch it i cant wait till tomorow as its taped live cus it will be edited '
negative,'the news become more nauseating every morning neda'
positive,'the oc http mypict me ord'
negative,'the rain is dampening my happiness '
positive,'the uk is awesome '
negative,'the weather is totally gloomsday here in good ol dmi '
negative,'the weekend is nearly over back to work again for another dreadfully dull week yah lol '
negative,'then just like that blame it on the al al al al al alcohol wow '
positive,'there are birds flying around the airport here so cute'
negative,'there goes my a for sociology sigh hate myself'
negative,'there is a increibly stubborn person around that doesnt talk much '
negative,'there is a ufc fight in vegas july th and i wont be in vegas until the th or th that blows '
negative,'there was a cat getting into the trash outside and my grandmother screamed at it'
negative,'there was a little dog trying to cross the road '
positive,'there s a bear behind the office http bit ly g oi for once'
negative,'there s a spider in my room and it needs to leave right now before i go jackie chan on it s ass '
negative,'there s not lvatt in cayey'
negative,'there s only people following me '
negative,'they are laughing at me'
negative,'they forgot to put my requested shot of hazelnut in my triple shot of espresso cappuccino today sigh rain on me'
negative,'they hate yuh tooo yunq boy'
negative,'they lost i cant believe lebron and the cavs lost im so sad right now yo lol damn man oh well let s get it lakers kobe '
negative,'they re going to throw my month old roses haha '
negative,'they re still falling its so ez for u n it ll pass in no time for me its ever idk if u kno or even understand how i m feelin rite now'
negative,'things feel lame'
positive,'things just might be turning around knocks on wood '
negative,'things will get better i pinky promise'
negative,'this day is so long'
negative,'this is terrible pray for hiroki http www cnn com world asiapcf japan organ transplant index html'
negative,'this job blows deep breaths clayton '
negative,'this key board doesnt have keys for volume d im gonna have to use the mouse and do it the hard way lmfao '
negative,'this means you '
positive,'vegas we are going to have amazing weather this weekend feels like april'
positive,'vis heads up for creative partnerships pens in motion at the mention of accompanying funding '
negative,'vistasp has crocked my installation of office am being forced to uninstall it grrr '
positive,'volvicchallenge tesco dropped off my bottles today props for doing so on a bank holiday'
positive,'vwll would one of the vwllers want to add this event to our ning http bit ly bf sh would much appreciate that'
positive,'waitwait is funny today '
negative,'wavechurch stream doesnâ t work i want to watch soul central youth soooo bad '
positive,'waystogetagirlsattention be a jonas fan the girl might think that you are gay but at least you would get their attention '
positive,'wccamp lizstrauss sending us back to pencil and paper camp '
positive,'wcchicago is starting '
negative,'wearestupid what worries me most'
negative,'weather me wv '
positive,'web hostv nice to see you finally on twitter andrewdoepping kiwicomm should follow us back considering we are customers of yours '
negative,'webdu is over webinale in berlin next also juni in heidelberg days of air training interested dm me '
positive,'webdu talk went well'
positive,'webicina is featured on the biggest hungarian news portal i m thrilled http tinyurl com nqyaj '
positive,'webmission thks '
negative,'wftb joining a bit late my connection was down boo time warner '
positive,'wgt ende it was a pleasure for me with all of you guys'
positive,'whatdafuxup just had to be the first to use this cobris'
positive,'wheniwerealad liverpool used to win trophies pmsl some things are better in come on united '
negative,'whereisjoeymcintyre he went to dance like that and left because of his la blues someday i ll stop falling endlessly '
negative,'whiletwitterwasdown i jumped on my laptop thinking maybe its my phone while cursing tmobile out but it wasn t'
positive,'whocangetit hoseachanchez '
positive,'whocangetit anybody who hates the lakers ok not really'
positive,'whocangetit david banner '
positive,'whocangetit why me of course '
positive,'whocangetit yur mom '
positive,'whoremembers who loves orange soda'
positive,'whyitweet we tweet to let the world know about our yummy cakes '
positive,'whyitweet because i love to make myself full of self importance not really i ve got nothing else to do with my day '
positive,'whyitweet because it s new'
positive,'whyitweet coz i can '
positive,'whyitweet i tweet because it keeps my mother in the know without me answering million questions every time i see her '
positive,'whyitweet i tweet to procrastinate i have an exam tomorrow'
negative,'wichita finally becomes a trending topic in awful circumstances '
negative,'quot omg transformers comes out tonite i m trying to wait till the weekend quot and i will still at wrk tho '
positive,'quot tv quot http gombeto com p by gombeto '
negative,'quot jordanyup quot have you the e mail from miley i want to write with her but i cant '
negative,'quot jordanyup quot have you the e mail from miley i want to write with her but i cant '
positive,'quot mileycyrus quot you are the best i love you can you give me your e mail i want to write with you but i cant '
negative,'quot tracecyrus quot have you the e mail from miley i want to write with her but i cant '
positive,'quot tsmarsh it s tea with little squidgy balls in quot via techbint it s better than it sounds '
negative,'quot wondertwin well if you get one before saturday you should go my roundtrip tickets were less than '
negative,'quot students beaten last night in the dorm died today they were from my university we wore black today iranelection repost from iran '
positive,'quot days without prayer makes weak quot keep the focus peeps let s make it through finals alive and well good night twitter babies '
positive,'quot quot trailer looks cool and steampunk ish http bit ly lnjj '
negative,'quot a dog is for life'
positive,'quot a family that runs together'
positive,'quot a freak like me needs infinity quot hqppy birthday me '
positive,'quot a friend helps you move a best friend helps you move bodies quot '
positive,'quot a friend is someone who walks in when the whole world walks out quot cute '
positive,'quot a true friend is someone who thinks you re a good egg even though he knows you re slightly cracked made me think of ya miley'
negative,'quot aaarrrgggghhh quot is the only thing that can decribe how i feel rite now '
positive,'quot abduct yourself for the abducted quot be apart of the cause make a difference'
negative,'quot advised quot to withdraw at mile for heat exhaustion it s going to be a long drive back to atlanta '
positive,'quot ah and haha quot means the end of conversation '
positive,'quot all i wanna do is have some fun'
positive,'quot always nice talking to you'
negative,'quot and daddy'
positive,'quot and every story i ever told is part of you quot yellowcard how i go '
positive,'quot and general joseph hooker quot everyone starts laughing quot you all do know his last name isn t prostitute'
positive,'quot and i know that we ve still gotttttt time'
negative,'quot and it s am and i m cursing your name quot and that s literal right now not just song lyrics sfshkfhskjfhksdjfh '
positive,'quot and that s hypocritisy hypocritical quot ahhhhh i miss brian too there s been some awesome housemates over the years'
negative,'this shouldn t have happened crap '
negative,'this song sucks it s like s background music '
negative,'this sucks'
negative,'this sucks layin down watchin my doggy wish he got better'
negative,'this sucks '
negative,'this sucks i hate razor phones '
negative,'this sucks never ever ever felt like this '
negative,'this suks xboxlive is dwn'
negative,'this time last year i was still in dublin with one of my bestest close friends you know who you are p this year am in leeds trade '
negative,'this violence gotta stop'
positive,'this was much needed for me i feel free thank you lord '
negative,'this was supposed to be a good weekend '
negative,'this was what i was afraid of http bit ly r p z'
negative,'this year it won t have arena football games nooo shit but'
negative,'threw up '
negative,'thunder and lightning one thing i am scared of even bear is scared'
negative,'thursday now'
negative,'thy cumin to get my baby in the morning '
negative,'time bed its so difficult wake up am zzzzzzzzzzzz'
positive,'time to do the n to da to da e to da airtrain dance to jfk '
positive,'time to get dressed lol and go outside and scare people in the real world '
negative,'tired i ve been really busy '
positive,'tired it s monday school'
negative,'t mobile coming up with new phones to outdate my current phone right after i get it '
negative,'to much drinking lead to trowing up i feel like shit'
negative,'today i completed year in my current organization and today only i can t go office bad '
negative,'today i made my own coffee now i am going to starbucks '
positive,'today i meet a guy that also went to australia as an exchange student haha it was funny because we miss almost the same things haha'
negative,'today i woke up sad '
negative,'today is going to be a loooong day i want the weekend back '
negative,'today is one of my good friend s rd bday i didn t put his number in my new phone amp i can t find the charger for my old phone i suck '
negative,'today is the day last school day i have my costume on and ready'
negative,'today is the last day me to play w my laptop'
negative,'today isn t the best '
negative,'today just suckedd'
negative,'today sucks just like this week does '
negative,'today s getting worse by the moment im going to finish packing'
positive,'tonight i heard the most heartfelt prayer i ve ever heard amp it was from a yr old '
positive,'tonight was a good night '
negative,'too bad so what have you got up your sleeve '
negative,'too emotional right noww'
positive,'too good right now '
negative,'totally screwed up the best thing in my whole life '
negative,'training is over njdfatrain'
positive,'training today i am sweaty and muddy and have thorns in my ankles and am sooo happy camp is here'
positive,'true dat'
negative,'true genius strikes again i left my uni key at home '
negative,'wiebe donkey kong attempt concluded at sooooo close still better than i ll ever do '
negative,'wififail the providence airport '
positive,'win s new multi mon shortcuts win shift left are very helpful ther'
negative,'windows rc installed on nc also converted from trial to paid for version of msonline had to pay for licenses but only needed '
negative,'wish man gonna have to go to bed soon '
positive,'wkendthx to all that gave me a followfridy endorsement '
positive,'wolframalpha for top trumps http bit ly o n we beat sydney on elevation '
negative,'woofwednesday i want a puppyyyyyyyyyyyyyyyyy '
negative,'woofwednesday i m not a dog person uhhh '
negative,'wordcamp krystyl lost her iphone dm me if u found it maybe lost in the ladies room upstairs '
positive,'wordcamp ridley siting missrogue up next '
positive,'wordcamp follow meeeeeeeeeeeeeeeeeee please i need followers '
negative,'worstfeeling not being home when you sick '
negative,'woscon officially over as of last night those of us left are getting ready to head out to the airport '
positive,'woty morning after sore head after great day yesterday awakened by a rooster and remote wildlife good morning mr amp mrs jones '
negative,'wouldloveitif i had a dr pepper now '
negative,'wpf error quot cannot modify the logical children for this node at this time because a tree walk is in progress quot has zero google hits '
positive,'writechat another june writing goal get more people for fnwc'
negative,'wsop omg so many players i m waiting to see the final table but that could keep for a long time '
negative,'wt india vs south africa begins in some time is it even worth a watch now so very sad for indian cricket '
negative,'wt how is kumble as a commentator i am on cricinfo'
negative,'wtf someone in the house stole and ate my pie from the fridge '
positive,'xboxe e painting ffs ms has really missed the point '
positive,'xboxe follow me fellow xbox fans '
positive,'yellowcard let s have a petition it s been a while they need to comeback '
positive,'yorly bbrriittttyy brittainie bryers tommcfly aw thats ok tom your the reason i have twitter anywahttp bit ly qctk'
negative,'yorly kimberley kimberley madamecupcake oh man your the nd person to say that to me now lol http bit ly xwmqh'
negative,'yorly superk kristy its official just threw up feeling so sick and down babe you know your the http bit ly tklyv'
positive,'yorly williampark william park alexajordan i d buy your st anal scene dvd in a heartbeat yohttp bit ly jeqrk'
negative,'youknowyouupttooearly when wafflehouse hasn t even made the sweet tea yet '
negative,'yourghettowhen you blame your grammar amp misspellings on being up late reading yourghettowhen tweets '
positive,'youspecialwhen i ask you to a drop for tehbored radio vol marieluv i m looking at you '
positive,'youtube souljaboy crank that iwie verarsche d http cli gs se mv '
negative,'youtube is down for maintenance and will be back shortly '
positive,'quot and we will be back in nov or dec quot brb'
positive,'quot and when she met you'
negative,'quot another aeroplane'
positive,'quot aph quot is so cute and funny '
positive,'quot are we human or are we dancers quot '
positive,'quot are you a beauty or a geek quot quiz and my result is gt you are a beauty with a gold heart haha'
negative,'quot are you a lady quot everyone thinks i sound like woman on the phone gosh im so gay'
positive,'quot as a fellow power blogger quot ehem have you ever read my genl thinking in ranking lists guess not '
positive,'quot awesome quot night last night tried absinthe'
positive,'quot baby don t blow me away quot '
positive,'quot bad luck picks its company by invitation only quot think on thatttt ps im unavailable for rsvp don t you love good days '
negative,'quot balamory quot what a horrid programme i m ashamed to be scottish '
positive,'quot balance balance'
positive,'quot baruch ha shem yahweh quot http bit ly wecvc those who are know who they are '
negative,'quot batman in barcelona quot is awesome i miss bruce '
positive,'quot battery state changed to low quot that means about minute of tweeting '
positive,'quot beam me up quot is my new shit i twirled that punk bar down in miami '
negative,'quot beat quot assassin s creed little closure indeed '
positive,'quot because i m a sexist'
positive,'quot before the storm quot doesn t count because its the best song they ve ever done it can t compare to any others haha '
positive,'quot before you chopped off the hookers heads quot crazy hanging out with davey laterrrr hes cool '
negative,'quot behind every beautiful girl there s a dumbass guy who did her wrong and made her strong quot '
positive,'quot better to understand a little than to misunderstand a lot quot good mornong '
positive,'quot bettydraper is now following you on twitter quot â bettydraper to what do i own this honor '
positive,'quot big amp rich between raising hell and amazing grace quot the story of my life â http blip fm hdp '
negative,'quot bitch run'
positive,'quot black velvet on black velvet quot orlando brown as eddie thomas on that s so raven '
negative,'quot blip fm is undergoing maintenance quot sorry'
negative,'quot bodies found from tragic air france flight quot http www timesonline co uk tol news uk article ece '
positive,'quot brainstorm quot is called quot å è é žæš quot in chinese sounds a lot more violent '
negative,'quot bring my body to my father quot t t omg he s back he s back cedric has been killed quot '
positive,'quot but mikey baby is the man of the moment quot random line from trainspotting'
negative,'quot but this ain t that song'
negative,'yycphotobook i missed your spot today will someone be putting online '
negative,'zend lucene search why can t i search numbers with you i want to know who s in all these topics zend'
positive,'zombies that s all the main part done'
positive,'from tonight going to vic fires aparently about comming '
negative,'it'
negative,'bad news is now no players can use phones no more tweets from kwickfish '
negative,'needed just booked another caravan holiday down devon for october devon cliff s sounds really warm lol work now later all x'
positive,'this siblings div hide is pretty cool saves tons of code '
negative,'wth no tonite '
positive,'akfarrell i can see that of course if you see every reply it might drown out your stream ideally they d let u choose on clientside '
positive,'smarties ice cream at walmart and sobys better stock up '
positive,'for robin thicke'
negative,'to get a outfit'
negative,'hidden in a webpage only ie can view'
negative,'at target broke much '
negative,'five band dollar almost as amazing as markhoppus and blink s tour for too bad i missed out in montreal '
positive,'fine'
negative,'at nd break of at venetian deep stack had just before the break '
negative,'later i hope everyone had a fun night oh god'
negative,'spent on rainbows for the family lol fixie bike helmet for alex burning holes'
negative,'in my account til wednesday '
negative,'to park at the tweeter center holy crap missed most of cheap trick poison is up next then def leppard '
negative,'down the drain because my car got towed '
negative,'increase in fees '
positive,'worth of jewelry and sweaters for just over how awesome is that '
negative,'poorer thanks to an audi transmission '
negative,'lonestar pitchers at mugshotsaustin if only i wasn t still recovering from last weekend s bout of irresponsible gluten consumption '
positive,'breakfast yay '
negative,'plumbing bill on the plus side i can recommend midwestern plumbing services cincinnati http tinyurl com kq xnu'
positive,'zoo day tomorrow so stoked '
positive,'per day could be very useful'
negative,'for two more summer classes'
positive,'tax credit until nov '
positive,'seems like the most expensive shipping ever whats up with that timbuk anyway i ordered another bag '
positive,'amne quietly gaining today '
negative,'enmd sold no running cant win them all i suppose'
positive,'es f squeeze as expected '
negative,'q stopped out a for a cent loss hmmm both my long and my short stopped out today '
positive,'rz hope so time will tell good luck '
positive,'sqnm closed up today volume almost million let s keep it going '
negative,'tsys nice shakeout and support at the dma although most recent quarter eps disappoints '
positive,'amp i actually did my makeup today whoo amp went shopping for gifts pretty productive day considering i have a long night '
positive,'amp msvalentine thank you for the ff too '
positive,'amp days till jonas woooo life is sweet '
negative,'amp chivers friends againnnnnnnnnn xd yay i m bored of packing '
positive,'amp christiancuero should of ditched steven for nancy rocha miranda lol '
negative,'amp danny s ending performance was just so beautiful btw i stayed up yesterday amp i forgot to bring my thumbdrive i m the smartest ever '
negative,'amp drew won consecutive games of beer pong till i got tired amp yancey replaced me p s i m going all in now it s now or never '
negative,'amp fake jewelry ft fuckin l '
negative,'amp fwah'
negative,'amp he is not father of any of those kids poor baby '
negative,'amp i can t watch the mtv awards because it s am when they start here i will fall asleep it sucks'
negative,'amp i drank milk'
negative,'amp i get a text from everyone except the one person i really wanna talk to why did i fall so hard'
negative,'amp i haven t played in forevs so this should be interesting but this will be my last real game ever so i m sucking it up amp soaking it in '
negative,'amp i miss u the second u leave '
negative,'amp i mite have to do my own makeup for this thingy tommorow tips requesting coming soon '
positive,'amp id swim the ocean for you '
positive,'amp im in major need of new cookware'
negative,'amp in need of a bowl of pho tai baaaaddddd '
negative,'amp it just hit me'
positive,'amp it s up amp running now off to some work'
negative,'amp james are so sick'
positive,'amp jm are eatin breaky'
positive,'amp la crooks familia therulingelite follow them they re down ass nigguhs free aj crooks hope you get my artwork soon haha '
negative,'amp may the miley niley mustin war begin dnt u guy c what ur doing mileycyrus ppl are hating on eachother this is wrongg'
negative,'amp mood gets worse i should go to sleep i want cuddles amp i want nickfogarty '
positive,'amp more lt criminy cuteness http tinyurl com cd yab sinfest '
positive,'amp my dreams will come truee'
positive,'amp now chips as a side dish wow im healthy but it is health plus d which actually isnt too healthy '
positive,'amp once again today i am ela funked out bow'
positive,'amp someone just drove by with trs blasting '
positive,'amp sorry for not teplying to any of u guys yesterday i ll reply later '
positive,'amp spammers hate too '
