@relation training_data

@attribute @class@ {positive,negative}
@attribute @text@ string

@data
positive,'mahmoudeissaa اﻷخوان دول عليهم حاجات ياأخى يسخنوا الشباب ف ذكرى محمدمحمود اللى بيقولوا أن مسئول عنهاعنان وطنطاوى وف اﻷخر يدعموا سامى عنان للرئاسة d'
positive,'nouhfei طلب صغير بسس ثوآآني من وقتك امآنة ككل وآححد شآآف البوست يعمل\n الحصول ع الاشعارات للبيج\n و يآ ريت http t co za xksboma'
positive,'jiyeonti بفطر اكل عدل بفطر فطور عدل و آخرتها لبنة و عيش '
positive,'sh np rt raad عزيزي مذيع قناة السعودية الثانية تقدر تتروش ع الهواء مباشره\nصدقني ماحوولك اححدد '
positive,'aseel alharbi rt shoq bs كل افعالي ردة فعل ل افعالكم ليش الزعل '
positive,'mickekalosh نايمه في العرض '
negative,'talal al jran md والله يمكن محد يحب والله م أقول لا بس خله يجي '
positive,'sky diamonds moon maitha ياربي قمر والله العظيم ما خليت طريقه إلا وجربتها سويت طيران وإعاده تشغيل وتسجيل خروج ومسحت كل المحادثات '
positive,'rasha ممكن نكون باردين بس يبقى شخص واحد لو يكلمنا يسعدنا طول اليوم وكلمه منه تهز شي كبير بداخلنا '
positive,'areej alessa sf nr mu جاني تطريش الله يديم النعمه '
negative,'be ارسم علاء الدين الي عندي بالدي بي ولا من عقلي بالعربي اشوهه ولا '
positive,'moro rt boodez الدليل فى المنديل والمنديل واحد معفن نف فيه d'
positive,'m hammed i d myy حنا اقطرت علينا نص ساعة وقف هه تصدق عاد كن بي اشوف اشارات تعطلت '
positive,'sarontk ربي ردهمآ ردًا جميلًا ربي انت أعلم بحالي '
positive,'mo taz لماذا الإيجابيون أشخاص ناجحون أراك على القمة زيج زيجلر books qt\n mathatagra http t co d tz zqczt'
positive,'sasoo sara rt sara magdy لما واحد بس هو اللى بيكلم و كل اللى حواليه مش طايقه ايه موقفى دلوقتى d'
positive,'mahmoudusmc rt aljawza اغراضي وكيفي اعفسهم نفس ماابي وارتاح بالفوضه انتو شنو بضركم يعني الجوزاء اذا قالوله اهله رتب شغلك او غرفتك '
positive,'qalawa nazlyhussein a m sabry دي كانت لحظة عجز و عدت بس بردو هجبلك ولاعة '
negative,'ab bnder عندي ف اول سؤال رابطين اتنين بس ياريت تعمل لكل رابط لايكـ موت http t co fybxodl '
positive,'aioosh zaid إنما أشكو بثي وحزني إلا الله وأعلم من الله مما لاتعلمون '
positive,'njoudx أول مره أشوف وحدة تتكفخ عالستيج وتكمل ولا كأن شي صار http t co volojgds o'
positive,'shahad lovey rt jalaksy ترا عادي جد احسسك انك ولاشيء وانا ساعه افكر فيك بس شوية نذالة '
positive,'noufiie اللاين عباره عن p bk جنه اول مره يسوونه بالكويت '
positive,'biinhadi rt raafy علمو ابنائكم السباحه و الرمايه و ركوب الخيل رياضيات فيزياء كيمياء أحيـاء من وين جبتوها '
positive,'mo a md super dou قاصدها ع فكره وبلاش انتي يابتاعة الابتدائيه d'
positive,'toota rt asoomah اعــلان أي شخـص يضيفني\n\nراح أضيفـه مباشـرة واللي ما اضفته ينبهن بـالمنشن رتويت لو تكرمتوو asoom '
positive,'yrbr mtk كَانَ مُطَرِّفُ بْنُ عَبْدِ اللَّهِ يَقُولُ اللَّهُمَّ ارْضَ عَنَّا فَإِنْ لَمْ تَرْضَ عَنَّا فَاعْفُ عَنَّا '
positive,'rawani ضحكت اليوم ضحك ميه سنه قدام داومت بندري و فصلت علينا زي وحده أعرفها داومت الأربعاء وجابت العيد معنا أول حرف من اسمها حصه '
positive,'mahmoudsmy في ناس تدافع عن الحاجة اللي بتحبها بطريقة مستفزة فتخليك تكرها زي ال بيدافعوا عن السيسي كده d'
positive,'supermissnano يارب إجازتي سعيدة '
positive,'haneenm نعم لا بد من حب '
positive,'shooshoo وينهم اللي كآنوا معطيني وجه بالرتويتات '
negative,'kokoflower rt mostafataha كن قليل الكلام ذو ابتسامه تكن جميلا ذو هيبه دانا بقول حكم '
positive,'mo a md شكلها وحش اووي p'
positive,'mohtramb اية فكرة ان اغلبية البنات قالعة ع instagram و شيخة ع facebook و نص كدة و نص كدة ع تويتر يا تشلح يا متشلحش بلاش جو ابو الفتوح دة d'
positive,'zahra m a عُمر الشخص لايحكي بـ الضرورة عَن سِمات روحه فـ ثمّة أربعيني تسكنهُ روح الطفولة الأعمار أرقام مُدوّنه لا أكثر '
positive,'followback rt ar sfollow أذكار الصباح سبحان الله وبحمده عدد خلقهِ ورِضَا نفسِهِ وزِنُة عَرشِهِ ومِداد كلماته ثلاث مرات إذا أصبح '
positive,'hjoora حبيبتك ميته لاتزعل بتلقاها ب p bk '
positive,'muuni ميتكلمش على نفسه كتير إلا الناقص '
positive,'n mah إنتهى إللي بيننا ولا تظن إننا بَ نعود ما بقى لكَ عندي تصدق أي وجود إنتهيت وَ بعد شلي ترتجيه مات حبك '
negative,'saleh شكلك ماأفطرت إذا سمعت هذه الجملة فاعلم أن رائحة فمك مثل رائحة قن الدجاج بعد هطول المطر '
positive,'ali rt al rasekhoon قال تعالى قطِّعت لهم ثياب من نار الاصل في الثياب انها تستر ولاكنها في النار أذى صالح المغامسي '
positive,'heilah اليوم جميل الحمد لله الموقع الي طلبت منهم ارسلوا لخالي إنهم ماسحبوا ع مجلدات هنتر و بتوصل gt '
positive,'al aseel rt t t al aseel go o o r ي عجيب انت كان طلعت الدور الثاني جلسه عربيه احسن من الطاولات عليك بالعافيه وانا خالكك '
positive,'asil rt fahad من طاح من عين الوفاء طاح ماضيه\nياا قلب لا تحزن وتذّكر مكانه\n\nهذا زمن من قسوته صار مافيه\nمن يستحق أنك تضحي عشانه '
positive,'intedhara at fatame طلعوني من المنشن يا قليلين الادب '
negative,'had xsamar احبك ي خريا لا تبكيني '
negative,'deem بدي اتعلم اعزف ع البيانو '
positive,'ikiral saud mabkhot وش السالفة ارك السماء ناسيه '
positive,'itzlooly يجيب الله حظ '
positive,'s sulli salma جددا جداا فيه كمية فخامه تقتل '
positive,'dhayoosh rt shuq s اكثر شخص محظوظ الي عنده توأم '
positive,'asamy mbaey والله مادري من من كمن يوم يقولي وحشته يلا برويج بس خل نداوم بتتحسفين انج قلتي انمشي معاها فيس ؤافع حاجبه ماراح استهبل معاج '
negative,'f oom آلمآضي مآٺ ۈ القآدم قد کُتب ۈ الذي رحل لن يعود فقل الحمدللہ وأبتسم '
positive,'saragoda shaima mahmoudمتتكلميش معاه محمود من ساعه الفلورز مازادو و اتغير البيجامه غيرتك ياعلي d mahmoudysalem'
positive,'mehaf s rezz al اكثر إنسان أخذ بنفسه مقلب '
positive,'s rt weld s يقولون عندكم امطار ياهل الرياض '
positive,'itsmezreba rtarabic tarooqa owga التسجيل ان صح يثبت بأن القذافي رشى ساركوزي بالاموال وهذه ايجابية لان الراشي والمرتشي في نار جهنم '
negative,'rehan قرّرْت أواصل '
positive,'noom rt b thrh br مسائكم أنا الموجود ويبغى خاص يسوي رتويت'
positive,'inona itzcat تعالي الحين اللي يبغى يسالك يسالك في اي اسك '
positive,'mkjr ان مت في دار السعيد ادفنوني\nتمايمه ماهم سعيد القحاطين\n\n المرحوم بأذن لله متعب السعيد '
positive,'nancyfathy omar معلش بقي نصيب ياعمر ربنا يعوضك ان شاء الله'
positive,'h valdanito calcio q كلوزة مريض فيه انفلونزا وهيرنانيز غير جاهز يعني المدرب اراح فقط كاندريفا فلا تتفلسف علينه يالشجاع p '
positive,'ih راسسي ح ينفحر '
positive,'la lna hilal sun lmoilamoo أفرححي يَ ئلبي أنآ كنت موجوده ولا جآني حتى ربع نجممه gt تصف معآهم '
negative,'marcelle rt mohammedassaf يسعد مساكم في الشتا ما في اطيب من العدس شو رأيكم http t co fmofvr x t'
negative,'in laso ag شهامة أصحاب d الثورة مش بس مظاهرات الثورة أفكار\n\nمنقوول\n\nفيه شاب ثورجى جداً اسمه مصعب كان مدوخ http t co sfrqbhtvl '
negative,'milms كتبت بقوقل زوجي ضاع استحي اقول وش الردود اللي جاتني '
positive,'a rt imeez صدقة جارية ل أبوي الله يرحمه ويغفر له ويجعل الجنة دار له يارب http t co fm ysppyy '
positive,'raneem rt sas sas اصعب أنواع الفراق ان يبتعد عنك شخص متسلف منك ف '
negative,'yafadode سوريتي مصر لعراق\n اليمن\n فلسطين لكم الله '
positive,'a aboelkheir عـن سعادة الكتابة والحمد لله '
positive,'ur ahad nourtaleb كذا بيستلعن ويطول الترم الثاني '
positive,'haifa i sh rt shahd تشتاقين لصديقتك اللي بعيدة عنك ياوجع قلبي وقلبك '
positive,'azoma q السائق تحت التدريب الكويتي يقرآها لف عليه وركبه الرصيف d'
positive,'ahashem ليه كدا يا عم انا مش فاضى اصلا عشان افكر ف اجازه xd http t co bnhsm wnxq'
positive,'itsmeer اوف شكله يبي يتزوج خدامه وش ذي المواصفات الي يبيها غباء الله يعين الي بتوافق '
positive,'lawyer mfm ؤالله معاناه بمعنى الكلمه ᴠ ɪ ᴅ http t co uzrdx vb هه اهم شي نغمه تايتنك '
positive,'j ooly ghaida s a a ودي اهاوش بس بكبر عقلي بس تعوديها تردين كذا مرا ثانيه '
negative,'your manawy تاكلين اكل احبه قدامي وحنا متزاعلين يا اخي لا يحل لمسلم ان يهجر اخاه فوق ثلاث ايام طيب '
positive,'amjaa rt wafa m z مسحوب علي وكأني مفضلتي '
positive,'moo r بتضحكك الضحك من دون سبب اكمل الغراغ التالي '
positive,'itzwa aeif rt mez itzwa aeif هه مت مت وصرتي بريئه فجأه وفجأه مي اللي خربتك مايدرون تخربين ب '
positive,'maioi yoya أحلى حاجة ف الدنيا الصحبة الجميلة d'
positive,'cyamray b في ناس تقهرك فجأه تهتم فيك و فجأه تسحب عليك امشي على مزاج أامك أناآ '
negative,'muhamedmetwaly rt sasamilanista ربي أرح ثم هون ثم أشفي كل نفس لا يعلم بوجعها إلا أنت '
negative,'raghad أمنيه حياتي أمي تقول أنا أكرهه المواعين '
positive,'n f يياارربب حلمي اللي حلمته يتحقق يارب '
positive,'galalalmutairi تبتسِم في وجه يتِيم ف يُزرَع في مُخيلتُّه ألف اُم وأب '
positive,'abodomair rt n آمطآر تسقي مدينتي و رآئحة المطر تفوحٌ بالأجوآء\n ربنآ ﻻتحرمنآ خيرک وعطآئک ربي تمم فرحتنا بالبطولة ال http t c '
negative,'meshoo ee والله متحمسه للمباراه بشكل مب طبيعي '
positive,'fatmaalaraimi بما أن عندي ارتباط وقت المغرب الوقت المعتمد لفت رمانة قضايا الفساد خلينا نفت الحين بما أن الجلسة خلصت بدري '
negative,'x me rt smauloo آلتوب فيهم بيك لوقي كريس هذول لمى ينخرشون جد يضحكون xd بيك يمشي ويترجآهم ويصآرخ ومسوي ضجيج عبيط هآلولد ض '
negative,'you omri ساعة من الان للمتواجدين لزيادة عدد متابعينك بشكل سريع ضيفني وضيف كل من يقوم بالرتويت قروب فولو باك'
positive,'wu وأتبعوا في هذه لعنة ويوم القيامة بئس الرفد المرفود هود '
negative,'soomh alotaibi rt talhabeeb من يحمل همك ويهتم لمعالجة عيوبك ويحزن لغفلتك ويصفح زلاتك يستحق أن يكون صديقك '
positive,'levosooso استغفر الله عدد خلقه'
negative,'reemalii استغفرالله عدد ماكان و عدد مايكون و عدد الحركات و عدد السكون http t co riftyeiopz'
negative,'zozitaalmasri rt rb a مين اللي قال لن اترشح للرئاسة لن اسمح للتاريخ بان يكتب ان جيش مصر تحرك من اجل مصالح شخصية هو اليوم من تقدم للترشح للرئاس '
positive,'shemoo عندما ولدتني امي أصبحت ابنتها بقلمي جلست يومين اكتبها تنصحوني استمر وﻻ اوقف '
positive,'ttyoi للمتواجدين\n فولومي so f فولوباك\n رتويت\n اشترك في التغريد التلقائي من الرابطين\nhttp t co byq yp cmi\nhttp t co g g ia v '
positive,'rakanbq اللهم احفظني بالاسلام قائما واحفظني بالاسلام قاعدا واحفظني بالاسلام راقدا ولا تشمت بي عدوأ او حاسدا http t co uubv cstdm'
positive,'ihanenalahli rt tntaws ما يضيع حق الاهلي و وراه بيريرا '
positive,'nagzlivemusic للمتواجدين\n فولومي so f فولوباك\n رتويت\n اشترك في التغريد التلقائي من الرابطين\nhttp t co kamsyruvr http t co kqan szj l '
positive,'bintalshami لما تحب شخص ارفع يدك وادعيه هذا احسن شي تقدر تقدمه له'
positive,'asf rt ajel news عاجل الشركة الموكلة باستخراج جثة لمى الروقي استخراج الجثة خلال يومين استخراج لمى\n استخراج جثة لمى'
negative,'nairyah rt meshar اللهم ارزقني بأشياء تأتي من سماء رحمتك كالجنة والرضا والسعادة والتوفيق '
positive,'ahe adm جمِيل جدآ أن تقدم الفرحة لغَيرك مَع أنك أكثر من يحَتآجہا '
positive,'islamdoaa اللهم آتنا في الدنيا حسنة وفي الآخرة حسنة وقنا عذاب النار رتويت'
positive,'shnql a rt its bassma اللهم انزل نورا من نورك عليه اللهم نور له قبره ووسع مدخله وآنس وحشته علي محمد'
positive,'rt z سُبْحَانَ اللَّهِ وَبِحَمْدِهِ سُبْحَانَ اللَّه الْعَظِيم '
positive,'khald rt loveliberty ربنا ضاقت بنا السبل وعجزت الحيل وانقطعت الأسباب إلا منك وخاب الرجاء إلا فيك ارحم أهلنا في الشام واجعل لهم فرجاً قريب '
positive,'ba alqattan حمداالله على كل حال'
negative,'abdulsalamq ss اللهم إني أعوذ بك من زوال نعمتك وتحول عافيتك وفجاءة نقمتك وجميع سخطك http t co flhmbgd vt'
positive,'nevandapringga rt bayan i ههععههخخهه شكلي اذا طحت قدام وحده حاقده علي http t co u jbsr a'
positive,'talatoleen دعاء سجود التلاوة اللهم أكتب لي بها عندك أجراً وضع عني بها وزراً واجعلها لي عندك ذخراً وتقبلها مني كما تقبلتها من عبدك داود'
positive,'com soso أختي\n\nلم يعد لأي شيء جميل معنى من غيرك أفتقدك بحق ربي معآك'
positive,'rt mnbralhilal اسرع هدف سجله الهلال في بطولة كأس ولي العهد كان في الدقيقة عن طريق ياسر القحطاني '
negative,'skood ww اللهم ان رايتني مبتعد عنك فردني اليك ردا جميلا '
positive,'perfume rt zyaid بيريرا وظفيته التدريب والمحاماة شننب هالبرتغالي http t co d hcnjbvc'
positive,'a rhubarb rt themenatech تويتر على ios يحصل على ادوات جديدة للصور والتغريدات الموصي بها http t co k magbjspr\n\n ايفون ابل آبل'
positive,'tamem rt sulamicom مجموعة السلمي العقارية مكة العزيزية الشارع العام أمام مسجد فقيه عرض عقار مكة سكن الشوقية العزيزية استث '
positive,'oma r rt cule boy مورينهو من الصعب جداً لعب كرة القدم عندما يكون هناك فقط فريق واحد يريد اللعب http t co kzoiddvkd '
positive,'salemslmanded اللهم إني أعوذ بك من القبض بعد البسط http t co txe mrvnon'
positive,'mesho علي نجم أخاف اتعلق ب احد ء http t co rcftz hzc'
positive,'lama rakan rt zooz اي نعمم ناس بطولاتههم وناسس نقاطهمم فعلا الناسس مقامات ي عالمي '
positive,'zoozalrshede rt hamadky عندما يكون الجناح ظهير والمهاجم محور هجومي القرن التاسع عشر http t co q dxlpw i'
positive,'ildanaah الكلام اللي يوّدي مايجيب ليه أسولف ياخفوقي خلها\n\nطاب جرح وجرح عيّا لايطيب وأنت راعيها وأبوها ووسمها'
positive,'saadalhebabi rt heaven we pray رب اجعلني مقيم الصلاة ومن ذريتي ربنا وتقبل دعاء ربنا اغفر لي ولوالدي وللمؤمنين يوم يقوم الحساب '
positive,'bcq r rt y o o n انا تعديت مرحلة اني ابي فيش لشاحن جوالي\nجنب سريري\n\nابي فيش بوسط شنطتي\n\nياكافي ياليابان وقفت على هذي مايقدرون يصنعونه\n\n '
positive,'mahaisnotonfire rt x انتِ لستِ لي و لكني أحبك و ما زلت أحبك و حنيني اليك يقتلني و كرامتي تمنعني و كل شئ يحول بيني و بينك '
positive,'tayoofa لااله الاالله الحليم الكريم لااله الاالله العلي العظيم http t co j ui pyann'
positive,'abo omar alazdi معركة أسود الصحراء الله أكبر '
positive,'frnando mj rt nooraah خلصنا من سالفة صورني وانا مادري طلعت لنا صورني وانا قاعد اصور إني ما ادري إنك تصورني وانا اصور '
negative,'hmadblwi علامات ماسونية في افلام الكرتون http t co yslg bq y'
positive,'mooni تم الإرسال بواسطة واتساب http t co zckro tkr '
positive,'hsannat سبحان الله وبحمده عدد خلقه ورضا نفسه وزنة عرشه ومداد كلماته http t co cfcdcdyfm '
negative,'m qasim rt ff uc للمتواجدين\nلزيادة متابعينك قم بالاتي\n فولو مي ff uc\n رتويت فولو للي عمل رتويت فولو باك اللي ما يلتزم ما بيستفيد '
positive,'judy وش تتمنى في فيفا يكون بدون عقود'
positive,'aassaa الْسَلآإمّ عَلْيّكَمُ وٍرٍحَمُةٌ اللَّـَـَـَـْـْہ بُرٍكآإتَه انا راح اسافر http t co hmgyhwr wp'
positive,'b a y a n rt the islamic من رطــب قلبه بذكر الله لن يتعب من جفآفَ الحيآة أستغفرالله وأتوب إليْه'
positive,'hiixx ارضى بما كتب الله لك تكُن اسعد الناس '
positive,'simahattab الإشتياق لشخص لا يتستطيع الوصول إليه قاتل جداً '
positive,'nothing اللهم أنعم علي بالبكاء من خشيتك و اجعل قلبي لك خاشعا طائعا http t co c wcadf oq'
negative,'hdooshy sh الأشياءُ التيٌ تَأتي بلآ مناسَبه جَميلة جداً '
positive,'gabera gg ربنا اغفر لنا ذنوبنا وإسرافنا في أمرنا وثبت أقدامنا وانصرنا على القوم الكافرين http t co hwqcyyvdtd'
positive,'gulfamranda rt mmez للمتواجدين لمتابعة أكثرمن الف مغرد فولومي mmez ريتويت فولو للي عمل رتويت أشترك ريتوت تلقائي مجاناhttp t co z ckkug zh '
positive,'rahaff ممحونه اغتصاب عنيف http t co auhbqvl wf جنس نيك ممحونه اغتصاب سكسيه مص لحس دياثه تحرر كس زب طيز شرموط نيك'
negative,'glg rt kd علمتني الحياة أن من شغل بعيوب الناس زادت عيوبه وهو لا يدري '
positive,'br h rt no snsn معليش لحد يوثق ب مكانته عندي ترى المشاعر م انخلقت الا عشان تتغير شيء طبيعي امس احبّك واللي بعده بكرهك من افعالك وحركاتك ال '
positive,'timeover aae x اللهم اني صايمه'
negative,'lf ayako اللهم اغفر ذنوبنا و ابائنا اللهم طهر قلوبنا http t co idy sacqdb'
positive,'aa amol rt itzswer بعض الناس بينه وبين ماشاء الله علاقة كره '
positive,'rt bintalrayyan ﺻﻮﺗﻚ\n ﻳﻨﺎﺩﻳﻨﻲ ﺗﺬﻛٌﺮ ﻧﺎﺩﻳﺘﻲ ﺧﺎﻧﺘﻨﻲ ﺍﻟﺴﻨﻴﻦ ﺍﻟﻠﻲ ﻣَﻀﺖ ﺭﺍﺣﺖ ﻧﺎﺩﻳﺖ ﻣﺎﻛﻦ ﺍﻟﺴﻨﻴﻦ\n ﺍﻟﻠﻲ ﻣﻀﺖ ﺭﺍﺣﺖ بدر بن عبدالمحسن http '
negative,'m bob سبحان الله عدد خلقه سبحان الله رضى نفسه سبحان الله زنة عرشه سبحان الله مداد كلماته http t co jxlk wlde'
positive,'ukramo شرموطه مصريه طخينه تمص بزازها سكس نيك ساخن عرب مصر http t co btr fc f'
positive,'fineryboy اللهم إني أحمدك على نعمة الإيمان بك و شرف الإسلام لك http t co pmjuggyu t'
positive,'komn o rt albader group من يرغب نشر حسابه ودعمه تابعني ريتويت للكثير من تغريداتي وعند تكرار رتويتك لتغريداتي سنقوم بتكرار نشر حسابك\nكرما '
positive,'r alamiri اللهم إنا نسألك زيادة في الأيمان وبركة في العمر وصحة في الجسد وسعة في الرزق http t co jkr blc '
positive,'ahliamm rt alshmer ليسن بليز ريلاكس بريرا لسن بليز ريلاكس\nمن مفهم هالحكم انه يتكلم انجليزي\n الاهلي'
negative,'maimona الله يعوضنا بكل شى حلمنا بيه ولا اتحقق '
positive,'afraah اللهم أنت ثقتي ورجائي فاكفني ما أهمني ومالا يهمني وما أنت أعلم به http t co icjcbeu ks'
positive,'xd x rt ifexfex طبيعي اقعد فاتحه صفحة احد اكثر من صفحتي واقرا اللي كاتبه خمسين مرة '
positive,'an m rt afaisal nassr fan اهم شي الاعبين يحرصون على قراءة المعوذات'
positive,'naawaf والله ما أخس من حباب الا ناحي سوك و ليال'
negative,'b a rt xkhulyx ايها الشتاء عطه عطه بروده جعل الي سوتها تزكم http t co uoht chywz'
negative,'rorovip اللهم بشرني بالجنه اللهم ارزقني الفردوس الاعلى من غير حساب ولا سابقة عذاب http t co geqrqjn gy'
positive,'al hazaan rt aboaodhh تبي غلا وتبي وفا وتبي حنان تبي عطا وتبي رضى وتبي هنا تبي اهتمام وقلب مايزعل وامان تبي وتبي تبي وتبي طيب وانا '
positive,'google news ar لينوفو تستحوذ على موتورولا موبيليتي بنحو مليار دولار ايلاف http t co vcs godmhz'
positive,'adgamohammed rt groouptop للمتواجدين\nلزيادة متابعينك قم بالاتي\n فولو مي ff uc\n رتويت فولو للي عمل رتويت فولو باك اللي ما يلتزم ما بيستفيد '
positive,'ahmedonme اللهم إني أسالك الهدى والتقى والعفاف والغنى http t co ag qaarnm '
positive,'saraabdelwahab rt etshhelmawy اتعهد امام الله اني ان شاء الله مش هعمل حركة اني ادي التليفون لولادي يكلموا حد عمو طنط الجو ده والله علي ما اقول شهيد '
positive,'ro oz rt ff uc للمتواجدين\nلزيادة متابعينك قم بالاتي\n فولو مي ff uc\n رتويت فولو للي عمل رتويت فولو باك اللي ما يلتزم ما بيستفيد '
positive,'sohib اسفة على غيابي يا احلى سطر في كتابي يطول العمر او يقصر ستظل اغلى احبابي'
positive,'laaila ah اقدر اتجاهلك فتره طويله ولا اكلمك و كأني م عرفتك من الاساس بس ماقدر اغير اللي ب قلبي لك o '
positive,'h حَسْبِـيَ اللّهُ لا إلهَ إلاّ هُوَ عَلَـيهِ تَوَكَّـلتُ وَهُوَ رَبُّ العَرْشِ العَظـيم http t co wadjk owvs'
negative,'layalinc rt see الآن لزيادة متابعينك مليون متابع تابعني see رتويت اضف من قام بالرتويت اشترك بتطبيق زاد المسلم http t co sh lzromc '
positive,'amoaj هناك فرق بين الغائب والمتغيب فالأول يريد العودة والثاني يريد التهرب '
positive,'rada theero رب اغفرلنا وارحمنا وعافنا واعفو عنا وعلى طاعتك اعنا وعلى غيرك لا تكلنا http t co pyfm nw xs'
positive,'almarri alkorbii الحين بيذلونا ذل على الاجازه ابلة عادي اروح الحمام عندش اسبوعين ليش ما رحتي فيها '
positive,'alanoudsz يا خير الغافرين يا خير الفاتحين يا خير الرازقين يا خير المحسنين اجعل امري كله خيرا http t co k mtcxaznq'
positive,'hashymn ورشة عمل للمستفيدين من مشروع المرافق البيئية العالمي في أرخبيل سقطرى http t co bu szsnbdp اليمن yemen'
positive,'hamowezzy اللهم أعني على ذكرك و شكرك و حسن عبادتك http t co ul tdanq a'
positive,'taif hm rt jooudals إحنا و بنات فصلنا تعدينا مرحله الحشيش عشقي والله'
negative,'bouet اللهم إجعل دعائي في الخير مستجاب http t co sylthsdo'
positive,'limontah يارب اغرس في قلب امي الراحة وفي شفتيها ابتسامة وفي جسدها عافية لا تفارقها ابدا lt '
positive,'nnzz rr rr قام بإلغاء متابعتك تنبية بواسطة برنامج الأيفون تويبر http t co imco ijubx'
