@relation instances

@attribute @class@ {positive,negative}
@attribute @text@ string

@data
negative,'asiandrea swimming rocks but i m not a very good swimmer me i run'
positive,'asiandrea we are big fans of animals and go to parks and zoos whenever we get the chance '
positive,'asianfresh thanks dear '
positive,'asianjul check my flickr i uploaded new pics '
positive,'asianmanrecords it s not that hard mike it can be seen as a strange place at first '
positive,'asianminga oh girlie me too best summer drink ever '
negative,'asianridersclub what s wrong with my profile pic '
negative,'asiansfly no'
positive,'asiaonemotoring here i am missing it appreciate the update mate '
negative,'asiarain the expensive of their workers welfare other than that they are the shit '
negative,'asiariffic what happened why s ur heart in pain '
negative,'asiasimonelli it doesnt show u following me yet but welcome i ve got some good ppl u should follow '
positive,'asiatikah but its ok rob pattinson lt wont be there so is not worthy hahaha when r u coming again alex is coming this week '
negative,'artysticpoet lucky for you i m here til '
negative,'artythecat please take care of yourself'
positive,'artythecat yay '
negative,'artythecat princesspdexter has captivated everyone here my dad dislikes me i think he says i look like babe the pig '
negative,'artythecat aw'
negative,'artytypes checked my work emails again'
positive,'artytypes good morning did u have good weekend '
negative,'artywah wooo soup day unfortunately'
negative,'artyxlorna tell me about it '
negative,'arual i don t think i ll be able to get it off i m on the bar tonight '
positive,'aruky yes'
positive,'arulprasad man'
positive,'arunbasillal ok coffeeclub'
positive,'arunbasillal i mean post photos to twitpic or posterous bck bck '
positive,'arunbasillal it wud be very interesting to read our papers during valuation'
negative,'arunbasillal my tweetdeck rate limit exceeded i dont even know what happened '
positive,'arunbasillal yeah'
positive,'arunbasillal yep'
positive,'arunbasillal yes i thought wordpress would be neat enough and yes about the lazy quote even that is an understatement '
positive,'arundo donax isn t puppy freaking adorable i didn t want to let her go fuzzypuppy '
positive,'arunnerslife don t you dare leave twitter did you run something this weekend '
negative,'arunshroff i get a peak speed of kbps at peak times its worse than a dial up '
positive,'arunsuresh i expected an anticlimax '
positive,'arunsuresh remain the same '
positive,'arustedsmile oh'
positive,'arutt i agree '
negative,'arvarvarv d day started pretty well but was spoilt by a quot friend quot of family who always pokes his nose in other people business '
positive,'arvelie thanks '
positive,'arviena hahaha come'
positive,'arvinchester ahahaha not really it s up to you how often you would like to tweet '
positive,'arvindk no questions nothing can beat firefox '
negative,'arvindrocks no work'
positive,'arvindsays i contemplate amp procrastinate only over things which require use of brain '
negative,'arvindsharma hey how r you having fever since days '
negative,'arvinthemac omfg i just saw the video of you hitting that goat so messed up '
positive,'arwa abdulaziz thanks for sharing us '
positive,'arwatts turn right '
positive,'arwenelizabeth wow i may have just busted out some mom level teary eyes that post is so beautiful thanks'
positive,'asic hehe or it was a hint for you about a x mas pressy '
negative,'asifkhan next week will be sad times for us all '
positive,'asikaac if i every make it back home to stl'
positive,'asil cute presents '
positive,'asilentfilm we re waiting for you guys kisses from portugal '
positive,'asilentflute you know what s up strippers in the hood'
negative,'asilverdream kaydeescrafts and the current economic climate is probably causing more of it to happen as well '
negative,'asimant no'
negative,'asimpleparadox if only there was nothing soft about that yogging '
positive,'asin np thanx for sharing '
positive,'asinclairharris happy fletcherday '
positive,'asinclairharris mcfly are on radio one '
positive,'asinglewahm good morning ooh'
positive,'asinglewahm thanx much you too hope you get some time for yourself '
positive,'asinisterduck nathanvernon i can haz lovefilm code pwees '
positive,'asinisterduck early '
positive,'asinisterduck dont remember haha'
positive,'asinisterduck i will join dunno if you added me '
negative,'asinisterduck orange are a bunch of cocks so i went with a gb iphone'
positive,'asinisterduck saw terminartor yesterday and was bloody brilliant apparantly this will be part of a trilogy '
positive,'asinisterduck thats when it starts yeah '
positive,'asinkujobear lol what i was thirsty '
positive,'asiprosper thank you '
positive,'asishgt very very very true '
positive,'asj i found you why don t i ever see you anymore '
negative,'ask about brie lol yea but we didn t get go ocean city day cuz of the weather '
positive,'ask adam good luck getting a new job '
positive,'ask adam nice good luck at certain times of the day '
positive,'ask adam oh sweet love campbell we re right of san tomas so somewhat close '
positive,'ask me thank you for the ff '
positive,'ask prayer thank you so much for praying made a huge difference '
positive,'askaaronlee at my age'
negative,'askaaronlee but i should be in uk comp not fair '
positive,'askaaronlee great i look forward to it '
positive,'askaaronlee hello'
positive,'askaaronlee hey gave you my photo'
positive,'askaaronlee not a problem asians rocks haha '
negative,'askajanything sending really'
positive,'askajanything haha ur to funny thanks i try '
negative,'askajanything i hope your cat gets better '
positive,'askalicexo there was too much weekend traffic to speed so the urges brought on by the album went unrealized '
positive,'askangels has your server been severed '
positive,'askangels im checkin it out gotta support '
positive,'askarnett andre my brotha cheers for the followfriday recommend hmmm i see you want more time golfing'
positive,'amara m it s best they find out now whether they can hang or not i don t get offended when people unfollow me'
positive,'amara m they could miss the vein '
positive,'amarabidali no offense but i don t know you from a bar of soap '
positive,'amaracampisi aww your gonna be a high schooler '
positive,'amarachiatmac my grilled chicken is better d'
negative,'amaranthac just had lunch'
negative,'amarashar oh'
positive,'amaren good morning xx'
positive,'amaren i always answer within a minute or i should be busy wich happens a lot lol xx'
positive,'amaren yep the same ron like way to much lol and draco with a dove in his hands xx'
negative,'amaretto what s wrong boo '
positive,'amarie whats for breakfast lol'
negative,'amarie i miss his quot i m thinking of someone quot tweets and his tinks hope he gets back here soon we need to talk about saturday '
negative,'amarieb a case via e bay this completely sucks '
negative,'amarieb besides kol'
positive,'amarieb eeee nacho glasvegas that bad'
negative,'amariie sorry for touching your sunburn '
negative,'amarillanz hey girl'
positive,'amarita goodmorning ready for anthor day '
negative,'amarita that is good and bad if you busy then there are a lot of sick and hurt people '
positive,'amarjyoti from the airport yes '
negative,'amarok think it s pollution something that doesn t even exist for the govt i know several other people with the same thing '
negative,'amarok sad that i can t play sims on my system '
positive,'amarok wow cool good luck '
positive,'amarquet looks like a funky place '
negative,'amassingham hope you get your computer working again i hope i didn t break it '
positive,'amassingham thanks '
positive,'amassingham the technology in the doctored promo video is amazing im dubious about its reality though'
negative,'amataski oh'
positive,'amateurgourmet sounds like you may have my grandfather s recipe for quot candy beans quot '
negative,'amateurhour shreenas the sad thing is that i m not even sure if i m joking or not '
negative,'amathria i wish we had an ihop here it s so tasty '
negative,'amathria ughs that sucksm sorry to hear that bout ur headaches '
negative,'amatodesign nope'
positive,'amatoronto no problem just wanted to make you aware wanted to dm you '
positive,'amawheelies what number was i '
negative,'amaxlea me '
positive,'amayaswimwear you know i luv ya girl your super cool '
negative,'amazcuna so many people with headaches in the office yikes '
negative,'amazindimpz it started tues but i meant missed out as in there s maddd ugly ishh left '
positive,'amazing grace good luck w your day '
negative,'amazing grace me neither'
negative,'arwentelian i got a brochure that was bemoaning the use of pads and tampons and advocating the use of a rubber cup quot to save the enviro quot '
positive,'arwoodall hmm all smiles i see lol'
positive,'arwyn king single from smith city it has a pillow top and is only cm smaller than a double bed '
positive,'arxe yey '
positive,'arxpoetica it s certainly on the bleeding edge'
positive,'aryaditya don t need to justify everything everyone is allowed to have their own opinions and agree to disagree'
positive,'aryaditya ohh ok thnx will get touch with benstrider are you listening probably am visitng there next to next weekend '
positive,'aryanaadin and jaylastarr fucking rock and sexy too '
positive,'aryanastarr it s ok not too much but i have friends from quebec city here that own a video game company '
negative,'aryanmaine aw ya geordan hasnt texted me at all today '
positive,'aryanmaine ill be there'
negative,'aryanmaine sorry i didnt get your tweets bb s are stuppid im home now '
positive,'aryehakiva wow u twitter miss ya '
negative,'aryirigoyen oh i want one '
negative,'aryn md not including bonus i fail at life and physio hahah'
positive,'arynp i think that s it because the old ones used to have those rolly balls'
positive,'arysongs who knows maybe she has changed and niley is not officialy back'
negative,'arz bayani ay nako alam ko hahahhaa i officially have a sleeping problem '
negative,'arzhou '
positive,'arzie praying mantids are fascinating creatures scary and awesome at the same time'
positive,'arzoum never mind we figured it out thanks anyway '
negative,'arzupancic i was washing my sheets and it was tangled up in them and i didn t know '
negative,'as dirt won t download'
positive,'as king we re open sundays now through labor day'
negative,'asaakira i hear hv delayed the v release till tmrw so sad '
negative,'asaakira yeah i think it s sometime after or am '
negative,'asaakira yeah'
positive,'asaalger hey asa i m siska nice to meet you congrats intern with cc keep in touch '
positive,'asacavalli ps u can t call me boo then old head'
positive,'asacco hey al i really want a new bb i want the best one'
positive,'asafrommaui awesome happy aloha friday to you '
positive,'asafrommaui morning no'
negative,'asaladaday i m sorry not trying to do that '
positive,'asaladaday thanks night '
negative,'asamahmad like toothpaste '
positive,'asamahmad you would do more damage to the gwiz that it would have done to you '
negative,'asamiasamiasami get well soon my love let me know if you need anything hugs '
positive,'amazing i knowwww did you see it '
positive,'amazingamanda i do i do lakers coverage on wednesday please '
positive,'amazingcircus have fun haha just finished noodles n corn n pork ham '
positive,'amazingcircus kool'
positive,'amazingphil are you uploading your video tonight '
positive,'amazingphil better go jogging'
negative,'amazingphil go back into the room when u can charlie is mean'
positive,'amazingphil hahaha i did a fake tattoo with waterproof eyeliner but it looks real '
positive,'amazingphil http twitpic com bv p hope you like it it was my first one soo its not amazing unlike you '
negative,'amazingphil i hate bb '
positive,'amazingphil i just thought that said'
negative,'amazingphil nooooooooo i can hug you though that was random sorrrry '
positive,'amazingphil so far'
positive,'amazingphil the day after tomorrow '
negative,'amazingphil warning i went to see drag me to hell and i really didn t like it '
positive,'amazingphil you re amazing keep up the great vids love watchin em lt '
negative,'amazingphoebe alright'
negative,'amazingphoebe don t you have work tomorrow too or some shit '
negative,'amazingphoebe i can t see you tomorrow morning'
negative,'amazingphoebe i don t know what to say or do i love you '
negative,'amazingphoebe i emailed you baby eeek'
negative,'amazingphoebe if that s what you want to believe'
negative,'amazingphoebe jumped off the trampoline'
negative,'amazingphoebe mum said you couldn t come over '
positive,'amazingphoebe she had like'
negative,'amazingphoebe well'
negative,'amazingphoebe yeah'
positive,'amazingphoebe yes misses'
negative,'amazingphoebe you tell me not to take my bad moods on you'
positive,'amazingvictoria hey girl '
positive,'amazon twit first frank lloyd wright legos and now indiana jones i m but somewhat tempted oh my gosh'
negative,'amazondotjon can you ask ryan why he stopped following me on twitter '
negative,'amazondotjon http twitpic com ylq lucky you it s hard to remember what the sun and clear skies even look like in nyc'
negative,'amazondotjon if you quit twitter'
negative,'amazonian senna aww that makes me sad'
positive,'amazonian senna ha ha i will while i m here '
negative,'asamidori he only works for se '
positive,'asamiramirez its the dsi that i want to get i have a pink ds and its called fishie '
negative,'asamiramirez watercolors are hard for me to use they never come out the way i want them to '
negative,'asamiramirez yeah i would love to check it out in person it looks so neat too bad noone i know has it lol i wish '
negative,'asandore don t nudge me to update when you didn t respond to my tweet yesterday '
negative,'asandroq what happened '
positive,'asatiir don t worry'
negative,'asatiir are you serious that s not good i m worried i ll be doing stuff like that if i get the job '
negative,'asbforever haha yep damn i wana play guitar but cant '
negative,'asbforever yeah n that was years ago tht we gave him away but it feels like it was just yesterday n my friend is making it even worse '
positive,'asblumberg why do you like apples hoping to meet mon night talk soon '
positive,'asbo t lol'
positive,'asbogan thanks for all you did for prom and afterprom it was a blast tell ben the same'
positive,'asc a test center is good at conformance testing does my ripv implementation meet spec stuff like that apples and oranges '
negative,'ascasewwen is envious at your melted cheese pasta gt lt so would ve been nice at work today '
positive,'ascendant we need to talk shoot me ur digits again please '
positive,'aschek es tan politicamente correcto como peter griffin'
positive,'aschernathan i love phoenix faves are funky squaredance'
positive,'aschernathan it s a long story'
positive,'aschernathan looks like theres a hashtag in place gt facesinplaces'
positive,'aschernathan simply joyful good morning mister glad to be home '
negative,'aschnebe just finished marley and me'
negative,'ascjoellio i m only worth how did you find out this '
positive,'ascrappydesign if you look at my twitter page or website same you will see mine '
positive,'ascuteaskittens i woke up with sheepy in my arms lt '
positive,'asdavis ha i know u missed me buddy hugs and i m gonna change my pic just fir u '
negative,'asdavis you tried to go to bed and didnt even say goodnight to the nightshift gah looks like tonight is going to be fairly dead '
negative,'asdfasdfghjkl i thought mikey darling teh secks '
negative,'asdfashleyyy i really miss my magic eight ball it provided me so much guidance xd '
positive,'asdfghjkaye hehehellow '
positive,'asdosanjh thank you '
positive,'ase i need some sex toys tell kathy to hook me u she know the hot spots '
negative,'ase mmm i ll be hosting an event that day '
positive,'aseemsood it is amazing that you are able to take out time to do this i would have hired labourers '
positive,'aselcukoglu congratulations '
positive,'asenk hope you get well soon'
positive,'amba there are astronauts who tweet perhaps you could do a followsaturday '
positive,'amba ok got it so may th you off '
positive,'ambah looks good girl '
positive,'ambar g i totally agree '
negative,'ambcharlesfield lol ah my skin is itchy damn lawnmowing '
positive,'ambduckett should be me '
negative,'ambduckett wondering why no call or text '
negative,'ambduckett yesterday i need more followers '
positive,'ambee agreed amp agreed '
negative,'ambee ha gabbyb said you can t get into chat cause they don t like you '
negative,'ambee it was awesome don t wanna go home met some intense quot salesmen quot in times square tonight'
negative,'ambee no '
positive,'ambee oh yeah girl it s on now thereallfo just reunited lol '
positive,'ambelies the title of my next children s book quot the adventures of fatass the squirrel quot '
negative,'amber bear i m cheering for the cavs too i want them to sweep the magic cuz they knocked out my celts '
positive,'amber benson followin deadbananas after ur recommendation funny like that sort of random art thanx '
positive,'amber benson the dinner parties i go to tend to not have any wine left at the end of the night '
negative,'amber benson spacelamb wish i was going to be there '
positive,'amber benson awesome '
positive,'amber benson did u tell her who u are or mess with her a little amp told her u were related to the actress '
positive,'amber benson did you ever sing amp record anything aside from stuff on a s head s cd been looking'
positive,'amber benson hahaha awesome what did you say '
negative,'amber benson http twitpic com uilx i wanna be there but i m stuck in ms '
negative,'amber benson i didn t even know about the common rotation show for some reason sad i missed it '
negative,'amber benson if it was in va i would definatly be there but alas the plane tix would kill me i am a starvin artist but i love my fam '
positive,'amber benson in europe it s breakfast time i ll gonna make myself a coffee'
positive,'amber benson lol tara was so well loved and still is just the cross you have to bear but as crosses go'
positive,'amber benson looks like fun doing the macarena with a live band '
positive,'amber benson loved it you continue to delight us amber great job on the backing and the video by adambusch kudos '
positive,'amber benson loved the macaramber '
positive,'amber benson no'
negative,'amber benson no'
positive,'amber benson oh no'
positive,'amber benson the macarena never looked so good loved the quot aaaaiieee quot squeak exclamation '
positive,'amber benson thx for signing my book'
positive,'amber benson well you know you always have plenty of ppl on twitter to chat with'
positive,'amber benson well'
positive,'amber benson what did you tell her '
negative,'asenk yay for writing a novel xd miss you too '
positive,'asexiness congratulations '
negative,'asexiness me too that s why people schedule rewatches during that time and converse over skype whilst watching'
negative,'asexiness sucks indeed '
positive,'asexiness that s true you will that s awesome i m happy you are '
positive,'asfaq dude'
negative,'asfaq no re i think i shall hv to let it pass got a lot of work to wrap up'
positive,'asfaq omg u njoi it'
positive,'asfaq thanks so much'
negative,'asgardian yeah we re okay just got home totally lame gonna have some fun pics to post later today of the crash stupid cab '
positive,'ash tisdale thank you so much congratulations for your award too you really deserve it i love you '
positive,'ash hey you are awesome for being a tegan and sara fan follow them on their official twitter theteganandsara'
positive,'ash it s no secret i m an apple boy have considered the iphone dark side many times '
positive,'ash housewares maybe you re my backup soulmate sike but i am totally in love with cherry dr pepper'
positive,'ash incomprendo my creativity is gone wit u so whn ya com bak things will get better '
negative,'ash kay its ok mamas'
positive,'ash p thats sounds like a plan xx '
positive,'ash phillips aww sif that s awesome '
positive,'ash pie wow i remember when you got the call saying you had the job we went shopping and saw a movie together the day before '
positive,'ash powell hi r u givin twitter a chance u will lv it soon anyways ope u okies x x'
positive,'ash riot '
negative,'ash riot goldleader i just wikipediad smegma '
negative,'ash riot i miss those days '
positive,'ash ums how was santana and also are u ready for thurday s epicness yes'
positive,'ash wash been loving it since a few months ago '
positive,'ash why didnt you invite meee lol jk '
negative,'ash hey you don t want to follow me too tear '
positive,'ash good yay were all saved weve overcome god again '
negative,'ash nicole ummm i wish lol mannnn dis shit so wack n here only way i m makin a mil is if one nigga give me dat shit '
positive,'ash cute i m sure it would hurt because there s no meat on the top of your feet ouch '
positive,'ash ley sounds like your teacher or whatever is a biotch '
negative,'asha white i thought you and andreagabrielle were on yall sb business '
positive,'ashadihopper there s a good caleaner i used called getosky urarse '
positive,'ashadnoor bravo ur a conquerer of hw '
negative,'ashafied yeahhh'
positive,'ashaj those lucky geniuses hope you re having a good time at home '
negative,'ashalahee because i am cursed with having been born in canada one day we will get together musically '
negative,'amber benson what s the name of the web series you re working on i need to look it up i haven t seen you in anything for too long '
positive,'amber benson you should come to austin '
negative,'amber eubanks what s really disappointing'
positive,'amber lily yay smokey eyes just got that one '
positive,'amber mentz don t do anything you wont be proud of later '
negative,'amber paris sorry '
negative,'amber rae did you really go get in line at a i m so jealous that you re going to have the gs i m not eligible for an upgrade yet '
positive,'amber white i lovers you'
positive,'amber white oh yeaaaaaaah text from the phone fools '
positive,'amber i agree i think that lvatt is going to be my favourite album by them period quot '
positive,'amber i think we would balance each other out on the embarrasment scale i m just as bad quot '
positive,'amberah i shave mine in the mornings '
positive,'amberalert you better hope the quot dealer quot aka the quot friend quot doesn t call sleep over cut short '
negative,'amberama sorry at least you don t have to take since it s closed '
negative,'amberausten aw'
positive,'amberausten good morning to you'
positive,'amberausten love it and commented '
negative,'amberback finished half a pizza already found out the meat feast pizza i eat for all of it has '
positive,'amberback yeah but windows made the server so its partially windorks thought but i get where your coming from '
negative,'amberbanana i know me too '
negative,'amberbanana yeah i totally thought i only got like three drops on my face but it must ve been in my hair'
positive,'amberbenn i would be worried for you but since you re a superstar im confident you will get everything done '
negative,'amberbridges i know i m not fat but i gained like lbs in months and ouch'
positive,'ambercadabra a wonderful and restful saturday to you too '
positive,'ambercadabra cool beans'
positive,'ambercadabra glad to see you up tweeting early on this saturday morning '
positive,'ambercadabra i make a really tasty fruit smoothie'
positive,'ambercadabra i see your smiley self '
positive,'ambercadabra one by one step by step that s how tasks can be successfully accomplished good luck'
positive,'ambercadabra quit saying that '
positive,'ambercadabra toasted in a good way i can smell the toastiness from here make sure to have a glass o wine as reward '
positive,'ambercat i m taking a zumba class next week on a saturay'
negative,'ambercharlotte omg'
positive,'amberchia is a reali nice goin event for ppl to do donation i do my part n happy c you'
negative,'ambercrazyass i hate being home alone and i m stuck in traffic at at night'
negative,'ambercrazyass sorry we couldn t make it last night '
negative,'ashalee nothing cures mine i ve tried everything i just have to let them happen '
negative,'ashalee why did no one tell me there was going to be a sequel i wouldn t have wasted my time reading a het bb '
negative,'ashalinggg what day s the rd just cause i can t go if it s the weekend with work oooh i can drive some people if needs be me '
negative,'ashalynd for instance i read your timeline then flick to another who answers you then back again'
positive,'ashalynd hah i thought of you last night'
negative,'ashalynd like matruska or does it mean something else love russian'
negative,'ashamanthecat poor asha please don t give him away because he is shedding and picking on ur dog i m sorry he s causing trouble '
negative,'ashaminaj actually i m stuck till cuz i owe somebody a few hours from when they covered for me '
positive,'ashaminaj lmao'
positive,'ashanay and yes'
positive,'ashantigirl hellooo how are you gosh i miss seeing you around thought of you last night when i had some amarula '
positive,'ashantiomkar hi akka i hope everything is fine with you take care i pray for you '
negative,'asharachal booooo that blows to hear '
negative,'asharanchhod '
negative,'asharwood i had a similar morning somehow they day worked out tho hope urs did too '
negative,'ashashake me too '
positive,'ashashbobash i cant wait either that means ill be in vegas '
negative,'ashatl u don t even know the nearest target starbucks from our new home is minutes away '
positive,'ashattack http twitpic com e q hahaha maccas '
negative,'ashavan watch the videos of today'
negative,'ashbee o oh ok idk how to do that direct thing either i thought u were ignorin me '
negative,'ashbeehottie fam party and bowlin and possibly a bar i work at am tomorrow '
negative,'ashbell more is alot more than twice '
positive,'ashblaize will do'
positive,'ashbo i hope you have an awesome time ypulse wish i was going again '
positive,'ashbo that s awesome i ve been excited since the first day you announced you re going to do updates i love whateverlife '
negative,'ashboonv that s why eventually u will go down there and showem what it made of and show em how it s really done '
negative,'ashbymh i must let you know i just watched the grey s finale and i totally just bawled my eyes out '
positive,'ashcarmichael you found me on twitter '
negative,'ashcashrain hey ashley'
negative,'ashchili i wan mcdonalds '
negative,'ashcoates my tickets av been disptched on th but not arrived at work it wasnt a good idea get them sent ot work was it oh no '
positive,'ashcoates addersop thanks guys '
negative,'ashcoates get money on the th'
negative,'ashdaprincess chill its da rihanna bob if it was in i d have no problem lol r u at school all summer '
positive,'askaroundottawa crozon the glen scottish restaurant top of the list for my family see here too http is gd wfz '
