@relation instances

@attribute @class@ {positive,negative}
@attribute @text@ string

@data
positive,'andreapichling omg pichling i love youu no homo hahaha soo incredible i cant wait till the next livechat'
negative,'andrearae i knooow me too b but im out of town right now '
positive,'andrearahal ha i m working on one moleskine cover right now somebody else frankparenteau also said the same thing to me '
positive,'andrearjbandtai thank you so much '
negative,'andrearlevin don t be bitter you went to ucf'
negative,'andrearowley very true most people just go set yourself is the best'
negative,'andreas friis you re there jealous btw'
negative,'andreasaysjump yeah'
negative,'andreaschoice lt was totally the kid that took the candy apples during halloween lol'
positive,'andreaschoice goodnight chica hehe '
positive,'andreaschoice just because watchmen was a lghtwt soft porn doesn t mean it was good hah and on that note i liked it '
negative,'andreaschoice lol'
positive,'andreasohlund cool we ll see you there then '
positive,'andreaspeas nice tune ty '
positive,'amandalovesyouu hahaha nooo pineapple express quoting '
negative,'amandamaria driving'
positive,'amandamassacre i m dyeing mine tomorrow'
positive,'amandametheny haha i can only imagine i haven t even gone in there since the last day i work i don t miss it a bit '
positive,'amandamiller thanks we re almost there '
positive,'amandamilliner enjoying cornish countryside thanx '
negative,'amandamoney eff you i would have watched it i just wasn t home '
positive,'amandamorante i am beginning to miss new york i need to come back '
negative,'amandamorrow cavan animal shortening in everythiiiiing '
positive,'amandanoviandhi oh iyaaa'
negative,'amandanowak sorry to hear that '
negative,'amandanoyes cool i met them at the hob on sunset amp at the kca i moved away before the pomona show but i talked to andrew on'
positive,'amandanoyes i know right it s depressing haha jk lucas till can t be depressing so about your song '
positive,'amandanoyes no way dude that s awesome i saw lucas on house that is haha '
positive,'amandanoyes what d you think '
negative,'amandaodt night amanda we keep missing each other '
positive,'amandaon haahaa thanks had to take the oportunity to start with the intervention on jaycantu '
positive,'amandaon lol dont be jealous amanda you re my morning glory '
positive,'amandaooi bob is'
negative,'amandapalmer still don t know how to bid amandapalmer live gt http ustre am qrf '
negative,'amandapalmer quot a moment you spend not doing something better'
negative,'amandapalmer bethofalltrades oh poo'
positive,'amandapalmer and neilhimself have left barnabywhitfield com has asked for a shoutout i give'
negative,'amandapalmer awesome show last night really like the new song you played at the end just went through something similar much lt u'
negative,'amandapalmer boo just washed my face lofnotc'
negative,'amandapalmer i don t have make up but i am doing absolutely nothing'
negative,'amandapalmer i give up for now'
negative,'amandapalmer i had a uti not long ago'
negative,'amandapalmer i just packed my bags for touring i don t have enough room for things how do you deal with these problems all the time '
negative,'amandapalmer i d take the song'
negative,'amandapalmer if i wouldn t have to auction my own stuff on ebay for getting any money i surely would ve bought some of your stuff '
positive,'amandapalmer i m in a dresden dolls daze and i miss you guys how about a reunion tour '
negative,'amandapalmer most depressing your video feed keeps crashing '
positive,'amandapalmer no chance of your divine cover of quot i know it quot from madonna seriously'
negative,'andreastauer haven t had a damn second to play anything lost my ds but so jazzed for ghostbusters '
negative,'andreastephani mine is going to be too long argh just spoke to westlaw in america but there is nothing they can do '
negative,'andreastephani you having a nice time in the chester sun my yard is in the shade already '
positive,'andreastuart u have the same name as me '
positive,'andreaswheeler i ll see what i can do to find that song for you '
positive,'andreaszutenbac glad you and ur friend had fun and got to meet anuheajams spread the word in chicago and everywhere u go '
negative,'andreatrasatti at this point'
positive,'andreatunes damn it wont open cuz im on tiger i ll try it out once i get the new mb '
negative,'andreatunes i m feeling with you i m drowning in work '
positive,'andreaurbanfox quot on twitter'
negative,'andreaurbanfox ive no worries bit of anxiaty abt goin darn sarf onme tod but alls well didnt win lotto gd hear yr migraines gone '
negative,'andreaurbanfox monitor all internet and phone use uk govt keeps getting dumber i dont think they understand how much traffic that is'
negative,'andreaverdura my father would rather go to england this year than spend time with his family '
positive,'andreavgs hey my name s rachel i m from fl supp haha '
positive,'andreavick for the soccer game songs they re not up yet'
positive,'andreavick lol there s nothing nothing to be worried this is just my likes and dislikes '
negative,'andreavick me too '
positive,'andreawarner yes i m back quick trip came up'
positive,'andreaway ah'
negative,'andreawilhelmi i got kicked off the nick and phyliss newman facebook for telling her to switch her profile pic '
positive,'andreawong nz andreawong nz here'
positive,'andreayager and in this medium it becomes a daisychain of shenanigans '
positive,'andreayager i honestly haven t prepared anything yet knowing me'
positive,'andrebass morning '
positive,'andredmm of course that s a safe assumption it s just funny whenever the segregation is made '
positive,'andreea xe thanks andreea'
negative,'andreea miiss you '
negative,'andreeaaa ah it s not that bad'
positive,'andreeaaa the second videoo i sent yhuu '
positive,'andreeaberghea ce film '
positive,'andreeaberghea sleep a little longer'
positive,'andreeaburciu cibernetica'
positive,'andreejessa that should be fun '
negative,'andreeofny stuck in an office for hours a day yes'
negative,'amandapalmer oh no i just got fucking screamed at by my mum for being up at half night xx amandapalmer live gt http ustre am qrf '
positive,'amandapalmer rofl this is the initiative that s paying your rent helps that you have ace fans though '
negative,'amandapalmer s live auction haus has started at partyontheinternet com but there are some technical problems '
negative,'amandapalmer shame you don t have any xxl sizes my gut is regretably a bit bigger than it should be but i love you anyways '
positive,'amandapalmer start with the transmetropolitan series to get on the warren ellis train '
negative,'amandapalmer the stream is still not working well alas '
negative,'amandapalmer the video keeps crapping out '
negative,'amandapalmer will the show be posted on youtube too the webcast was a little late for me here in germany '
negative,'amandapalmer will wkap book be on sale at your ed fringe show my mum wont preorder me it amandapalmer live gt http ustre am qrf '
negative,'amandapalmer s webcast keeps cutting out on me amandapalmer live gt http ustre am qrf '
negative,'amandapearl willingthrall yes a whole quart of hot loose leaf nettle and raspberry leaf tea what a mess and a waste '
positive,'amandapearl i ll be ok just go out and enjoy for me '
negative,'amandapetrocco hey smelly am i doing this right '
positive,'amandapey cantwell clearly i ll need to bring some cookies along so i can participate in the parties '
positive,'amandapoop really '
positive,'amandaprkr aw that sounds fun have a great time '
positive,'amandarecker you d love it in the fall if when you do'
negative,'amandargh why you never on msn '
positive,'amandarin so damn picky how do you even hire me '
positive,'amandarosecreep i love you too '
positive,'amandarumm yeah but were your fans so it s ok '
positive,'amandarumm omggg thats a double chance that i ll be able to goo sweeeeeeeet '
negative,'amandasan oh no dead computer that s no good poor macbook i m sad for you '
positive,'amandasan that s how it appears when they re good at their job '
negative,'amandasaysthat i am very jealous even if they are small i want back dimples '
positive,'amandascookin we appreciate that ff you sent hope you had a sweet weekend'
positive,'amandasena thank you i just knew there was someone else out there '
positive,'amandasevasti i live there nice '
negative,'amandasevasti ugh'
positive,'amandasfromoz hey'
positive,'amandashanks omg i just saw an article that says charlie is still alive and is coming back on lost yay '
positive,'amandasims awww'
negative,'amandasmitty thanks can t believe it s been years already poor mo had to work tonight '
positive,'amandaster just so you know you vanished from my dm list again so fix it like we did the last time thx '
positive,'amandastewart morning snorkel are u serious omg you are my idol have fun '
negative,'amandasueki oh'
positive,'amandathomas it is for me silly '
positive,'amandatow heyyy '
positive,'amandatramm okay if you change your mind let me know'
negative,'amandatruitt no fair but'
negative,'amandatrumbo it s kinda freezing in our store '
negative,'amandatumulty outlook not so good '
negative,'amandatwohig it must be something about this time of the year depression hit me hard today '
positive,'amandavaleriano sure'
positive,'amandavancliff now '
negative,'amandawenek i am back in halifax now i miss toronto'
negative,'amandawight that s ok the house sitting is cancelled'
positive,'amandaxautopsy haha'
positive,'amandaxleighxc c mon'
negative,'amandaxmartin i dont know '
positive,'amandaxr thks i didn t know i had so many supporters online very encouraging '
positive,'amandayew awwwhh'
negative,'amandazastko i keep coughing i sound like a year old boy hitting puberty annnddd i have the worst headache in the world '
positive,'amandel lol'
positive,'amandinha i wanted to see who you were following hahahah '
negative,'amanduh lynn no waaay we are just in loooooove '
negative,'amanduh paige oh yea happy mom s day i didn y greet my mom '
positive,'amanduhmarie start reading something boring'
positive,'amandula i was thinking of buying it'
negative,'amandyanderson i am lost please help me find a good home '
positive,'amanga wow that is so awesome'
negative,'amani w you said i don t make sell icecream for a living '
positive,'amaniboo haha ma birthday had dhat picture when bezzy is all wearing nathang but blue nd it said happy birthday quot soulja girl quot '
positive,'amanicka hahahahhaha are u mom a munster or she s watching the munsters too '
positive,'amaniii i love orlando it was nice meeting you '
positive,'amaniix oh mansfield park is a great book enjoy it '
negative,'amanilouella bad cough'
positive,'amankevin yaaay you have this awesome pic here'
positive,'amanoj keep it black'
negative,'amara angel i cant i dont have mms but i will waer it nexxt time i see you'
positive,'amara m hee'
positive,'amara m oooh'
positive,'amara m yes i did'
positive,'amarafox ah alrighty have safe travels though'
positive,'amarap told u i got a twitter '
positive,'amarazzi work time fun '
negative,'amarcelo well it s a little too late now '
positive,'amarcg great good to see you hear and good to hear some take my advice watch my twutorial http is gd wnxs hint upload pic'
positive,'amaree take a shot you ll knock out quick '
positive,'amareisreal ha had a dream about you last night wicked lol '
positive,'amareisreal wutsupppppp amare how s the eye lt '
negative,'amaren i know it s awful '
positive,'amari mishca thanks i hope the heat won t get to me '
positive,'amarie we re doin pretty good '
negative,'amarilys omg que horror and sunday is going to be the worst day '
negative,'amarisse sorry ami'
positive,'amarita goodmorning'
negative,'amarita thats not to long i hope he is real then he might get caught spying and be captured '
positive,'amarita undoubtedly absolutely wrong anything by icp may be a bit too explicit for an year old '
positive,'amarita yep lol me always ready to see what a new day holds you in redbull withdraw '
negative,'amarja yea i did '
negative,'amarsh aww i was at brunch w my sister at wish i couldve gone did you guys win if u didnt we cant be friends anymore '
negative,'amarus i like the brown and highlights'
positive,'amateur hello to you too '
negative,'amateurdelta clean me '
positive,'amateurhour it s the surest way to win '
positive,'amatsumusic just finished writing to quot the circus quot and i feel like it s a heater '
positive,'amawheelies actually think what you guys do is awesome '
negative,'amaxlea yep it just ended and i m def in tears '
negative,'amayj b it would take me at least hours to get to you'
positive,'amayzun haha yeah man the interesting nature of different timezones '
negative,'amazcuna went to uniqlo and it s more expensive here than hk '
negative,'amazing grace have u met the guys in to they r so superficial n pompous not cool or charming at all '
negative,'amazing grace i had a terrible connection or something'
negative,'amazing grace opposite here started sunny'
negative,'amazing grace poor dean not looking too good there must have mixed drinks instead of sticking straight beer or staight liquor '
negative,'amazing sauce that sucks i don t think we re going either i barely was able to wake eddywashere so he could uplaod the podcast '
positive,'amazing hahaha'
negative,'amazing twitter is a frikkin mess i cant change nuttin i want anotha backgroun n color design for two weeks now arrghh'
positive,'amazingamanda too often why am i always drinking something when something funny happens '
negative,'amazingaoife i was at the house'
negative,'amazingbecause same old same old '
positive,'amazingcircus who s picking on you i hope your okay '
positive,'amazingphil you can probably go back now '
negative,'amazingphil finale is like a bad word '
positive,'amazingphil i like foil '
positive,'amazingphil i saw you on bblb '
positive,'amazingphil i was gna watch it bt i aint watchin it by my self lol is it any good '
negative,'amazingphil my camera is dead '
positive,'amazingphil oh no i missed it i was ment to put it on but got distracted talking to someone i shall have to watch it online '
negative,'amazingphil season finale i ll miss you lol '
positive,'amazingphil were both going to kiss a stranger today strange '
positive,'amazingphil'
negative,'amazingphoebe alright'
negative,'amazingphoebe call kayla first'
negative,'amazingphoebe i really like them'
negative,'amazingphoebe mmh'
negative,'amazingphoebe nah'
negative,'amazingphoebe you re not oblivious'
positive,'amazingpics http twitpic com g x best jmac pic i have ever taken lt '
positive,'amazingsis tru tru but i went to see him play ball for the yrs we dated i nvr went to see him play id fig what the heck '
positive,'amazoncares thank you so much for your incredibly generous donation to pet tender angels this is much appreciated by our dogs '
positive,'amazondotjon hey you should tell andy happy birthday by typing in andyhurleyday all day happy morning '
positive,'amazondotjon http twitpic com xx r sweeeeet picture if only i could see his face haha sweet sunnies tho i want them '
positive,'amazondotjon http twitpic com kaqa ahahaha jon'
positive,'amazondotjon http twitpic com j cd whoaaaaaaaaaaa ryan i can see his smile from here '
positive,'amazondotjon http twitpic com sv you shared the beer with someone'
positive,'amazondotjon im friends with your cousin gandhi yay '
positive,'amazondotjon is our own jwalker taste some beer now maybe car or two or maybe twelve hahaha '
positive,'amazondotjon needed that'
positive,'amazondotjon who is this '
negative,'amazondotjon why are you suddenly not following anyone anymore am i late to realizing this as well '
positive,'amazongrace nope'
positive,'amazonia lol thank you '
negative,'amazonian senna and i hope you re baby bunny gets better poor thing '
negative,'amazonmp ooh'
positive,'amazonrob one night we went to natura to work and it was pretty awesome a nice little band playing i ll look for other cool places '
positive,'amba compound eye of the beholder '
positive,'amba yep communications restored '
positive,'ambar g i am actually going to bed now heheh todo bien trying to get rdy for this upcoming week '
negative,'ambbboo playing with lighters fire matches and grass '
positive,'ambeasttt awh hell yesss ill talk to my sister abt it are you okay'
positive,'ambeasttt im paying for half of it plus i earned it being an all a student '
negative,'ambeasttt is my gf who tweets my high phrases '
positive,'ambeasttt stfu '
positive,'ambee he waves hello back'
positive,'ambee i m so happy for you '
negative,'ambee i m watching dirty dancing now'
positive,'ambee thats her '
negative,'ambeeee lies haha jk'
negative,'ambeeflyy skank you not gon have any room left for us to get a matching tatt '
negative,'ambellina fell on my ipod too many times skating last summer '
positive,'amber benson did you ever tell her it was really you p '
negative,'amber benson my hubby for some reason thinks it s more important he has a good spot for red carpet for the trek movie premiere sod '
positive,'amber benson adambusch looking forward to seeing drones when it comes out '
positive,'amber benson awesome what did you tell her no '
positive,'amber benson basically we re just saying it d be great if you came to europe'
positive,'amber benson don t finish the story there what did you say to her '
negative,'amber benson friend lost a child this week maybe too soon for me scene where ellie discovers she has lost child and can t have more '
negative,'amber benson hey amber did you hear i got your book now i got it last night and couldn t put it down but i had to go to sleep '
positive,'amber benson i think i m about in the same spot as you are in right now hopefully you re right and thinks look bright in the horizon '
negative,'amber benson i think i m close people seems a bit excessive '
positive,'amber benson is the nicest twitter er ever '
positive,'amber benson just picked up death s daughter from b amp n and am excited to read it i ll give you a review when i m finished '
negative,'amber benson missed your east coast signings was in key west hope they went well '
positive,'amber benson what we need is one for toronto ontario '
negative,'amber benson you haven t tweeted is sooooo long '
positive,'amber benson you should try to channel your inner tara '
positive,'amber boyd whichever it doesn t matter '
negative,'amber e but i m a complete stranger i didn t do anything wrong what would hurt more cold spoons or hot '
negative,'amber eubanks about a month ago the videos irritate me '
positive,'amber eubanks me'
positive,'amber kate i know how you feel i love taylor too '
negative,'amber marshall wow'
negative,'amber paris yeah i no and i have glasto soon '
positive,'amber get followers a day using www tweeterfollow com once you add everyone you are on the train or pay vip '
negative,'amberalbin last day of french ever today '
positive,'amberausten as long as there is bacon on that sandwich '
positive,'amberausten when the world starts listening to my ideas'
negative,'amberausten yeah virtual flowers the gov declined me for a bail out i m a tax payer'
negative,'amberback don t'
positive,'amberback oh it will def be there before the weekend '
positive,'amberbadbxtch lets not be qay '
negative,'amberbanana oh shit i thought you lost it inside i m sorry '
negative,'amberc omg'
positive,'ambercadabra arikhanson it gets better when they get older yr old called yr old sister a quot mad beauty quot today knows her well '
positive,'ambercadabra arikhanson thanks for all the tips '
positive,'ambercadabra amen we know it s not the sugar he s trying to limit hell'
positive,'ambercadabra i know who you mean and who is the one with the dirty mind i still play that justin timberlake song you posted '
negative,'ambercadabra i plan to do everything i need to do from bed unfortunately i ve run out of coffee so my plan is sunk already '
negative,'ambercadabra if you learn how'
positive,'ambercadabra nah'
positive,'ambercadabra not too terrible we re here at the family ranch for a reunion hye'
positive,'ambercadabra you and me both'
positive,'ambercadabra you are quoting princess bride yet another reason i luvs ya '
negative,'ambercantrell i hope he ll be ok baby xxxxx'
positive,'ambercarty saaaaaaame im hungry thinking about it it will be waaay excited for the tour '
negative,'amberchildress darn i wanted a party '
positive,'amberchildress sweet i dmed you my deets thanks '
negative,'amberclare wait'
negative,'amberconfusion it s just a phase '
negative,'amberconrad i m so bumed i m not there '
positive,'amberette haha'
negative,'amberfantastic poor amber i hope you figure it out soon '
positive,'amberfergy it is '
positive,'amberfrost quot ethical marketing quot isn t that a contradiction in terms like quot honest lawyer quot oxymorons'
negative,'ambergamblerav urrrghhhh keep the presents if it means polystyrene i don t want any of it '
negative,'ambergamblerav yep don t seem to be going to newcastle'
positive,'ambergoetz my months baby sometimes snores and it s super dooper cute '
negative,'amberharmon my need for the latest amp greatest gadget is now jealous of you amp your gs i have to wait until for an upgrade '
positive,'amberhelena too fucking close '
negative,'amberhenderson i m not close enough to know '
positive,'amberhenderson we saw night at the museum we really liked it i cant wait for the harry potter movie myself i am a dork '
positive,'amberhope it just came on amber about mins ago better hurry'
negative,'amberisaqueen cant post it to scared '
negative,'amberisrad i would go with you but i m camping '
positive,'amberjeany no worries i can t believe i saw you last night that was crazy '
negative,'amberjoness awhh i seee thats your excuse iseh i might not be able to go now '
negative,'amberkimberley oh no whats happened '
negative,'amberkohne you always seen bored '
positive,'amberkow true story '
positive,'amberlawbyrd thanks for the ff '
positive,'amberleyx ohh that sucks im sick too n were just about to go into spotlight'
positive,'amberleyx that s cute as '
negative,'amberlicity i think we sold mine at a garage sale '
positive,'amberlights thank you for the encouragement '
negative,'amberlily probate sucks '
positive,'amberlily yeah that will teach him '
negative,'amberlinam can t download atm as my net is going slow as i ve downloaded nearly all the eppy s of re brand though '
negative,'amberlinam he was such a nerd in this movie '
negative,'amberlinam wish i could i have no friends whatsoeva no one eva wantz to hang out with me '
positive,'amberlinam yea ive seen him times and met him times love him to bits xx'
negative,'amberlinfield shut up it s not funny '
negative,'amberlinfield that is disgusting i miss you too what are you doing this weekend '
positive,'amberlovely afternoon good day x'
negative,'amberlovesnkotb i didn t even touch danny and donnie but i got mad joey love'
positive,'amberlq i am a smart one however'
negative,'amberlrhea gosh'
positive,'amberlynnk you re welcome amber be good now '
positive,'amberm have an awesome day '
positive,'ambermac linkedin is resume recommendations and groups are practical and useful almost no noise nice after a day of facebook '
negative,'ambermac well it s got to be better than twitterberry '
negative,'ambermac wrong time of year to be going to banff missing skiing '
negative,'ambermaishment as i was getting out of bed my toe was stuck in the duvet and it just made a massive crunch and it really hurts '
positive,'ambermaishment im nearly on only more after this '
positive,'ambermaishment yes you are obsessed but its a good thing baby becuase now im not on my own in the land of twitter from rml '
positive,'ambermarion aw mommy '
negative,'ambermatson a p plater ran up the bum of my little red barina and smooshed it into the car in front and it has owies on both ends '
negative,'ambermatson being burgled is bad enough personal experience but to lose ybl stuff so close to deadline really sorry for them '
positive,'ambermatson thanks my dear'
negative,'ambermunster i know i m so happy i would have loved to go'
negative,'ambernahley i love youu '
positive,'ambernclark babe i m just fuckin around just bored no need to worry '
positive,'ambernev well ello dere '
positive,'amberoliver our pediatrician said one month'
positive,'amberpacific ok well stop cuz ill always be ur virtual little sis gives innocent look '
positive,'amberpacific shank you '
negative,'amberporterxo hey it s saying that the survey is not available in my country '
positive,'amberpotter why limit your story to ch tell all what is annoying you at www iamsoannoyed com '
negative,'amberraindesign yeah'
positive,'amberrated sweet deal '
positive,'amberravenel i was just telling body how we used to do our own taste testings random cupcakes cake spots'
positive,'amberrnicole i luv your hair '
positive,'amberrnicole ok'
positive,'amberrocha ohhhh'
negative,'amberrrniiicole awww yeah well we ll make up for blg some how haha'
positive,'amberrrrrrr i think it was the cake that put us all over the edge it was yummy your family knows how to throw a good party lol '
negative,'ambersafa mine too '
negative,'ambersaid oooohhhh so sorry amber it will be over soon '
negative,'ambersalerts me too i m still going to orlando i was supposed to go to tampa saturday r u gonna go to another one this summer '
positive,'ambersaysrawr yes'
negative,'ambershine but it s am i just need to listen a song that always makes me fall asleep before it s even finished help '
negative,'ambershine i love em too don t get to go on them much anymore '
positive,'ambershine i m so when you turn are you gonna chance your twitter name '
positive,'ambershine lol'
negative,'ambershine my bangs are way too long now'
negative,'amberskyemartin you had the same shirt as me today lol'
positive,'ambersmith my absolute pleasure happy you re returning we ll have to do coffee one day when you re up to it my treat lol '
positive,'amberstevens it s down th st past university ave you should be able to google amp find it '
positive,'ambertb kendra s on twitter i knew you d wanna know kendrawilkinson '
negative,'ambertje awe i was up just not at my comp '
positive,'amberv thank for helping now the only thing is getting start up '
positive,'ambervera shut up stupid kid '
negative,'amberwhiting get good movies'
positive,'amberwhiting good night little one '
negative,'amberwhiting lol shes like'
negative,'amberwhiting who won i started watching chuck and then fell asleep '
negative,'amberxnicole awww i miss the bay '
positive,'amberzak i m pretty good'
negative,'ambienceofmedia love all four of them still bummed they canceled john from cincy after one season though '
positive,'ambienteer it was wonderful james'
positive,'ambienteer you can start by finishing the eurovision series the thing is we are upgrading to the h n and will give away some h '
negative,'ambifauri no worries i understand sniff sniff'
negative,'ambiguityx what are you up to in minnesota work '
positive,'ambio dont you like australians and all the help i gave you nofollow'
positive,'ambition yes we are '
negative,'ambitiousenergy it s saying no post exists '
positive,'ambitiousenergy thank you i was looking for an idea for my third rp and you ve just given it to me '
negative,'ambitiousenergy would you blame me if i just left it at rp this second one is really dragging on '
negative,'ambitiousmee lol but blue eyed girl in it s going out with joe jonas x'
negative,'amblass congrats on buying the bicycle wish the weather was more compliant for me taking mine out '
negative,'amblass we watched milk last night good'
negative,'ambogt no way eric'
negative,'amborgatron i love you more and i miss you '
negative,'ambrerouse everytime you know this no ticks though as we stayed out of the woods did you finish ecipse '
positive,'ambrosechong wa wake up so late ah '
positive,'ambroseray i really like spending time with jimmy '
positive,'ambrr i love your wallpaper '
positive,'ambryant yep i got it '
positive,'ambskie what part of the body is that '
negative,'ambvymarie why are you depressed '
positive,'amby cute very disciplined i am getting mine press out saturday '
positive,'amc ok thankyou im thinking that mby i can use one of my friends comps and then make a nw account'
negative,'amc hey'
negative,'amc i miss anoop s forum and posting there and i miss everyone who got banned except ghost becuz i am still talking her '
negative,'amca i couldn t rref properly in the exam '
positive,'amccaf thanks for the re tweet cover'
negative,'amccallon stop itt '
negative,'amcewen you should see the crazy requests i get makes your chocolate spread look perfectly reasonable still though'
negative,'amckeziah yay i haven t been to the beach in years '
positive,'amckiel thanks a lot for the inspiration i guess u went live in the middle of the night so i could not follow'
positive,'amclark thanks for the follow hit me up anytime '
negative,'amcmillen oh snap or that s what the hardware did'
negative,'amcmoore bank of america sucks that site is in flash and i m on my iphone anything or rhode island or mass '
positive,'amcmoore have fun'
positive,'amcneil so glad to hear that '
negative,'amcnugget tomorrow with thee nephews lt i love you like a sister right now jk betch cuz u are my sister '
positive,'amcrocker twhat are you doing '
positive,'amcunningham the penny drops '
negative,'amcunningham unfortunately not stuck in the office but thanks for your amazing updates '
positive,'amcunningham we need google wave then '
negative,'amdcares oops a source told me that sorry amd'
negative,'amds thanks for reposting you re awesome let s work to find all the lostnmissing too many missing loved ones '
positive,'ame i wanna come with miss ya'
negative,'ame iaa o no not allowed that means you did go and see katie not allowed she spent the night at your deerinfested house too huh '
negative,'amealiaa oh ok'
positive,'amedee please do join '
positive,'amee breezy oh you suck ass'
positive,'ameeface i don t know a great deal'
negative,'ameeface i really want to go as well '
negative,'ameeface it feels weird to talk about'
positive,'ameeface just then '
positive,'ameeleea heyyyyyy did u send me an email cuz i got one but it was blank i think my laptop is sick right now n cant find the cure '
positive,'ameer haha i have no idea who you re talking about but'
positive,'ameera bh haha that sounds like fun '
positive,'ameeraaa ahh cool cool yeah it was pree good '
positive,'ameerahhhh thanks twin it actually went pretty well'
positive,'ameeth your tweet was just included in the longest poem in the world www longestpoemintheworld com tweet '
negative,'ameh miss einea henderson lool she s a character in the musical but not in the movie '
positive,'ameler nice u shuld b watchin scream lol'
positive,'ameler why u following people i m jst playin ufc '
negative,'amelia lewe yeah i know sadsdad puppies hmm today im goin shopping maybe we can do sth afterwards '
positive,'amelia grace aw you re gorgeous it will be really good to see you '
negative,'amelia grace because guys feel hurt too they just have a different way of showing it '
positive,'amelia sitwell you do have your faves '
negative,'amelia walker dw lol it snds like u had the best time i ll ring u tonite i m off to school exams nw laaavee uuu'
positive,'ameliaarsenic good good '
positive,'ameliablack definitely was tweeting while driving'
negative,'ameliabt hahahaha i couldnt put it on the laptop so i dunno if i was blind or dumb but it wouldnt work '
positive,'ameliacaye can i please use it for my icon '
positive,'ameliacaye http twitpic com hinz oh my gosh'
negative,'ameliadass heidi and lauren they like talk '
