@relation instances

@attribute @class@ {positive,negative}
@attribute @text@ string

@data
negative,'babyyygirlxox why was your birthday sadd whos ass am i kickiiinnnnn '
positive,'babz awesome as always '
negative,'bacchus what i don t get a shout out you don t help save the babies and then you dis me like that that cuts deep '
positive,'bachc thanks ill try '
negative,'baciami awwww thats sooo sad and alicia u seen to have the weirdest stuff happen to you'
positive,'bacieabbracci cool he works at vita mix beautiful area we were up there last saturday '
positive,'bacieabbracci hey thanks '
negative,'bacim rte i hate it when that happens too i m sorry sweetie '
positive,'chicrunner meant a lot to me too i was on the verge of death with you came along can t wait for sf b day slumber partay '
negative,'chicrunner divorce jeez if they can t make it '
positive,'chicrunner i love that you just noticed this '
positive,'chictopia hi yes'
positive,'chictopia i really am inspired i ve just recently taken a closer look at my wardrobe and thought'
positive,'chictopia it s ok because one of my favorite movie series is star wars that makes me more of a dork than you '
negative,'chictopia rubbish i was '
positive,'chictots well'
negative,'chicuco i got a motorola s to use with my original iphone and os '
positive,'chidesigns it already has improved thx chi b new blinds this morning'
positive,'chidread no prob '
positive,'chiefbombp chrissinicole maqriche oldies concerts are made for old school cholos but norteã o doesn t stabber but could be likely '
positive,'chiefcatalyst no problem'
positive,'chiefchimpanzee proud of you matey '
negative,'chiefhotmomma retired story looks good but link is broken thx super post i bolded some of your phrases as subheads looks great'
positive,'chiefmurillo thank you for following me i really apprecaite it looking forward to your tweets '
positive,'chiefsanjay i thought aap us mein ho and you did not inform us '
positive,'chiefsanjay rocking tweets from you'
negative,'chiefsanjay tat bangladesh link isnt working '
positive,'chiefsittinduck http bit ly hmxje that s what i think you should learn on guitar '
positive,'chiefsnypa thanks'
negative,'chieftain awww man sorry we only made it halfway up the dunes '
negative,'chieftech responding re your june reply we would have liked to be at publicsphere but could not make it we covered where we could'
negative,'chiefy damn i m jealous'
negative,'chiehhsu look like it s al qaeda again from cnn report '
positive,'chierinagase mm films usually handled at fuji oh i met a girl at san diego kwento soon i miss youuu '
positive,'chieska you will reincarnate as a man in your next life '
positive,'chiewata yeah man'
positive,'chiffoncupcake you and emily were the best white speckles everrr '
negative,'chigirl i m watching it too just no love next to me '
positive,'chihosting thanks i don t think it is possible on this stage of the site s development'
positive,'chiinarr lol marry an american'
negative,'chiizus ugh i m sorry to hear that '
negative,'chijakane i know and i feel bad i didn t go but i have to walk there and it s about minutes to get there and minutes to go back '
negative,'chikimou i dunno'
negative,'clostar sorry my ipod died last night so i couldn t reply have you got any old belly bars lying around i lost the ball for mine '
positive,'closureinmoscow album of so far for me '
positive,'clothdiapermom my hometown'
negative,'clothdiapermom oh no poor little guy '
negative,'clothes w i think i m just disappointed the voting got slower i want constant domination o hahaha kidding '
positive,'clothes w really gotta go look for that is it soft and densely packed gosh i love target '
negative,'clothes w share clothes puppy dog eyes nangangasim sp ako lmao'
negative,'clothes w thank you '
negative,'cloud ax definately im disapointed in kojima and microsoft obviously building skynet with milo hes not evil computer hes a little boy '
positive,'cloud it was great fun and entertaining trip for sure the ride was very comfortable indeed '
negative,'cloudave i am at the airport with flight delayed by hours not happy '
positive,'cloudbreaking same'
positive,'cloudbreaking thanks for recommending the podcast'
negative,'cloudconnected actually i think the na release date was confirmed for september so it s a bit more of a wait '
negative,'cloudconnected kh is the only thing i ll be a weeaboo about i still prefer it in english but i m impatient'
negative,'cloudconnected laaaame give him an ass whooping when he s done '
negative,'cloudconnected of them kinda turns me off of it all and then i buy more of them and dig a deeper hole'
positive,'clouddancefest good question sure they will be back in the winter when the weather is worse then i it now '
positive,'clouded hee thankee love you too '
positive,'cloudgazer my mushrooms are the low fat version boiled in water that makes the toast soggy '
negative,'cloudgazer sorry to hear that sounds as if someone at uea needs shooting '
positive,'cloudideas thanks for following me on twitter '
negative,'cloudlover poor thing i would probably have to switch jobs if i didn t have a space heater avail it s always an icebox in here '
negative,'cloudsaredreams sorry to hear u r not well'
positive,'cloudslager yaay i ll def be there'
negative,'cloudsteph crysies i wish sounds blissful good to see you'
positive,'cloudsteph fallon amp byrne sounds like something happened to me on bonfire night once '
positive,'cloudsteph fallon amp byrne sounds like something happened to me on bonfore night once '
positive,'cloudsteph lmao gonna be singing that all day now brilliant '
positive,'cloudsteph well done on the bollywood dancing'
negative,'cloudsteph you'
negative,'cloudwalking nice still waiting for mine to be delivered '
negative,'cloudzy omg same i do ad to miss skwl today hope it s not flu'
positive,'cloughridge i used to be a part of the sca look it up so freakin geeky and our war cry was quot spoooooooonnn quot thanks to the tick '
negative,'chikitona i wud go but im goin texas july st '
positive,'chikkychappy aww you re not watching it on tv federer s really doing great and monfils too haha but this is such a great match '
positive,'chikkychappy haha'
negative,'chikorita just workin like a dog '
positive,'chikss thx uda follow slam knal yup ok '
positive,'childfrommars ok good '
positive,'childhood ive made poached eggs with paprika a few times but not for myself '
positive,'childhood the party did go on'
negative,'childofdust gianthug i m online if you want to talk lt cuddle '
positive,'childperson i hope we don t get another bad winter here didn t think we d get rid of this last winter how are you today '
positive,'childperson thanx remind'
positive,'childrenparties thanks for the follow friday plug appreciate it '
positive,'childrensjewell i promise i really love them had a little trial on saturday the flowergirls are getting v excited no need to tweek'
negative,'childrensjewell free flights are good remember pound euro exch is naff at the mo too might still be good i suppose '
positive,'childrensjewell short answer yup definitely'
negative,'childrensjewell so damn annoying when that happens isn t it hope she doesn t copy your work '
positive,'childsi thanks'
positive,'childvoice thanks for the ff amp for giving children silenced by war a voice u rock '
positive,'chile pepper if that doesn t bring us luck'
positive,'chiliad oh'
positive,'chiliad thanks '
positive,'chilibump have voluntereed to work at for a month but they say they don t need me '
negative,'chilkotardis i am lost please help me find a good home '
negative,'chilkotardis i considered doing one but djsteveporter hasn t replied to me billy mays needs a mashup rep '
positive,'chillami quot did i ever tell you i ve been struck by lightening times quot benjamin button was surprisingly good '
positive,'chillami cubanchino thanks for the follow friday '
positive,'chilled ooh thankyou look forward to looking at it and project sounds ace '
positive,'chilled that would be awesome thanks so much '
negative,'chilli damn i forgot that was on they will repeat it i m sure'
positive,'chillilounge are you going to lobby for subsidised massages at work when you get back a la google '
negative,'chillin omg i m sorry to hear '
positive,'chillingo me too i can t wait at what email address can i contact you at '
positive,'chillininlondon hey gloria how r u i m still getting used to this thing how long have u and oscar been twitting '
positive,'chillininlondon it was alright i presented well but they said my design was like whatever'
positive,'chilliupnorth not so sure about the ducks but why not i guess '
positive,'chillogy congrats '
positive,'chillspotatl ok thx i ll be there '
positive,'back basics okies i ll post an ad '
negative,'back wonderland yes'
positive,'backcatch thank you it was so much fun lt '
positive,'backcommakatie and tell mama back that this fam road trip is not gross '
positive,'backie happy to you to bakie '
negative,'backlight the mcd s by me doesn t have milkshakes '
negative,'backpack mack i kno rite damn i wish i was there '
negative,'backpackballerj not really i m off in more hrs '
negative,'backpackingdad aw poor little guy mine was like that at about mo'
positive,'backpackingdad awwwww'
positive,'backpackingdad awwwwwwww that is one good looking baby great news to wake up to congratulations '
positive,'backporchsoap congrats on your award event http www ssliving com exciting nice new profile picture by the way '
negative,'backroad good to know looks like the cable isn t actually up and running even though they said it would be '
negative,'backseatgoodbye aww thats a bummer '
positive,'backseatgoodbye i nearly peed my pants when i saw you are coming to boston on the th i will be there '
negative,'backseatsurfer oy get checked for ulcers please please please '
negative,'backstagejbj gonna miss you guys this summer new brunswick is to far '
positive,'backstory sounds we will get some bs on the new unit amp the new producer'
positive,'backstory welcome aboard ann '
negative,'backstothewall have to do an exhibition proposal yet the sun must wait for me'
positive,'backstreet makes sense '
positive,'backstreet team thanks '
negative,'backstreetboys why u have to bring it to you like the backstreet team'
negative,'backstreetboys florida you didn t come here last time orlando'
negative,'backstreetboys florida you didn t come here last time bsb'
positive,'backstreetboys holla now you can join the rest of us '
negative,'backstreetboys was tottaly joking about that failing part '
positive,'backstreetboys nick carter i am wainting for the new record'
negative,'backstreetboys to use the site man living in nyc we cant afford anything '
positive,'backstreetboys all right can t wait for the new album i m sure its awesome hugs'
negative,'backstreetboys always win people from united states or another contries'
negative,'backstreetboys aw u guys r rly going overseas st again pls don t get your faithful us fans pls make sure we get lots of dates early'
positive,'backstreetboys brian you are so adorable and funny groundctrl live gt http ustre am x c '
negative,'backstreetboys by bye bye bye bye bye from chileeeeeeeeeee '
positive,'backstreetboys can we have a pic from aj with his dry balls '
negative,'backstreetboys dallas misses you you didnt come here for your last tour '
positive,'backstreetboys fellas would u mind calling my say now and leave a message maybe some advise myspace com mannybluesmusic'
positive,'cloverandbee yea way to go super excited for a great midwest resource midwest pride '
negative,'cloverdash a very small few'
negative,'cloverdash it s gone all kinked up'
positive,'cloverdash lol'
negative,'cloverdash never used to mind barry but i have to officially hate him now he s joined given at city '
negative,'cloverdash yea and to make it worse i thought it was tuesday'
negative,'clovergirl i m sad we didn t get to go to mongolie grill '
negative,'clovertised hello are you finee '
negative,'clowee tee i thought you were my loving'
negative,'clowve next week is fine with me wish you could go for urbanscapes too '
positive,'clr a lil thanks lt '
negative,'clreps re that last thinger'
negative,'clrzqstn i know darnit and idk why i am jealous i shouldn t be i hate the feeling '
negative,'clrzqstn i know i m confused too and i kinda only feel this way when i like like a guys i m soooo confused'
negative,'clrzqstn miss u and the worst thing posible hapend thomasfiss is n t in vfc anym re i cnt stop cryng bt i will always love n suport h'
negative,'cls i don t like the resolution'
negative,'clseeyedleap hey gorg is it hot as an oven in ny cause it sure as hell is here in mia we miss u u don t even write to me no more '
negative,'clsp how cannn don t hate me i m sorry i will unregister myself i am but a worm '
negative,'clu learning for you or someone else '
positive,'clu for real ilpetey what you got '
negative,'club esso where are you call me'
positive,'clubalektrablue ihop butter pecan syrup is amazing so no judgments here '
positive,'clubalektrablue hahahahaha we looked hotter '
negative,'clubberlang damondnollan i thought u had my back damond i see the it brothers stick together i didn t do anything wrong '
positive,'clubhouseb yaaaaay '
positive,'clubjade i lt ren amp stimpy '
