@relation instances

@attribute @class@ {positive,negative}
@attribute @text@ string

@data
negative,'change for iran oh my god this is horrible did you see or hear any news of mousavi was he in the protests today '
negative,'change for iran that made my eyes tear up that is bad i m sorry '
negative,'change for iran the people o iran want mahmud ahmadinedschad amp not you '
negative,'change for iran ultimately he has no choice'
positive,'change anytime change '
positive,'change see if you have it if not get it then come back i haven t bought a phone since i have the new htc touch pro '
negative,'change work is dumb slow no one want come by a car '
negative,'captainhayashi yeh that went to hell for me too '
positive,'captainhumphrey you re very welcome to come if that s what you decide to do '
positive,'captainhutch true bro was just looking at a photo of miri and some friends standing in the snow at rainbow had some pangs missing nz'
positive,'captainjack subscribers and you global politics amp news http bit ly kvelc gt this is a special one for you jack '
positive,'captainjack lol alien hands '
positive,'captainjack thanks for following '
positive,'captainjack they really do appreciate the time '
negative,'captainjls aw'
positive,'captainjohn thanks happy samesexsunday to you as well sounds like you had a hell of an evening '
negative,'captainkazz ahhh i want to go to brissy any particular reason why you are going '
positive,'captainkazz haha there is a photo of you and dani in her room and'
positive,'captainkazz haha yay you d better you know'
negative,'captainkazz ohhhh makes sense i guess lol but i don t want it to end '
positive,'captainkieran bahaha and i will marry freddy prince jr '
positive,'captainkieran come on dude'
positive,'captainkirt always the way i might later great day for it '
negative,'captainkirt good luck you ll need it'
positive,'captainkirt welcome '
positive,'captainludd i will have to see the unveiling of your new lr arrangement is there an official event planned '
positive,'captainmicahp thanks for following and for listening to schooners '
positive,'captainmurdo everyone s entitled to their own opinion '
positive,'captainpenis okay'
positive,'captainplanet santitai did you guys see lisa s tweet she was never with jack some fuck just made that shit up lol '
positive,'captainrat interesting find '
negative,'captainroundeye just vp actually k left this afternoon '
negative,'captainseebass sparkyma girlfriend troubles got some serious thinking to do '
negative,'captainsharmie it won t let me buy the tickets with my mastercard'
positive,'captainslim you certainly picked the right time to stay over in cgn first decent summer days we ve seen in a while '
negative,'captaintapole i ve ben yelling at teenagers in theaters to shut the hell up for years already '
negative,'captaintapole thats funny because i m the opposite'
positive,'captaintau hi back '
negative,'captainwalker jamestown '
negative,'captargo it s cause there s no fat anymore fat flavour'
negative,'captbarbel dimdim'
positive,'captblackeagle santasdevil triploculturado thank you so much the followfriday endorsements u folks r awesome cheers '
positive,'captblackeagle good night http blip fm rrx'
positive,'captblackeagle good morning '
positive,'captds e i like cohen his criticism of yankee stadium was unnecessary tho btw'
positive,'changeca thanks for the ecomonday love '
negative,'changedforgood aww that sucks it wasn t that long though but dianne was so cute as usual lt hopeflly some mite put it on youtube s'
positive,'changeforge there will be a big change in new model a video recording is probably be coming into it so'
negative,'changeincolors i only caught the last minutes right as my jimmy was ending his sketch '
negative,'changeincolors it s so weird you re just waking up and i haven t even gone to sleep yet brutal schedule is brutal'
negative,'changeisgood can t sleep the life of an anemic lol'
positive,'changeisgood hey sweetheart are you referring to someone i unfollowed '
positive,'changeisgood yeah i liked it '
positive,'changeofkey amen perhaps your heart needs calling cards i could make you some '
positive,'changhuiping no problem '
negative,'changibedsheets loool if only i would be awesome at making sims mine look always stupid but i ll try '
negative,'changibedsheets those features seems to be working fine for me but it always gives me an printer error message which is kinda weird '
negative,'changingmylife damn i don t a mac to run iphone tether '
positive,'changroy no he s the actor '
negative,'changspanx what about me i d miss you sean '
positive,'chanibelle let your mother have her t shirt you have a birthday in august'
negative,'chanicedev nne lol yea its not hard but i dont know alot of pep wit one '
negative,'chanicedev nne wtf niecey r u serious dam yo wats happening man that shit aint right i dnt get it'
positive,'chaniceslater me toooo where you flying from '
negative,'chanida u could have invited me '
negative,'chaniiie whaaaaaaat'
negative,'chanikai you aren t mad at me'
negative,'chanikin i just moved house and we don t have net yet deprived '
positive,'chanikin you can do it '
positive,'chanky you should haha'
negative,'chanmorahmarie u kno i wud love to be on tha fone wiff you but i jus had to hang up on tha nigga kus it died amp u neva gave me ya '
negative,'channelhastings same here terry he should have been at smooth sundae'
positive,'channingtatum mile run good lord hun no wonder you look so good lol '
positive,'channingtatum he introduced kings of leon '
positive,'channo i hate you'
negative,'channy nkotbgal i didn t get that one i will check with my sister in law and see if she got it she recorded alot '
positive,'channybaybay lol true that but money comes and it goes so its all good'
positive,'chanpretty thanks '
positive,'chantaaalex haha missyew i m having busy days thats why i rarely tweet miss you amp lynaarchuleta '
positive,'chantaeh and always shall we meet '
positive,'chantal d joeyno bij daisycon performance based marketing '
positive,'chantal tilly flew by so quickly as was so lovely works been ok last few days tho amp only weeks left really so not long to go sorry'
negative,'chantalatrice i m not sure aren t yall supposed to be going out of town this wknd '
positive,'chantalclaret im sure your kids will be absolutely adorable i mean'
positive,'capteininga welcome to a world of responsibility and social demands at least now you can drown your sorrows at systemet l '
positive,'capthazard you re my new music adviser '
negative,'captjaaack hahaha hooters swimsuit pageant and parties are mighty tempting but i have work detour in nyc next time '
positive,'captjaaack shoot you and tom tell me what i m building first '
positive,'captno get followers a day using www tweeterfollow com once you add everyone you are on the train or pay vip '
positive,'captnustin not v bright'
positive,'captspastic they do when you have things to do on them '
positive,'capturethebeast rebeccarem dedicating my nd update to mah girlies lt thanks you two'
negative,'capturingclouds cheer up buttercup '
positive,'captverde yes'
negative,'captwfcall did you use the words quot go eff yourself quot sucks dude '
negative,'caputdraconis then don t send me a link saying he s dead '
positive,'car dave aww wow im doing my photography '
negative,'car dave sinus infection the whole left side of my face hurts '
positive,'car dave thanks i hope it stays this way through most of forever '
negative,'cara yeah feel the same way rip indeed '
positive,'cara hamilton hah no worries it s kinda hard to get used to '
positive,'cara mel she can survive anywhere maybe some culture shock tho '
negative,'cara x cos edinburgh uni starts on the st which is the day before'
negative,'cara omg'
negative,'caraa x ano wasn t very late it was about thoo lol i was very tired '
positive,'caraa x katy perry if you can afford me '
negative,'caraa x your hair gets so long so quick jealous '
negative,'caraandclo same ere but just dropped a full tub of jellybeans all over the floor pmsl '
negative,'caraandclo youve changed your pic i liked curious george lmao '
negative,'caraandclo lmaoo poor you mine isnt that bad'
positive,'caraandclo oi im not a fkin idiot man i know man i was jocking guess what we re eating feasts '
positive,'caraandclo yeah you x'
negative,'caraann mark and i wont be here tomorrow ill either check it saturday or early next week hows that '
positive,'carabian except signing up in twitter '
positive,'carabyrd wow'
positive,'caracakez yea that does thanks '
positive,'caraciao yeaaahhhh we have to chat about it tomorrowwwwwww '
negative,'caradi me too'
negative,'caradiangel i love the sun and i d love to play what day do you leave currently i m horribly sick with fever galore '
negative,'carajscherer morning batch mondays are so hard already thinking about the weekend this one http twitpic com f vx'
negative,'carakeithley i m so glad i wasn t tricked into planting flowers last week supposed to be another frost adv tonight '
negative,'carakeithley you re right and i feel for ya he ll probably be thrilled to talk to ya on the phone tho tear up those cell lines '
negative,'caralandicho aww you replied my name wrong i miss you too at least we re classmates quot gt ilyt'
negative,'caralandicho i wanna but it din '
positive,'carambelle i love you sooooo much hehe â '
negative,'carambelle well'
positive,'carambs yes exciting nga i m always on plurk where are you na '
positive,'carambs'
positive,'caramck it was packed lots of fun'
positive,'caramel tinny i mean younger sista lol '
negative,'caramelapples twitter we couldn t find anyone named joey smirk nevermind '
positive,'caramelbeauty why limit your story to ch tell all what is annoying you at www iamsoannoyed com '
positive,'caramelbella hi been kinda flying by the seat of my pants actually i ve been going so fast my pants are about a mile behind me '
positive,'caramelflavored ah hello i m jamie yeah mcfly is awesome i can play falling in love but it s only chords and i can do the solo too '
negative,'caramelflavored oh yes sucks really bad i mean it couldve been someone else like oprah or something but then its charice dang it'
negative,'caramelhooper welll damn that s in the way '
positive,'caramello tweet whimiscally did someone mentioned that they missed me well starting tmr more updates hahaha'
positive,'caramellotweet its ok you won t have to deal with anymore of me by tuesday i bet you re looking forward to it '
positive,'caramellov u get followers a day using www tweeteradder com once you add everyone you are on the train or pay vip '
negative,'caramelpearl der norrr'
negative,'caramelpearl stick around '
negative,'caraninamcfly haha pictures of prom arent that good have to see yours pictures of x factor are good have fun at boyzone x'
negative,'cararusso where am i '
negative,'carasperry omg i know u will understand how freaky was wokin on my bike last night n a huge roach flew outta nowhere n hit me ahhhhh '
positive,'carastarship the lion king duh i m not jack'
negative,'carateresa i too am sick so sick of love songs'
negative,'caraterez nah i just had to refresh how sad'
positive,'carathrowed hi '
negative,'carawong cara'
positive,'carazelaya thx to follow me mind to intro '
positive,'carbamazepine at least ur putting in a bit of effort im watching videos on youtube lol '
positive,'carbcountinmama i didn t think to ask until i got out to the car '
positive,'carbincopy nightshade cwb metsgrrllll chepito theopenend reply received this is a recording '
negative,'carboam vpns suck '
negative,'carbonleaf http twitpic com nydy you must be tired '
positive,'carbonleaf thanks for coming and for the cd '
negative,'carbonmade damn'
positive,'carbonoutreach thanks a lot please dm me your email '
positive,'artandmylife go on you know you want to really hope you had a lovely weekend in the wilds'
positive,'artandsoul i will send a little weather from texas it s hot very hot '
positive,'artate yes'
positive,'artbizness well'
positive,'artbloom i just realised i completely forgot to submit captions to the images will send them through tonight hopefully not too late '
positive,'artbychrysti you re still not as old as ethel '
positive,'artbyjaz well she does everything with style '
positive,'artbynemo yep farmers market at cherry creek is there every weekend great produce and really yummy pastries '
positive,'artbyskym thanks i really need to get myself one of these mustachioed rabbits '
negative,'artcrawl oh man'
positive,'artdance it s called quot otto or'
positive,'artdirectorbg lol that s wuts up i need it whn sum strts wrkin a nerve or i m strssd it mks me feel better amp i gt bt evrything '
positive,'artdoodads oh fun i love the process amp then you get to use your results send me a link if you make some stamps you want to share '
positive,'artdragon what kinda stuff u got i might make the drive for a good deal '
positive,'artemesiarae aw'
positive,'artemesiarae thx yup'
negative,'artemis neith yes'
positive,'artemis thanks '
negative,'artemisbones aw'
negative,'artemisiii aw sorry to hear that i don t know what i d do without jeans in winter'
negative,'artemisofluna bad computer if ever you would like another copy'
negative,'artemisofluna me too came home sick today eww gross and nasty i hate the flu what ve you got '
positive,'artemisrex ant nii thanks for the followfriday love follow these guys '
positive,'artemisrex ant nii thanks for the followfriday love follow these guys '
positive,'artemisrex agreed'
positive,'artemisrex happy birthday tiger hope you have an amazing day '
negative,'artemisrex her back is frowning at her '
positive,'artemisrex well the geminis i ve met had personalities indeed but both equaly amazing i m sure you re no exception astrologyanalyst'
negative,'artemyss i wanted to be there shiva burnt my asshole out of spite p s i hate u'
positive,'artenvironments added gmail was a perfect alternative though '
negative,'artesea cheers http www parliamentlive tv works well but only in ie'
positive,'arteworks seo doyouzooloo haha'
positive,'artfaerie good morning many hugs for the love '
negative,'artfagcity changehate'
positive,'artfanatic i agree'
negative,'chantalclaret it doesnt make me laugh either'
positive,'chantalclaret some people quot hate quot to express their undying love take that'
negative,'chantaleewaid yeah we are lol but probably later on after london'
positive,'chantalicious thanks '
negative,'chantalkyle i cant '
negative,'chantalmenard i meant celebrate dumb iphone typos '
positive,'chantaltiffani eating icecream '
positive,'chantalwhiz ok'
negative,'chante dannyxxx nope probably revision hbu x'
negative,'chanteamazing she ll eat it all and i m greedy '
positive,'chantelchabang long story haha lets just say i have a big head '
positive,'chantelleaustin good and you '
positive,'chantelleaustin hey thanks feel free to tell your friends too lol how about your book '
positive,'chantelleaustin aww thanks hahah it isn t that bad'
positive,'chantelleaustin good work i m on my way to lilyofoz s place competitive game uno we ve really gotta stop living on the edge teehee'
positive,'chantelleaustin i just wasn t thematically plugged in with your blog i work for a weather company'
negative,'chantelledaily sold out in stores'
negative,'chantellefiddy battery died '
positive,'chantellefiddy i agree'
negative,'chantellejsn wow thats amazing it ll take me a while to pay off my osap damn you deregulated programs'
positive,'chantellepaige are you keeping in touch with tom '
positive,'chantellepaige can you grab bill for me while you re out grabbing ppl '
positive,'chantellepaige go for it what have you got to loose '
negative,'chantellepaige hey chantelle'
positive,'chantellepaige hey pretty girl thanks for telling people to follow me yesterday sooooo sweet of you have fun doing much music '
negative,'chantellepaige you not following me and i been following you for awhile now '
negative,'chantellepaige your free download didn t work for me '
positive,'chantellmarie and i m sure u tweet with them as much as me lol chopped and screwed'
positive,'chantellmarie find it and tweet it link please '
negative,'chantellmarie flirted with someone i am a naturally flirty person whom i wasnt interested in and'
negative,'chantelmybell that s no bueno hope u feel better '
negative,'chantelmybell its my fault '
negative,'chantelmybell lol and i wasn t invited to the beach '
negative,'chantelnicole '
negative,'chantelnicole i am lost please help me find a good home '
positive,'chantelrhodes i thought you were already happy '
negative,'chantelyo chantelllll im gonna cry now '
positive,'chantersnod happy bunny always makes me smile '
positive,'chantersnod wish i were there to lull you to sleep '
negative,'chanteuse you did whoopsies checking now wut'
positive,'chanthequeenb i love when i get mine freshly threaded'
positive,'chantified no worries with followfriday my inclusions are small in number'
positive,'artfanatic hi i tried to dm icy but it wasnt working and believe me i dont hate you at all '
negative,'artfanatic i don t have health insurance but thank you so much for your concern i am going to stay up for several more hours'
negative,'artfanatic i was hoping during the last hours since i spoke to her that it was not the case '
positive,'artfanatic oh ok im sorryu are hurting i just want people know the truth if you ever have time here is endgame http bit ly x cum'
positive,'artfanatic thank you for sending them to me x'
positive,'artfanatic thanks'
negative,'artfanatic ummm'
positive,'artfire hi michelle '
positive,'artfire wow you find really cool pieces '
negative,'artfirejohn do you think the bead crumb navigation will return to the new fusion studios i really miss that at the top of each item '
negative,'artfirejohn i can t view my comments from votehandmade '
positive,'artfirejohn not a problem i don t mind it s a rare occurrence since you ve become more well known '
positive,'artfromscotland you re welcome so glad you started that blog '
positive,'artful bloke i m sorry you haven t been welcomed in'
positive,'artgra emergency drop of nurofen and powerade headed your way stat '
negative,'artgrrl i am still in the uk tonight'
positive,'artguido lmao yes yes of course only you would want that '
positive,'artguido that s a great story i would have had to been living under a rock to miss it solar cookers don t work under rocks btw '
positive,'artguidodotorg guido newsman and weatherman all in one u should start your own show g day i ll be off now '
positive,'artguidodotorg thanks'
positive,'arthabaska yup'
positive,'arthe '
negative,'arthimeera i did but it was a bust due to storms my phone died sorry i have your gift if i can get to practice today i will miss you '
positive,'arthrob so tell me about it '
positive,'arthrreeeed heard tv on the radio s gonna be there everybody else is just a bonus http blip fm okoa'
negative,'arthur alston hey little early for bowling we re all hard at work still '
negative,'arthur alston straight flush king high today and still my account gets skimmed very demoralizing'
negative,'arthurbedran it s boring really that s super disappointing '
positive,'arthurdyer likewise'
positive,'arthurextreme thanks '
negative,'arthurkins i wish i could say the same '
negative,'arthurkins where s my fucking letter '
positive,'arthurnyc don t make me come through this screen amp pour water on you tcot hhrs'
positive,'arthurnyc you keep coming back arthur that means theres common sense still alive in you somewhere amp hope for a marxist free future '
negative,'arthurwhite no arthur what am i supposed to do without you twitter wont be the same without your sweet sarcasm and wisdom we â u '
negative,'carbyville oh ok thanks try that later gotta go back to work now '
negative,'carcarly oh i know they do in singapore too '
positive,'carcrash heartz yupp'
positive,'carcrashhearts what do i have lots of stuff '
positive,'cardboard lol no its a plain white seat '
positive,'cardboardcuts a friend of mine is '
negative,'cardboardguy saw cardboard constructed surfboard today somewhere on the intraweb did you catch that cant find a link right now '
positive,'cardboxdiva headed to the imperia '
negative,'cardcaptors love you girly xo'
negative,'cardfan lucky you mine haven t bloomed yet '
negative,'cardhousedream i love that song'
positive,'cardiacs ha ha ha look at yr twitter i suspect they will go in '
positive,'cardiffclimber have a safe trip '
positive,'cardineb teehee it was a good show anyway '
positive,'carditz give me your paper '
negative,'cardolive cause u r '
positive,'cardoperez raccoon dont get crazy now lol haha that so reminds me of bon qui qui idk if u like boys'
negative,'cardsforheroes i uploaded mine too'
positive,'cardsforheroes love the copics'
positive,'care uhhh sweet '
positive,'care horsescom good stuff we re getting the old yamaha xj working soon hope you have fun '
positive,'care horsescom lol too late'
positive,'carebearjk back at ya my fellow blockhead much love http myloc me cg'
negative,'carebearjk but i never went and went to the store instead but he thinks i m up to something '
negative,'carebearjk wow that s amazing super pricey '
negative,'carebearrr yessssh '
negative,'carebearsmiles i m sorry to hear about your dad carrie '
positive,'carece hello new twitter buddy welcome to sunshine tweets '
positive,'carece hope your week has been wonderful thank you for the ff recommendation looking forward to catching up soon '
positive,'carece thanks carece for ff love '
positive,'careerdesign you re so welcome personalbranding followfriday'
negative,'caremmsar oh i asked that '
negative,'carengreen do your thing sis wish i could be there '
negative,'carenl hey i did read bf but not ale yet i am still way'
positive,'carenl sweet dreams '
negative,'careohleenah we love yooooooou wish u were here '
positive,'carepathways goodmorning how is your day '
positive,'carepathways hi mary kay'
positive,'carepathways nice chatting night '
positive,'carepathways taking briefing calls this morning just got confirmed speaking engagement in fiji in october i love fiji '
positive,'carepathways thank you'
positive,'careraw ahh that s unfortunate i would sue '
negative,'careskin thx making me jealous the weather up here is all crappy '
positive,'caresslepore but at least it didn t drive you to throw your computer across the room '
negative,'caresslepore i can t concentrate '
positive,'chantillynative haha we probably do look as haggard as they do'
negative,'chantillynative yup'
negative,'chantiparnell aww i wanna do that exam hrs of boredom o prefer to be doing nothing tbh hahaa'
negative,'chantiparnell awww bless you '
negative,'chantiparnell damn im gutted haha i know r we still doin town on tues hehe miss u omg im so excited omg deffo il practice in the mirra'
negative,'chantiparnell haha bless you hehe haha its not bad '
positive,'chantiparnell hehe he is the best one but not really ote special haha theyre seriosuly all weirdos'
negative,'chantiparnell hehe im sooo sorry chan if id have only known hehe'
negative,'chantiparnell i wana be there num fan sharsies '
positive,'chantiparnell totally agree with you there just hope holly is ok tomorrow '
negative,'chantiparnell yesss'
negative,'chantizzlebitch the tickets are buy one get one free now'
negative,'chantzkacey yeah im sorry dosent feel good '
negative,'chanvin if i was in atl i so would sad day '
positive,'chany bee jajaja '
positive,'chaoflux yay bike proper tire pressure is crucial just dont pump to as on a hot day air expands and tires may splode'
negative,'chaoite i can t get in for the windows i have free this sucks just once undoes all the good work '
negative,'chaos at least you wasn t one of the ones who go on there snitching on camera they could least ask for the camera s to leave '
positive,'chaos something like that'
positive,'chaos chilln also '
positive,'chaos heehee'
positive,'chaos lol great way to look at it '
negative,'chaoscartel not cool you re not allowed to be hurt when i may be comming down soon who the hecks going to come party with me '
positive,'chaosfilms i love hate it especially the plyometrics and ab ripper'
positive,'chaoskittypie flys to scotland'
positive,'chaosmagick really oh'
negative,'chaosofthemind aww get it when your mom comes back d'
positive,'chaossmurf yes you do '
negative,'chaoszac fretful look okay but i think it s mumbling something it s a bit muffled under the hat but it sounds like quot i need lactose quot '
negative,'chaoszac gasp you i knew you were too good to be true '
negative,'chaotic keirra its okay i only got grrr haha'
negative,'chaoticbarb chaotic barb dang i was tweeting to the wrong account '
negative,'chaoticbarb i am stumped should rewatch the video fitfam bluebox'
negative,'chaoticbarb so confusing i m using twitter to get the questions'
negative,'chaoticbullets mmhmnnn and you didn t make any for me thanks grumbles '
positive,'chaoticshimmer i miss you more you complete me '
negative,'chaoticshimmer i saw an uber cute hoodie in clearance and i wanted to get it but it sold out '
negative,'chaoticshimmer if it was that paul i would have my ass already in line to see him sick or not i will have grandkids b i see him again '
negative,'chapel you can t be sick for tomorrow my mom said she ll babysit so we don t have to take him with us to the show its only hrs '
negative,'chaplin '
positive,'chapmanpeter aww keep the updates coming loving that smiley '
positive,'chapmanwolff i am shopping '
negative,'chappedman oh sweet cory i am so sorry '
positive,'chappers lol no i am actually strimming the grass hubby cut it yesterday and im gonna do the edges today then beer time hehe '
