@relation instances

@attribute @class@ {positive,negative}
@attribute @text@ string

@data
negative,'curb cuisine no trifecta for me tonight something about how we should be seated for our anniversary dinner see you tomorrow '
positive,'curdbee yeah just did it again good luck otherwise'
positive,'curiedang haha dude same here it s always been one of my favorite disney movies '
positive,'curioddities lol'
positive,'curiositwitty hi thanks for the tweet and follow hope you re enjoying the weather is it cooler in the museum than it is in my office '
negative,'curiosity shop hey why you haven t followed me back kafey '
positive,'curious lis ð ð ñ ñœ ð ð ð ð ð ðµð ñœñˆðµ '
negative,'curious scribe bummer i hope someone is taking good care of you x'
positive,'curious not sure'
positive,'curiouscow its now '
positive,'curiousheidihi i miss you too and don t forget that you re completely totally awesome '
negative,'curiousidiot well that s a bummer mine usually don t but tday will ugh'
negative,'bebz iddon blerrrrrrrrrrgh im too hot and all sticky '
positive,'bec batty doing nothing'
negative,'bec batty sorry about that but happens to us all at times yes'
negative,'bec kie would love to'
negative,'bec r oh thats not good hunny '
negative,'bec i hope all the crocheting is going well i haven t touched mine in a couple of days '
positive,'bec tv it s just started overseas '
positive,'bec i would but im shocking at science '
negative,'bec lol i want to just sleep through all of next week but thats not going to happen '
positive,'bec thats alright where you playing sport moz '
positive,'becabear mezhead trip to italy to met rp and ks i plan on checking it out next week when it starts '
positive,'becabear make sure it has the word poo or balls in it underbelly does suck balls i gave up on it in wk '
positive,'becabear damnation ok well'
positive,'becabear do i have to pic shit up now'
positive,'becabear it was good to go catch up made a tattoo date for sunday evening yay but i am saving the paw prints for when we go '
positive,'becabear lol noundiessunday work lol dm if you please '
positive,'becabear lol i will let it know bed time for wiz bang night '
negative,'becabear lucky i want to shop have fun'
positive,'becabear night buttons '
positive,'becanson essentially'
negative,'becauseiknewyou looks like we re gonna miss earnie she s on th th th'
negative,'becauseiknewyou fail postie'
negative,'becauseuarehere no they hurt and i m allergic to the adhesive'
positive,'becauseuarehere that s a beautiful dog mine ain t so prettty'
positive,'becca darling fluffyvulture appreciate thought but vaguely unsettling soaring'
positive,'becca pammy rofl im trying to follow as many celebs as i can '
positive,'becca shoe aww glad i can help '
negative,'becca shoe ouch its like a jail cell u can t get out of '
negative,'beccaaarr i know stupid facebook wont let me sign in '
negative,'beccaalves it s attractive in some cultures '
positive,'beccaarrfjjp i like your face '
positive,'beccab and i do appreciate the compliment'
positive,'beccabarakitty awwwe who cares what they doooo bexi i think you should go ahead and do it he ll love it haha '
positive,'beccabeebee if that s all it takes to make you feel better'
positive,'beccabreu i had to do it last weeeeeeek of highschoooooool '
negative,'beccacercone i wanna have twitterrrific '
positive,'beccachan happy birthday sorry for the blank one my sister messed me up '
negative,'cthun regent lord can t we just all get along '
negative,'cthun i m in yo temple'
negative,'cthundr how could you go to cali without me i m sad '
negative,'cthustleharder just tryin get it homie i misssssss yall fool i havent seen my agg town homies in forever '
negative,'ctina i know but thats good soooo how s frank everything good '
positive,'ctirpak glad you are ok that would wig me out too do they still use that word lol '
negative,'ctjl happy belated birthday bff i m soory i didn t know when it was'
negative,'ctjl sorry i got a no from the manager he said next time he can get you all in as long as its before midnight sorry chris '
negative,'ctk with that said'
positive,'ctmagnus i m not insomniac but i m working late hope you can sleep well soon insomnia'
negative,'ctmerr no i m not going either '
negative,'ctmini her room re done this summer so it might have to be either or '
positive,'ctmini good morning isn t it pretty early there oh and shellenz'
positive,'ctmini i love them i will feel very british when i rock them '
negative,'ctmini our jb concert is weeks from tonight so excited i still don t have my tix in hand'
positive,'ctmini yeah she d never be found by the paps here that s for sure i m actually exploring the hills of southern indiana myself tom '
negative,'ctns i am '
negative,'ctoliver hahahaha shut up u dont want me u got quot mrs incredible quot remember i cant even come see u '
positive,'ctoliver i know rt anyways have fun and be safe mr chris lol quot ur sool peep s lmao nt '
positive,'ctpoulton in a very round about way this kind of is working for me '
negative,'ctpoulton really manchester has soul and stuff to do birmingham is pretty dull by comparison '
positive,'ctr soccer i am so in bed quot night night quot as we say at my house '
positive,'ctraganos somehow i expect data gov to be run by an android '
negative,'ctraider indeed was at its best though when it was tss kpereira krose slane bmoran chi lan alex was my fav period '
positive,'ctraider it sounds like being pro active is the smartest thing you can do good luck '
positive,'ctreit well sure if you re going to go there '
positive,'ctribe i hope you are having a great day '
negative,'ctrld '
negative,'ctrleverything we re off i m sorry parents coming in around '
positive,'ctrlsdatacenter my pleasure hope to receive good service from you guys and nice to see you on twitter '
positive,'ctrueny no problem '
positive,'ctsinclair here you want me to slap it for you wop hcsm'
positive,'ctstylist yes yes iam alisha is a hater for interrupting me besides the a is the place to be '
positive,'ctthrt there will be re runs '
negative,'ctvtoronto ontario records third h n flu death http tinyurl com mvbafy omg '
positive,'beccadoleman awww congrats and good luck '
negative,'beccadurbin aww im sorry'
negative,'beccaecca awww i m sorry to hear that did the workout help '
negative,'beccaface i m sorry i m hyperpperualrkerjlk'
negative,'beccaface trying so hard seems like every cd i put on makes me sleepy '
positive,'beccahabegger good luck you re obviously a braver soul than i '
positive,'beccahug yeah you gotta twitpic '
negative,'beccahzuazua without houston it s home all the people i love the most are here '
negative,'beccainbalt i m the one in pink black on the left and of course when it was my turn to speak i started crying cuz my dog needs surgery '
negative,'beccajane ooo thanks for the music rocked out to a little bryangreenberg on my commute this morning wish i could make the concert '
positive,'beccalad ty for the tips today they did help a lot'
positive,'beccaleeann is going to kill me for tweeting too much oh well i still can t sleep and mcorgies is entertaining me xd it s am weee '
negative,'beccalikewo no'
negative,'beccallanna don t judge me lol no i have to write my paper before i go to bed did you leave without saying goodbye '
positive,'beccalorna broke up because he shagged her teacher and well yea look at you getting into the old gg i m raising you well '
positive,'beccalovesbooks sorry for the delay i bought a bluetooth adapter for my printer'
positive,'beccaluvsjb oh wait'
negative,'beccaluvsjb this is not fair i want it now '
negative,'beccamac can t'
positive,'beccamangg mine too it s just such a sweet tradition '
positive,'beccamorte oooh'
positive,'beccane good luck may he be the romeo you re looking for '
positive,'beccanne little did i know it was the zombie march i was quitely enjoying earthfest when bam zombies it was great '
positive,'beccarar next to you out please lol'
positive,'beccarl hope you brought your running shoes '
positive,'beccarr mcc no it really wasn t and she was a wee bit fat too s aw good im glad to hear you re feeling better '
negative,'beccasgotrhythm i am obsessed with the american so you think you can dance wish we still had it http bit ly ffng look at mins omg'
positive,'beccavan you are so welcome it s a great way to start the weekend'
positive,'beccaviola sorry i missed you could we arrange to meet tonight on fb chat would appreciate any help you can offer '
positive,'beccawhite i havnt bought my dress yet im gnna go westfields after the science exam to buy one might get some gladiators as well '
negative,'beccawright eep i work till justin said he could watch them from on if you can get someone for the am but he works till sunday '
positive,'beccax oh cool what s your tumblr url '
positive,'beccaxvipx right'
positive,'becccccaa sounds nice where s it from '
positive,'curiousillusion aaaaaaaaah ok all for u being happy '
negative,'curiousillusion at least it s not been raining all day like all over the uk '
positive,'curiousillusion i hope you got to snore nicely '
negative,'curiousillusion i m just not an iphone fan i think it s because i hate when my screen gets dirty or smudgie and i m just a bb snob'
positive,'curiousillusion you re gonna have to take a photo of that '
negative,'curiousjayorge at least you have a trainer its sooo hard doing it on my own i m such a slacker and i know that i would feel better '
positive,'curiouslt ha ha well feel free to contact me next time '
negative,'curiousluvchild no i don t think im going '
positive,'curiousmike sailing a bit close to the wind there mike '
positive,'curiousonion classic dude '
positive,'curiouswines '
negative,'curligirl i m jewish'
positive,'curlsdiva i ve always wanted to look at my family history maybe when i retire '
negative,'curlsdiva however'
negative,'curlsdiva no it isn t'
negative,'curly aw '
positive,'curlycows me too they ve got a gr chemistry between them'
negative,'curlycypriot u okies '
negative,'curlydena boo any forren people trying from outside irish ips '
positive,'curlydena hee'
positive,'curlydena yeah'
positive,'curlydena you treat us so well '
positive,'curlyfoxy ð ñ ð ñ ðµñ ðµ ðºð ð ñ ð ð ð ð ñ ñ ð ñ ð ñ ð ð ð ð ñ ð ð ðµ '
negative,'curlygirlyml yeah that sounds good we should lay out before bc it ll most likely be raining after just like everyday '
negative,'curlygurl has to go back the rd i m praying not who will crack jokes with us '
positive,'curlyminx on ferry home'
positive,'curlyminx wales is cheaper than most places in the uk i do hope you make the move'
negative,'curlyque aww lizzie when do you get break '
positive,'curlyreds since you don t know what t is'
negative,'curlyroller i can t be trusted with houseplants or goldfish '
negative,'curlyuri it s actually training for work sorry for the misunderstanding i m not good enough for school '
negative,'curlywallst why would they do that i just mailed one today '
positive,'curmudgeonlaine omg yes'
negative,'curmudgeonlygal eek we re very sorry'
negative,'curnies holy hat'
negative,'curnies that s duuuuumb '
positive,'curphey what are you up to '
positive,'currency i just need a little twitter to get me going in the morning '
positive,'currencyblog yay you are my th follower thanks for following '
positive,'currentupstream i don t talk like that '
negative,'becci becci i hate you lt saw your flipping update bout jim i saw the advert yday tho and it looks like a goodun but damn you lol'
negative,'becci btw oth is on st week of july according to e i read something i shouldn t have tho '
positive,'becci eee yeah lol have you '
positive,'beccibullen ill tell him you said that oooh can u remember to bring camp rock back moz lol annndd aaaah did u watch jonas '
positive,'becciibabes truuuely rude'
negative,'beccrew sorry '
negative,'beccus and'
negative,'beccyboo awww i got my glorious guy hoodies i wanna wear'
positive,'beccyjoe tell me about it '
negative,'becdon o that was un called for you suck '
negative,'becfitzgibbon attitudemercury i miss being scared by movies like i was when i was a kid sucks growing up '
positive,'becfitzgibbon awww hehe let me know if you want some i take orders at anytime '
negative,'bechyy miss you online too weird not seeing you online hehehe '
positive,'becirothon oooh see you there '
positive,'becjee it only eats my direct messages i was going to ask how you were'
negative,'becjee it s because then you re left with your tiredness amp sadness all alone in the dark '
positive,'becjee oh'
positive,'becjee throwing things out is fun and therapeutic just remember old black tshirts can be recycled into dread pirate masks '
negative,'becjonas same'
negative,'beckag boooo we ll miss uuuu few more weeks til twicon though '
negative,'beckah i knew it p s my cap is too small too '
positive,'beckamcfly nice have fun although you cant not have fun lol '
positive,'beckamcfly yeaaah alright then wonder if any other sexy people are going tomorro '
positive,'beckamcmaster love the banner ad on the r h page showing a pig http bit ly zvsz '
positive,'beckamcmaster love the banner ad on the r h page showing a pig http bit ly zvsz '
positive,'beckamcmaster sorry to hear about your hangover lol but you did do it to yourself fun sometimes hurts huh '
positive,'beckamoor awww i dunno why lol why do i have to be so short haha love you becka '
positive,'beckamoor it is tru never change it again love looking at it xx'
positive,'beckamoor we are doing good had a fun day yesterday and today it is a day of doing absolutly nothing lol heaven if you ask me xx'
positive,'beckar that it hillarious i tottally agree '
negative,'beckcl i can t find it i checked ttc'
negative,'beckerbuns scooter broke it was four years old'
positive,'beckerdoodlez jump on the bandwagon and send krissy an quot ihateyourillegalpig quot reply '
positive,'beckers i will give the maccabees ago later i love summer tunes '
negative,'beckers i ve been to longleat it is fantastic except i got lost in a maze '
positive,'beckham u are awsome david love u regards from malta which i know u have been here b '
positive,'ctyler has a really hott blonde in bed '
negative,'ctz holy shit sorry to hear that'
positive,'ctzinck awesome'
negative,'cuallycatx that sure does was it someone in your actual class'
negative,'cubanalaf i m opposite wide feet hate my feet day was amazing hours shopping and tons to show for it scary stuff '
positive,'cubanalaf link me to the fb page we ll help you get over the hump '
positive,'cubanalaf yea i live in ny and work in dallas go figure '
positive,'cubanalust oo ok holla at us love '
positive,'cubanas he s shitzuuuu my pretty poodabutt he s staying over a friends house tonightt doggy sleep over '
positive,'cubanbrothers you guys were brilliant as always '
positive,'cubancongaman thank you there s just too much good music out there if u look into the right places preffer this over rap '
positive,'cubandoll you re welcome '
negative,'cubasian i love the pics and i miss you guys '
negative,'cube man yo i came'
positive,'cubex abhamalpani floatr seems the n launch will be quite a gathering of tweeple so a good reason to be there '
positive,'cubex danstuart abhamalpani pkgulati i m neither a nokia fan nor a user of one '
positive,'cubicgarden ah thanks ian i ve met meriwilliams a few times belleandherbs she is our most dedicated punter even made a fan page '
positive,'cubicgarden will do '
positive,'cubikmusik ah great will have a fiddle later and see what i can figure out '
negative,'cubikmusik comin back saturday evening '
negative,'cubikmusik mmmmm i want a with strawberry syrup i m hungover '
positive,'cubix yes it s there cute '
positive,'cubxxlookin u hi there i don t know just hoping that he s ok '
positive,'cuchulain enjoy my puggle woudn t make it on a trip '
positive,'cuck i think you guys are my heroes '
positive,'cuckboy amazin twittering keep em coming it s super exciting to follow your advantures with your wife '
negative,'cuckolds i m being set up again except now i ll have to watch her with huge membered guys'
positive,'cudddlebug lol excellent '
negative,'cuddigan yeah the crystal s got wet so they broke water damage not covered by warranty insurance on phone '
positive,'cuddle bug bill is super thanks you '
positive,'cuddlebum if there s anything i ve learned its to b positive and have faith sometimes clarity comes when u least expect it '
positive,'cuddlebum really dats nice'
negative,'cuddlenic oh ok thas a good time i can only stay like days tho cus i got school '
negative,'cuddlepuff nope me either i really feel for her hopefully she has a lot of people around to support her'
positive,'cuddleycactus you thought hey u r female i am sure you take care if yourself every hour or two '
positive,'cuddlybearx oh i c well it probably will '
negative,'cuddlyfamily so from top in the class to guaranteed dead last nemind'
positive,'cudlitz depends on if what you hear is good or bad hun lol xx'
negative,'currrsedphil oh nein '
negative,'currykidd rofl room is too small to dance '
positive,'currymansam ill happily be thought of as a freak who wants to be conventional'
negative,'cursedbyevil how can you live without a pc'
negative,'cursedbyevil and where is your new pic '
positive,'cursedbyevil haha thank you good afternoon'
positive,'cursedbyevil i know we are a pitiful bunch tonight'
negative,'cursedbyevil i m too stressed today'
negative,'cursedbyevil oh well'
negative,'cursedchimera re home that s exactly what i meant home in d town also'
negative,'cursedjezzy my dog ate the cat '
positive,'cursedjezzy thanks for the mascara input it s appreciated '
positive,'cursmidgeon learned my new word for the day '
negative,'curt mowery not as many as we d like'
negative,'curtbash may i highly suggest quot out of the silent planet quot by c s lewis if you don t remember the joke from this book'
positive,'curtcavin i agree texas is awesome enjoy your week off '
positive,'curtclifton i imagine at this point in the cubs history'
positive,'curtis http twitpic com u m first i wrote that you two looked good together but that would sound wrong hah '
positive,'curtis n yeahh i think so'
negative,'curtisdickie omg do i ever feel like an ass my phone just updated with your voice mail from monday im sorry i would have gone too '
positive,'curtisfinancial oh that would be fantastic i ll look for it thanks '
positive,'curtisjacobs haha you better respond to my nudge bitch '
positive,'curtismchale thanks will let you know it s something on my to do list but not really like now '
positive,'curtismchale you of course'
negative,'curtismuldrew working and wondering what time i ll get to lay down wait a minute what about you '
positive,'curtispeoples days til i get to sport my curty p slap bracelet see you in seattle '
positive,'curtispeoples congrats i m proud too '
negative,'curtjester hmm'
negative,'curtmonash i rarely talk about the latter prefer to stick with my expertise '
positive,'curtmoss edamame yum also try the pre marinated frozen ahi tuna steaks '
positive,'curtmoss just relax '
positive,'curtsmith enjoy family trumps everything '
positive,'curtsmith http twitpic com hcs oh how awesome jeeze '
negative,'curttkemp haha i have a subscription to the tennesseean tix to bonnaroo are like '
positive,'curveballmami iamchicobrown hi '
positive,'curveballmami night again'
positive,'curvedlika c i know that s right you gotta luv yourself amp be confident be safe amp enjoy yourself '
positive,'curvyboom and yet'
positive,'curvyboom atlantis we have tacos in england '
negative,'cuscedsaidso no i wish'
positive,'cudlitz glad to hear strange but true dreamed about you last night good dream '
negative,'cudlitz i wish we already had southland here in holland congrats on the pickup btw '
negative,'cuecas that sucks lol'
positive,'cuelight thanks'
positive,'cuelight that s okay we can resechdule for another day '
positive,'cuethecarcrash thanksss '
negative,'cuevman i know'
positive,'cuevman you must be doing something right if the pron is following you '
positive,'cuevman rofl i needed that ha no directed at two faced ppl yet can def be taken as you did '
negative,'cufa but to be honest'
positive,'cufa was thinking of trying pix ie'
positive,'cuffsthelegend lol u must eat hamburger helper a lot '
negative,'cuhristeeen and not visti me '
negative,'cui jie dunno eh i saw her email too '
positive,'cuiying love this song '
positive,'culinarychef what a great guide for those of us that are unsure thx '
positive,'culinarycory shred'
positive,'culinarysherpas just ask greg '
negative,'cullenangel nah'
negative,'cullenboy now the visitors are getting here now '
negative,'cullenhouse they didn t play it last night at my theater either '
negative,'cullenlover german girl i m going to sleep already thanks for your short time i ll be back as soon as possible '
positive,'cullenpixie hey alice '
negative,'cullenscupcake were a paerfect couple but man i m gonna miss their show '
negative,'culona poor tummy'
positive,'cult of angels are you being offensive it takes a lot to offend me i thought we were building good repoire '
positive,'cult of angels well okay u win '
positive,'cult of angels yeah can t stay away from it find yourself chatting with strangers it s so much fun '
positive,'cultofdusty thanks dusty'
positive,'culturalrealms ñ ðµð ð ð ð ð ð ð ð '
positive,'culturalsnow perhaps but i think it s nice when people have the courage to pull it off in their memory http tinyurl com v lur'
positive,'culturekiller good luck '
negative,'culturepulp i hope everything s ok i got nothin on the ideas front except'
negative,'culturesclothes nothing special'
positive,'culturesclothes perfecto '
negative,'cultureshockmag is sad n it makes me sad amp colinmunroe didn t come i was excited about meeting u waledc cracked on my carpal tunnel'
positive,'cultureworker good catch'
positive,'cultvines good explanation and reason i d buy a x though if you re treading those roads that often '
positive,'culvere http twitpic com bw e what a lovely day '
negative,'culvers i can t get it to work on facebook '
negative,'culvers it takes up too much space'
positive,'cunderwood how about a nice dinner with your mom a daughter mom dinner on her bday would be the perfect bday gift '
negative,'cunderwood i don t think i want to watch the awards now have a great time on vacation '
negative,'cunninghamster it is okay all missing my great nan loads'
negative,'cunninghamster lol well im on a phone cuz im at the pool haha sorry '
positive,'cunninghamster thank you xxxx'
positive,'cunningstunts yes i am '
positive,'cunxmoor haha thanks '
positive,'cunxt i m wda s best super admin '
negative,'cunxt jkjk but ya fcking ftp isn t working for some reason '
negative,'cup half empty ha i dont know if anyone could read maps worse than me i would love you to be here'
positive,'cup o hurley you follow kevin too '
negative,'cupcake nyc they both have lovely voices arrgghhh girly you are still lucky i want to meet tim when i go to ny lets go to a show with'
positive,'cupcake nyc nellypt we re gonna have to take him out '
positive,'cupcake yo lmaoo hahahaha yeeah i kno right too much of a good kid '
positive,'cupcake i lt the gokey gang amp danny always amp forever danny has the best fans ever '
negative,'cupcake don t hmmm me love whatcha doing tonight '
negative,'cupcakecola still having the problem not so twitterific times how did you fix it '
positive,'cupcakecore oh man hahaha happy birthday'
negative,'cupcakediary umm i want to read your blog but it won quot t let me i have to be invited'
negative,'cupcakee no '
positive,'cupcakegallery where exactly are you located i haven t been downtown in a while the only dessert place i know of is just desserts '
positive,'cupcakejonasbro ya i already know '
positive,'cupcakeloser pet pics'
negative,'cupcakeluv most sales guys are jerks though part of the problem '
positive,'cupcakemafia haha'
positive,'cupcakemafia i d say you are a go to girl that i admire or woman rather '
positive,'cupcakeqween i love all the cupcakes lt lt lt '
negative,'cupcakeqween i miss your gutsss '
negative,'cupcakeqween i texted u no reply '
positive,'cupcakerehab sahweet i can t believe i won awesome'
negative,'cupcakes probably getting drunk i saw photos of him totally smashed '
positive,'cupcakes love ur bg it made me hungry sweets lol have a great sunday '
positive,'cupcakesareyumy let s go disneyland sounds like fun right now lets do it '
negative,'cupcakesfortwo can t eat almonds not good for me '
positive,'cupcakesfortwo good night darling sweet dreams '
positive,'cupcakesfortwo no the book is not boring please give the book a chance '
negative,'cushcheeks it s just some stuffs that you really matter so much abt'
negative,'cuspate daughter now on unlimited text tariff can t afford to be payg and reply to all her texts cheaper to buy new iphone gs '
positive,'cussamn yikes i missed that too will you let me know one week giddy up andrea'
negative,'cussbunny it worked a hour ago not sure not maybe blocked again '
negative,'cussinavi yeah tell me about it '
positive,'custardcat you moving anywhere nice '
positive,'custardcuppcake was lurking lol '
negative,'custardcuppcake ah this is the dilemma was getting d'
positive,'custardcuppcake for sure i ve not been good at that stuff'
positive,'custardcuppcake things are good how have you been '
positive,'custardcuppcake yeah i am think so '
negative,'custom misery i still think you should come on saturday '
negative,'custom misery i think you re going to be in edinburgh alllllll week so you should just come over here and hang with us for oneeeee night '
negative,'customatic ur heads big '
positive,'customizedwed and great morning to you too wishing you a fantastic one '
positive,'customizedwed ohh that sounds exciting good here'
positive,'custommademel wassup hum '
positive,'custumz cause we never grabbed them when we were at my house i ll bring them down tomorrow '
positive,'cutalin hey'
positive,'cute divya thats precisely the plan cant scare everyone away on twitter '
positive,'cute drea nice nakaka adik siya no hehe '
positive,'cuteater ð ð ð ñ ð ð ð ð ð ðºð ðºñ ðµð ð '
negative,'cutebug yeah same here i have a bit of headache too ick '
positive,'cutebuthot heyyy jazz wat s up check out my music page and tell me wat ya think www myspace com fefe '
positive,'cutebutpsycho also sounds good '
positive,'cutecourt oh yea'
negative,'cuteey lol ya go on strike i m sick too'
positive,'cutefede goodnight '
negative,'cutegingerbread aww i dont even know if i shoudl get anything kuz with shippings its like the same '
positive,'cutegurlie ew bubby '
positive,'cutejessi hey jessi'
positive,'cutelittlekitty you ll get it after you ve seen ther movie i felt the exact same way until i saw it '
positive,'cutem that s our line these crazy peeps front back side to side fron front back back side to side that commercial was playing '
negative,'cutemonsterchik sleeping leave me be lol then work then studying for my logic final '
positive,'cutencouture imma email you some shit glad your up '
negative,'cutenory i was at the other day '
negative,'cutespacekadet just had a downpour in manchester and i m both coatless amp brollyless '
negative,'cutestkidever sorry sweetie how did your contest deal turn out '
negative,'cutestkidever i can t see any hosts either '
positive,'cutestkidever it s time for me to turn into a pumpkin i need to get up in about hours old days i d be in bed hours ago tweet me '
negative,'cutestkidever there were so many things but the worst was crawling to the bathroom nightsweats'
positive,'cupcakesfortwo cup who were you talking to about bacon if not yourself '
positive,'cupcakesfortwo dm me and i will you later will don t give keep trying later '
negative,'cupcakeslam yeah it sucks hopefully the streaming site will work tomorrow'
positive,'cupcaketour awesome thanks '
positive,'cupcakey exactly the cut on a lot of those clothes in there are seriously unflattering this is why i like to make my own clothes '
positive,'cupidalaska i love youuuuuuuuuuuuuuu '
positive,'cupnoodles good luck '
negative,'cuppie cake haha yeah the flash is bright great camera my lights stuck on at the moment '
negative,'cuppy it sounds so easy'
positive,'cuppy since you are on a diet and all'
positive,'cuppycake well this is the first chemistry one im doing its on c c and c '
positive,'cuppyslincoln thanks for the follow '
positive,'cupreme haha forget about that nigga in my presents when u here in july '
positive,'cuprisin wow how does feel to be called a quot columnista quot '
negative,'curaja daughters aren t supposed to approve '
positive,'curbsideservice i know right usually at people are killing me today '
negative,'curchine you sound like your mom i miss you '
positive,'curdbee i love your service not only the product but the customer aspect too '
positive,'cure lupus sending you a smile to help get you to peaceful compromise quot normal quot is sometimes just too much to ask of yourself '
positive,'curesrock great attitude i would be bummed not running'
negative,'curfewmusic hmmm'
positive,'curiosafmmb it was really fun '
positive,'curiosafmmb nah'
positive,'curiositykate thank you '
positive,'curiositykate that s one of my favourite tweets ever '
negative,'curiosityplease probably not'
negative,'curious gaby wish i could be there '
positive,'curious sounds like loa to me '
positive,'curious how have you been still battling the addiction '
positive,'curious maybe eminem can at least be happy that it looks like they at least shaved sasha s butt ok i need to stop there '
positive,'curious so can you go another hours use that inner will power come on '
negative,'curiouserpanda that is a very very good idea me if i fail anything internet will get the blame i hate the internet '
positive,'curiousg chew slowly '
positive,'curiousheidihi sending good thoughts and magic to make the quot niggles quot go away and to let u know you re not alone '
positive,'curiousillusion i didn t want to say that '
negative,'curiousillusion i see lightning is it supposed to rain tomorrow '
positive,'curiousillusion seemed like it was dying a couple of frustrating deaths cough cough hic up excuse me '
positive,'curiousillusion shoes'
positive,'beckharkin lol r u watchin the crows vs hawks game hahaha'
negative,'becki i know right it s like they got there right in time '
positive,'becki yea we may sell it at a reduced price '
positive,'becki haha i may have to make it bsg themed i ll figure something soon enough '
positive,'becki i miss you '
negative,'beckiann how did you like ppc classroom so bummed i didn t make it '
positive,'beckie d thank you '
negative,'beckie illson i don t really like that feeling i really don t want it to end i think i m gonna cry '
negative,'beckie illson i named marty'
negative,'beckie illson oh'
negative,'beckie illson same the mike tyson bit wasn t as good as it was on the advert '
positive,'beckie shares please '
positive,'beckie but it s all good need to choose a carpet today and stuff wooo haha sluis soon yay can t wait '
negative,'beckie i will i d have to travel across the country first though love you nutter sends hug '
negative,'beckie oh at a time can t be good is there any way you can stop those hairs bothering you so much '
positive,'beckie prehaps beckie it is getting worse due to the stress of exams but they will be over soon'
negative,'beckie sorry i missed it but the computer is crashed and i have to use my ipod touch which doesnt let you have flashplayer '
negative,'beckie teacher at school'
negative,'beckieegrace apparently my free texts don t come until the th so my credit is dwindling away '
positive,'beckieillson i oficially hate being bored beckiebobs looking forward to the summer though '
positive,'beckiejean thanks '
positive,'beckiejonas hey i m great'
positive,'beckih heyyyyyyyyyyyy im guna follow you back now'
positive,'beckinelson '
positive,'beckinelson coooooool '
positive,'beckinelson days i am so excited thats like weeks and two days oh my gosh im so excited '
negative,'beckinelson awww come jk mr sun '
positive,'beckinelson night night x good luck and hope your eyes get better xxx'
