@relation instances

@attribute @class@ {positive,negative}
@attribute @text@ string

@data
negative,'sugarush zeebie go wake him up i want the sun back '
positive,'supernatual give me some dean tied up pron'
negative,'supernatural aw'
positive,'supernatural hi guys d never shown my huge appreciation for all the pics lt have one of the recents as my background yum'
positive,'supernatural http twitpic com e c oh my god kinda speechless right now swoon '
negative,'supernatural http twitpic com gm i he looks a little disappointed in us and i think he wants to say quot told you so quot '
negative,'supernatural http twitpic com k awwww poor boys cries so sad '
negative,'supernatural http twitpic com l i liked old ruby best '
positive,'supernatural http twitpic com r hmmmm with a dash of whisky and a nice cigarette '
positive,'supernatural http twitpic com xa i soooo love his eyes im a big sucker on beautiful eyes '
negative,'supernatural http twitpic com dqm gotta be in the right light to look at it though '
positive,'supernatural http twitpic com eg r misha s so talented i can do something like that with my tongue'
positive,'supernatural http twitpic com qhky yay any for skinsunday other than the butt shot please'
positive,'supernatural http twitpic com jd x chuckphie oh he definetly did hehehehe smut smut smut '
positive,'supernatural now now don t call twitter stupid everyone is overloading them gonna blow up one of these days be nice '
negative,'supernatural serious i d like to say that this one was def one of my own sowwy if it s urs '
positive,'susanlee haha'
negative,'sweetheart eeeeeeeeeeeeli'
positive,'sweetjane thank you for voting very nice to meet another tampa wine lover '
negative,'sweetpea i hope you feel better soon '
negative,'sweetpea what s up '
positive,'swisschick good luck with your diana join us flickr group called lomobook http is gd b g lomo lomography'
negative,'t a y lol good for you am on a hour bus journey and don t have any sexy flt attendants '
positive,'tahlia so'
positive,'taylorswift hey taylor it s been a long time since i have talked to you i miss talking to you so what s up '
negative,'taylortrash no i work tuesday saturday'
positive,'tayylor ha i really wanna'
negative,'td link my new imac has a gs '
negative,'telenovela i saw this message too late thank you i should actually start checking this more often '
positive,'the tieï i t '
positive,'thefranchise i know i miss ya things are great'
positive,'themillster are you coming too that s exciting i m just drinking tea and watching scuzz blink up next http myloc me ntv'
positive,'thien miam '
negative,'tira ive been doing french all weekend'
negative,'tla nope but yooo every thursday promenade ladies free b rsvp quot honeycombthursdays gmail com quot i better see u boo'
negative,'toki the wee girl started crying and her mum came on'
negative,'toki will you hold my hand '
positive,'tomash to make a long story short'
positive,'tomm as i said'
positive,'tommyreza copy amp paste has been available for jailbroken iphones for ages i m looking forward to turn by turn gps '
positive,'tonia i enjoy giving compliments you make it easy to do '
positive,'tonii yeeeeeeeeeeeah contdown i m soo happy lt today nd schoolconcert hope it will be as great as tomorrow ciao'
negative,'topo evidently i should have bought mine years ago too i got good comments on dell but my personal experience was quite bad so far '
positive,'traashy thank you '
negative,'huny i wanna go out with you '
negative,'huny not better think imma go to the hospital if this fever doesn t go down in an hour'
negative,'i am jack are you okay you didn t get hurt too badly did you '
positive,'i am jack cool down this is great weather i m by the kworth max stop now'
negative,'ianne i m on ep i keep pausing it cuz it s breaking my heart but yes'
negative,'ianne it makes me sad that i couldn t get any '
negative,'ianne swaggg dnt make me feel sad than im already am miss u already '
negative,'icarus is he okay going to see a doctor '
negative,'idabella so your not famous nomore lmao'
negative,'idance im upset with you now u were like omg the schwans man is here ill call u back then ur hanging with kayla and never called me '
positive,'idance oooh did you absoloutely love it '
negative,'idance '
negative,'idance '
negative,'ihaveissues '
positive,'iheartzombies that s a penny more than i get paid for my writing hoping to land a paying gig will def ask for help when money comes '
positive,'ilovegravy oh i know i am couldn t do it without kev sherry and co though ahaha d'
positive,'iloveisaiah theres a lot of things that remind me of you lt especially airplanes and helicopters lol'
negative,'incredible du hast ashley gesehn ich will auch '
positive,'inene i just love ur pic idk its just super cool and i m weird so lol'
negative,'intothevoid cuz of his posts lol interview for what place i go back to thrifty on tuesday kelly and sandy left '
positive,'irene adler buh bye pretty lady'
negative,'irene adler i m hollisdorian on flickr not sure why i can t locate you there are irene adlers listed but none appear to be you '
positive,'ironmike no ironmike'
negative,'isabeau haha unfortunately only london '
positive,'isabellaswan hey bella '
positive,'istone ghz'
negative,'itsharrison no sir sorry '
negative,'iwade hi yes i do i do not have that many lol'
negative,'iwade it was i m having an issue tho cuz my cable connection to telstra doesn t run on a cat cable'
positive,'iwade why thankyou i love to get my legs out xx'
positive,'j a m e s ahh i know this pic from ths love it '
positive,'j a m e s cool i dont know them but i look at their sites but that would be cool faovirite top friends followers '
positive,'j a m e s first no we dont have and that was years ago think to late xd'
positive,'j a m e s i have a question'
positive,'j a m e s nooo here its am i stay after this dore thing i slept half hour '
positive,'j a m e s omg i have never heard of it tell me u have it '
positive,'tranquilize thank youuuuuuuuuuuu'
positive,'tranquilize can i come on the chapters run '
negative,'tranquilize lol aw you are almost there everyone s having a crap day'
negative,'tranquilize lol i don t think many people are online rn'
negative,'tranquilize omg i m sorry i hope the situation gets better asap '
negative,'trouble imy '
negative,'trystianity throat s worse arent u supposed to recommend tea or oj rather than liquor heh'
positive,'trystianity t shirt do you want me to return that elvis'
negative,'trystianity you got some sexy pics girl love the eyebrow piercing i used to have a ton of piercings now i only have my ears lol'
negative,'twee ohh yeah i was still there '
positive,'type ordered and hi btw im herealso now '
negative,'undeniable hey im good'
positive,'undeniable i am already '
positive,'unicorn indeed i am '
positive,'unicorn never its on my bebo '
negative,'uniquegirl i have a sty and it hurts '
positive,'venividivici lol drunky drunk drunk what s shakin chickie '
negative,'veritas i want to get drunk too '
positive,'viajtrain i would fix it'
negative,'vig now working full time what about you '
positive,'vinyltap heh'
positive,'viv technically yes'
negative,'vq your dallas'
positive,'vq i can t believe you saw up you wanna go to ketchup on sunday for dinner my co workers wanna go '
negative,'wagathegreat or you lbs and your pants still don t fit '
negative,'wall stevie is still having a hard time with blood pressure and seizures and adam doesn t know what to do but yay for baby doing well'
positive,'wannabe thank you honeeeey '
negative,'weebs oh it is gt gt i mean of course it is l im tired as welll '
positive,'wendy r we bought tix to see it tomorrow'
negative,'wendy r you ve got to be kidding you should just go stay in a hotel and demand to be reimbursed this is ridiculous you need rest '
positive,'westbaer you might want to check out twe com free twitter sms updates currently sending me dms but you can set it up how you like '
negative,'whatsermame oh no x x i gotta go again i will come baaack xd'
negative,'whatshername boo '
negative,'wheezy so you re the one that s jinxing me i can t get anything done today '
positive,'whirlwind hello thanks for your tweet nice to meet you you can find percy s pattern here http ow ly aq r'
positive,'whitney ok niiiight'
positive,'wildrose what big words i m thinking a much shorter one lunch at freo yum '
positive,'pspice oh my what bia are u talkin about do we need to rally the troops n take the bia out '
negative,'pynk hi lyter the picture wouldn t work '
positive,'raeredeyes we all have our moments lovely still luv ya though '
positive,'rainykai thank you for your kindness'
positive,'randomusicgirl lol u said yr palm was itchy thats what it indicates a windfall'
positive,'red dot musuem pacific coffee company nice cosy place for sunday morning quiet and free internet '
positive,'remy with the ladys i rly think shit is gonna pop off tonight oh well i m ready '
negative,'renatamussi as soon as my computer will stay coonected to the internet '
positive,'reply me pls '
positive,'rikkusdream you went yesterday and the day before no complaining '
positive,'robypooh i m not going lol '
positive,'royhooker thanks '
positive,'rubymaree welll sorry that im not a massive twitter nerd jst coz i dnt need to watch porn like you all the time '
negative,'safe to be a nerd you re not following me you suck'
positive,'samitbasu he told me as much good good '
positive,'sarahk hey where is the pic of the pie the one whit me '
negative,'school other subjects left for today'
negative,'school again '
negative,'school in the computer room just a little bored '
positive,'school waiting for class to start ugh i need coffee lol '
positive,'school'
positive,'school wanted to say hello '
positive,'seolyk thats what david is doing today he you are at the mall you should meet us for lunch '
positive,'shake shack w heena '
positive,'sirpengi i will try'
negative,'sleepyqueen can sms me'
negative,'somn tomorrow learning day good night everyone gt lt '
positive,'soulclap hahaha u must be rise eli miss ya fam peace and blessings april'
positive,'souljahboytellem that s not ghetto ur jus hungry lolz sounds good me lmao '
positive,'spookychan wolfsheim care for you http blip fm qre your wedding song it s supposed to be ours too if we ever get married '
positive,'starbucks etiler with team '
negative,'starbucks studying turkish called in to work this morning cuz of my cough '
positive,'starbux getting my usual going to the zoo with ashlee '
positive,'stephfoo hi'
positive,'stevedc i love how you keep us up to date thanks keep the comments coming '
positive,'stoneridge mall had a gr workout time to reward myself '
negative,'summercymru i wish u could '
positive,'sunset park for tyrone s biirthday '
positive,'sweetgirl good morning '
negative,'sweetpenn i cant believe i wont get my fix of penny next week idk what ill do without it'
negative,'sydney airport'
positive,'symphony sushi w the hubby yummm yummm this is gonna turn in quot a dinner amp a movie quot kinda nite me like '
negative,'j a m e s ooohhh what kinda animals do u have ps heyyyyyy srry i didn t come on here earlier i was sleeeeeeeeping luv u '
positive,'j a m e s what is tht '
negative,'j e s s haha jess he looks like a little boy who hates the big bad dentist aww lol '
positive,'jacob i see if you re going to have a child'
negative,'jadelakeasha i know how you feel '
positive,'jaimemarie oh'
positive,'jamieleecurtis i wanted to say hello i used work an old friend of your dad s here in florida named murray black yrs ago '
negative,'jamieleecurtis my sunday is nearly over monday soon booooooooo '
positive,'janaresert aah totally forgot ok'
positive,'janaresert http twitpic com qank it s cuuuuute â '
positive,'janet still haven t decided'
negative,'janet we don t have to i won in the end'
positive,'janet yeah am good thanks just been horrendously busy hopefully things will settle down in days time '
positive,'jannika huuuunnnggrrryyyy i ve been at work and reading my book ben steezy s bout to go grab some food '
positive,'jannika just chillin tryna move to l a '
negative,'jayytee aww man i thought we were friends i didn t even say nothin bout abs '
negative,'jayytee i dont think that wud work '
negative,'jayytee naw they left for palm beach this morning '
positive,'jayytee yuuppp ii gotta suitcase for each type ah item yo shirts amp some hoodies jeanz kicks pt amp '
negative,'jeanjean why naman '
positive,'jellybox thank you show me what you have done when you ve finished it will be ace to see it p thanks again '
negative,'jenleah i never stretched either'
negative,'jenniifer do you know if i can be on zntm yet because i didnt get an email from you '
positive,'jenniifer prob more here too'
positive,'jenniifer meez it horribleh i like weeworld you dont need to download anything '
negative,'jenniva yep'
positive,'jennnn hes a lifegaurd bianca i am haha i have to leave soon to go to the airport though '
negative,'jennnn thats a fucking creepy picture'
positive,'jessicaaaaaa you re welcome anyway'
positive,'jessicajoy i m being nice right now '
negative,'jessicalouise yeah'
negative,'jessicastudley no sfgiants game tonight '
positive,'jessicollins hey jessi thanx ofr following me '
negative,'jibril i ll be there in a bit guys'
negative,'jkd stfu lol i miss ur meanness no is mean me here '
positive,'witnit well'
positive,'wolfgirl may th we couldn t wait any longer i was waiting for someone to ask lol'
negative,'wren it s wicked sad '
positive,'wren she s a sweetie all of the times i have spoken to her '
positive,'writerblock roflmao at the cup haha gotta protect those family jewels '
positive,'writersblock i m having a bev by myself too sometimes you just have those kind of days and you need to relax '
positive,'writersblock me too whining is like nails on a chaulk board '
positive,'writersblock morning chica '
negative,'x caroline x omg'
negative,'xbianca well it sucks and got confusing '
negative,'xclaudiax missing not being home '
negative,'xitsdalenef awh i wish'
negative,'xotashhh but i said i was gonna finish growing pains and i can t ever get on to read it and it s killing me and i wanna finish '
positive,'xotashhh hmm'
negative,'xotashhh i m so jealous i wanna see both of them '
positive,'xotashhh it s up naooo i can t wait for more growing pains lt '
positive,'xotashhh lol my brother is a huge supporter of united me'
negative,'xotashhh the art and watch me fall '
positive,'xotashhh yay for new readers they can t resist your stories '
negative,'xotashhh you did o lol what did you say speaking s my worst area'
positive,'xtine mediterranean was the correct spelling i always think it s wrong too '
negative,'xxkathaxx ohh that sucks here its just getting colder i could seriously die right now im so cold s'
positive,'xxkathaxx what what what now haha i got your latest email today'
positive,'yana haha my badd crazy is kinda gooood it was a bit weird very different to aus sleazy balinease men and evryone tries to sell you'
positive,'yanyan noted '
positive,'yavanna seen the tube clip but call me old fashioned don t want to be spoiled sooo excited for the season finale '
negative,'yennie i assume tea probably won t help either i feel like a cookie will solve your problems'
positive,'ynnie vojha apple is so easy '
positive,'ynnie thanks and good morning to you '
positive,'yps ð ð ð ñ ðµð ðµ ñ ð ð ðµñ ð ð ð ð ð ñœñ ñ ð ñ ð ðµñ ðº ñ ñƒñ ð '
positive,'yvette hey you should follow um peter facinelli it s really him haha i m following him '
negative,'zafrina hey girl'
positive,'zafrina i dont think itll do any good oh and senna said hurry up ha '
positive,'zafrina morning zafrina do you ever sleep day is alright so far much better than yesterday supposed to be cold though boo'
positive,'zay i m not ok with the word fail '
negative,'rachelwest i ve tried to contact the owner of rachelwest so that you can have the username'
positive,'tanpinpuk thank you for driving hanno was great '
negative,'target where is all the dayquil '
positive,'tavenu theres a festival and lange frans en baas b are coming woehoeeee can t wait '
positive,'tgif but can t relax cuz the musics tooooo loud or maybe i m just toooo old '
negative,'tgrichardson yay for wolverine being worth the watch boo on some really icky mud '
negative,'tha barbershop hungry as hellllll sumbody shud bring me sum eat '
positive,'tha dallas world aquarium wit my lil bday man n da fam '
positive,'tha hi fi awesome end of fashion on soon '
negative,'that s no fun '
negative,'the airport saying bye bye to mom '
positive,'the apartment with me bffs liapele and mypucci reunited '
negative,'the barber shop bright n early '
positive,'the casa with adri and becca'
negative,'the cathay starbucks'
negative,'the clinic tryin to find out wats up with boo '
negative,'the club hottest girls here lol wont let me upload pics u believe me right '
negative,'the dentist s office studying waiting for my cleaning'
positive,'the diner with my mommy hit me up '
negative,'the drs in beverly hills doctor s scare crap out of me '
negative,'the er with peanut he s real sick '
positive,'the game wit maimouc and paula http twitpic com sbov'
negative,'the gas station waiting for my daddy to come pump my gas i hit the snooze button times this morning super sleepy'
negative,'the gym lifting weights gotta get rid of all this fat '
negative,'the gym why not the beach '
negative,'the hospital getting tests done for work i hate shots '
positive,'the hospital w my sis and her brand spanking new baby girl pounds ounces'
positive,'the hotelll falling asleep gooodnight '
negative,'the job tired of these muthafuckas hangin up on me bitch pay ya muthafuckn debt wtf lmao can t be beastin on twitter day '
positive,'the leadership conference tonight'
positive,'the long s new house it s very nice '
negative,'the mall shopping for my outfit nite i really need a nap'
negative,'the mall trying to find something but i m not having much luck '
positive,'the nail salon damn i m hungry who wanna go out eat my treat '
negative,'the newark airport waiting for my connection back home so sad'
positive,'the oakland marriott for tnt kickoff my st kickoff was here years ago'
positive,'the office bij rijkswaterstaat '
negative,'the office craving ice cream '
negative,'the office'
positive,'the office '
negative,'the parents'
negative,'jmac unfortunately not it s african drumming i think the only runrig i have is year of the flood'
negative,'jmichael i m bored'
negative,'joanimal big red'
negative,'joanimal hey'
positive,'jodii well'
positive,'jowanny i will i look forward to it '
negative,'jpb it is '
positive,'judas it sounds so painful i m really things are hard right now hugs sleep well tonight '
positive,'julez that s ok so what have you been doing '
positive,'juliette all of them aha but especially jasey rae'
negative,'juliette yea i m back'
positive,'junster in the past'
negative,'jupiter sounds like umm fun but its the worst when u have a headache i went buy a car yesterday didnt get thou '
negative,'justmitch in the nex mins but i wanna go now'
negative,'justmitch lol'
positive,'jzl secondstomars secondstomars is coming secondstomars is coming secondstomars is coming secondstomars is coming'
positive,'jzl happy echelon day gnight sleep well '
positive,'kaetran ashliewins uhreecuh ericalindsay jryanl itsebwright dollarbeau asia please tell your mommys happy mothers day from me '
positive,'kahee hiii kahli waves then transforms into shitbox car '
negative,'kaiya luv ya back thanks i m working on it '
negative,'kaiya miss u its your off day we didn t have lunch atl is ok good so far a lot of blacks i ve experienced a culture shock lol'
positive,'kalamaraki akomi na pareis mac ki esi come'
positive,'kara don t forget that you promised to teach me how to play chess i m expecting a lesson on the weekend '
negative,'karenlouise that sucks my back is sew burnt '
negative,'karenn i m feeling so bad right now'
positive,'karmen congrats that s so good '
positive,'karthik ya ya evlo teckinika time waste panranga but its kind of amazing how such a seemingly simple idea can turn into a big comp '
negative,'katedenali yeah me too i only saw the last minutes of the game becuase i was like at a party for like hours'
negative,'kathe i try but its sad '
negative,'katieedwards i can t yet back'
negative,'katpie i agree i ve done nothing all day '
negative,'katyx i really think you should make a pit stop here on ur journey to atl '
negative,'kazya whaaaatt shame on you jte boude vilaine is waiting her miam miam i m hungry '
positive,'kel i want rocky raccoon '
negative,'kellylovee aww love that song makes me wanna watch a walk to remember was just watching j amp k but tv is not in my bedroom anymore '
negative,'the pool getting my tan on i still need a buddy in milledgeville everyone is gone for the summer '
positive,'the pool on this gorgeous day '
positive,'the pool w gab i am so excited my sexy husband is taking me on a date tonight first date in a long time '
negative,'the shop today wtf who wants to sit in a shop on fri afternoon guess that s what happens when ur hair stylist is ur dad ugh '
negative,'the social security office don t ask why '
positive,'the soldout mother fucking wilco show shhhh'
positive,'the starbucks drive thru already hyper after work but oh it s gonna be a long night i can tell already '
negative,'the summer home n luvin it so peaceful n pleasant even if it is cloudy n cold '
positive,'the trampoline '
positive,'the venue with the ladies '
negative,'the wedding rehearsal now i hate this part '
positive,'the zoo w my babaaa today yayyyy animallllsss '
negative,'the lions mane i know do you have your phone back yet '
positive,'theangelwithout yessir you admit it but i was more talking about my awesome ownfulness'
positive,'theevilsunshine send you a dm with my email addy '
negative,'this damn job fair my voice is half way gone and its cold i hope i get a job i have a ba damnit lol'
positive,'thyvuong to see have a warm day '
positive,'timmysutton tim the master manager of wokcano how are you '
positive,'tinolao good idea i think i will do that '
positive,'to celebrate being alive i think ill take a little nap '
negative,'tootie next time i m sorry '
negative,'topsr back on the bypass again drive carefully and drink water '
positive,'tranquillityhub hi tranquillityhub'
negative,'twispazzer u just ruined the surprise '
positive,'usagiangel poor you warsaw looks ugly p'
negative,'uzzz b i cannot use twitter on my phone also herd u has no phone bummers i has limited internets also bummers '
positive,'vee monay no more drunk driving ho haha its a sign '
negative,'victoria it was so amazing i know you would have loved it'
negative,'walmart wit no money '
positive,'waytoojazzy seriously weeks tho '
negative,'well'
positive,'wet willies in sobe '
positive,'who ever like true blood read the books way better '
positive,'wing s house wii is sooo fun '
negative,'woman within i love the catalog and my new dress i need more work clothes but can t afford to shop anymore for now '
negative,'work '
negative,'work the day job '
negative,'work i m starving'
negative,'work and sick sick at work '
negative,'work but soon holidays '
negative,'work deciding whether i should quit'
negative,'work i hope everyone else is dong better'
negative,'work someone come make me smile'
negative,'work wish i was outside i should take my break soon '
negative,'work '
negative,'work bored '
positive,'x i guess so and confessing i m quite often haunted by patricia too by a lot of david s actresses actually all of them '
positive,'hil with what x'
positive,'louiseob columbus also has some of the best artisan ice cream makers in america not sure of correlation'
positive,'peter always a pleasure have a wonderful day '
negative,'peter love windows but hate that i can t get it to connect to the internet through wire '
positive,'peter ty found it online '
positive,'k all hail roy the infallible '
positive,'mathias gaaaaah this is why i don t like the summer '
negative,'mony so yep thats why i stayed up and sorry i dont have a site where you can download music for free '
negative,'neji princessjessi hopefully our next vote won t turn out the same as our previous ones '
positive,'pet heehee more of idwtr is coming soon'
positive,'vicky happy birthdayyyyyy there'
negative,'ps rahhhhhh dinner another time i never check my phone on the way home only checked after i sat my ass down '
positive,'theone looking forward to following your journey on this endeavor just subscribed to your blog '
positive,'laura it will get easier i see you have your picture now hope your having a good day xx'
negative,'sweetpea yeah'
positive,'robin yes do it '
positive,'youenc no it was awful had a few laughs though '
positive,'falloutgirl ohh ahah thanks '
positive,'get followers a day using www tweeterfollow com once you add everyone you are on the train or pay vip '
positive,'casper squiffers tnx to you guys hugs '
positive,'casper hee hee good luck with that the only thing that calms me down is snugglin with mom while she is watchin a movie try it '
positive,'casper ooh good thing you have the indoors coz i dont hihi i dont like hawks too '
positive,'casper that ll be cool hihi but i think eagles like cats too '
negative,'casper wish i could have some mom keeps it far from me though '
positive,'casper yup hihi the eagles and owls wont find me here '
positive,'amityville lol kay i m excited for friday '
positive,'boy yeah i think it s a conspiracy'
positive,'bscenity igzebedze thanks'
positive,'bxmudm mma couldn t have said it better get with it ray '
positive,'kat hasn t started yet they re just showing ads '
positive,'ladyb http bit ly b znr here is the vid got it on friday and used it the whole weekend '
negative,'lli i got to quit following you over updates in day is too much for me'
positive,'mg tsm g n good luck stay strong '
negative,'mgiitzree roflmao at the bra comment lol im so retarded idk how to retweet frm web '
positive,'mie awww'
positive,'keo follow d mcrchat'
positive,'kerstin keerstin tell tell tell me everything '
positive,'khunt come on friday '
positive,'kimberly oooh fuun heehee'
positive,'kimbolina marydesigns yes yes calm down ladies i ll be sure to send your drinks through the twittersphere '
positive,'kimcaldwell haha'
negative,'kirsty aw mush hope u feel beta soon how was it though did it all go ok were u on the bar xxx'
negative,'klouise how so '
negative,'konker yes'
negative,'kotenok you need some goggles cyber'
negative,'kotenok maybe they took one look at you and said quot that s our girl quot '
negative,'kpd i can t believe you ve watched it without me '
negative,'kris tina ohhhh gg yeh it was pretty good lol and yes agreed that it is the worst hw room ever in life haha'
negative,'krishamarie they have a tapex on campus safe to say they make lots of money '
positive,'krispy get your mind out me the gutter freak lol jk '
negative,'kristi no no'
positive,'kryshelle u have the whole afternoon to read the process wait'
positive,'kudra wow'
negative,'kya i heard that they were difficult'
negative,'kyrene i know it made me sniffle '
negative,'l jay a few tears were shed '
negative,'l jay ugggggh'
negative,'la rochelle rofl no this lady who is crying with her photo album now'
positive,'lady b thequestcrew megg elizabeth good morning and for pj endrinal good evening i guess it s evening here have a great day yall '
positive,'laertesgirl have done once before agency but got a presigned pic back trying via nt this time '
negative,'laertesgirl sorry to hear that anything specific x'
positive,'lailani i can t believe that i actualy made it back to carson and got to see you and kyle i thought it would never happen '
negative,'lally hmmh '
positive,'larissa youï re in cologne me too have fun at pinkpop marsiscoming and the echelon too gt '
positive,'lauraaa awwww dont freak out dont talk to strangers n dont trust no one at the air ports u will be fine '
positive,'laurajane http bit ly ds ap it s a trial'
positive,'laurajane i could indeed look into it'
positive,'laurajane i don t think it was tooo bad'
positive,'laurajane just drown him out with psychosocial '
positive,'laurayup lol don t feel too guilty '
negative,'lauren mallory text focus on staying friends is my advice from what i gather theres stuff going on'
negative,'lauren mallory potion i hear ya with the no good food ever again thing but'
negative,'work again no sun today its a bit miserable '
negative,'work again it s great weather and i am working so sad listening day '
negative,'work and hoping that time will run faster it s so boring here today '
positive,'work being very productive be happy for me tweople '
positive,'work cnt wait till friday going to ga suprising the pops for daddy s day '
negative,'work crazy busy here today we only have rns patients pts r out of conrol amp someone is about to pass away god bless him'
positive,'work dreaming about the mountains and my mtb tires riding them '
negative,'work exhausted late night yesterday the countdown to is on and than its nap time '
negative,'work having lunchbreak and feeling blegh don t know what the quot problem quot is with me i m tired and my mind is messed up '
negative,'work late not sure if anyone knows'
positive,'work laughing my ass off there s a year old woman dancing her ass off to drop and give me bustin it wide open lmao '
negative,'work loving the cloudy vegas day i want some real'
negative,'work not one soul is in here so sad wanna dance to highway to the danger zone hehe'
negative,'work now really don t want to be but i need to be wish the world was a little bit more fair can t wait till the shift is over'
negative,'work on a rainy day'
negative,'work on sat '
positive,'work once again but hey'
negative,'work stressin about our colleague that just had a heart attack and is in the hospital right now '
negative,'work till '
negative,'work till '
negative,'work tired i dont want to be here i need to be studying for finals '
negative,'work w stomach ache song of the day http tiny cc lrjmz njoy it '
negative,'work with anxiety idk but i m not myself today i just want to lay in bed n watch tv '
negative,'work with nothing to do '
negative,'work '
negative,'work ready to get off it s saturday night and i m working oh how this sucks '
positive,'work'
negative,'work whatta day so far anyone up to much tonight http myloc me rvs'
negative,'work definitely lost my voice my sexy voice is baaaack '
positive,'work reachable on my mobile '
negative,'work whoomp whoomp '
negative,'work wishing i was playing golf '
positive,'work coughing'
negative,'work had to run blocks so i wont get caught in the rain good thing i left my umbrella work but i wore sandals '
negative,'work without iphone '
positive,'work totally hating monday want to go to ny now '
negative,'work boyz make me sick '
negative,'work did my homework during my break it s gonna be a looooong summer thanks to chem '
negative,'work over it already why can t i be on a beach somewhere my sad face'
negative,'mie don t like how the enter button arrow key no longer updates posts '
positive,'mie i have a weather app on my phone any way '
positive,'mie i meant you watch for the girls'
negative,'mie still no storm well not yet '
negative,'mie wanna know what doesn t use wifi with the data turned off beejive '
