@relation training_data

@attribute @class@ {positive,negative,neutral}
@attribute @text@ string

@data
positive,'jarodbegusic emmalehut twitter est la pour te réconforter moi aussi d ailleurs mais bon si tu veux je te laisse au mains d internet '
positive,'ancienne escro rt yassine son visage me disait quelques choses p http t co uyrcgu iq '
positive,'yursmailey vespu cci je vais pas te mentir l avenir me fait peur faire des études et etre sur le banc de touche tu sais pas comment tchip lol'
negative,'mamie en skate theolapraz ah merde au pire les exam pour y entrer en sport etude c est quand '
positive,'marlenerafs rt elodierdgs marlenerafs gironnatali mddr moipersoo j etait tranquille '
positive,'lyloob evilduckr juyuulia mais sinon oui tu es un gens bon p'
positive,'alexfournierzoo rt omarclichy on n as tous vue cette série dans le kartier faisait pas les aveugle d http t co zrxievo oa'
positive,'geeraaldine lagniez mayliayn la partie à liam me fait délirer '
negative,'nmlss sexusvitae j éspere que misty va la ramener '
positive,'neilal d chloegmbrt t inquiète on aura bien l occasion de s en faire une ensemble p '
negative,'devilw lf la fraise sucre que va devenir sous l océan sans toi c '
negative,'algerianovic si il était encore vivant demain il aura ans lt paix à ton âme mr el kabylinoo ⵣ http t co u w c qcsf'
positive,'lauuragii agurtin hablen sin discutir '
positive,'maryline hnr brayan slk mdr moi jecrivai tt les jour ce que jai manger msk xd et c t tjs des pâtes'
positive,'yastonizii rt omarclichy on n as tous vue cette série dans le kartier faisait pas les aveugle d http t co zrxievo oa'
negative,'paulinede j ai une carence en petit chat '
negative,'nobravery kergonico sauuf si tu es mégà trop timide de la vie '
positive,'tulipefleurie zabbtz bacas trouvé également '
positive,'grandjugemalade joebiblack il faut lire le rapport officiel de marca et les bénéfices de l agence neymar amp neymar ils vont recevoir m '
negative,'axelfgr lorenanaths bah t es pas venu me voir quand même '
positive,'meylielegoedec margolette mdr oui mais je faisais que les mêmes notes alors ça me soûlais p'
positive,'tataneremin pourquoi tu parles encore toi t as toujours pas compris que tu parlais pour ne rien dire non alors tg '
positive,'mxellajjoura rt matthieu rb mxellajjoura sors pas les disquette mddr tu ments en plus toi xd'
positive,'mk incubmus tu veux qu on copine d'
negative,'skipowers ifancypayne je sais que t as ris ne nie pas les faits '
positive,'ddubsdanigirl mattstout hi nice picture '
positive,'virginienpdc chut les zenfants dodo'
positive,'dclqmaxence isaacdewulf mdrr sayer i commence enculer on voit plus rien vrai vien snap '
positive,'a chlo lesxviezvous attiagabrielle avec mon rêve pat rapport à alex qui viens au lycée p'
positive,'dylan rt nisko tu crois que tes entrain de serrer une bombe tes juste en train d baisé mon ex d'
positive,'lnd maycki reda zephyr sosko par contre t sais t es pas obligé de dire tous les sous titres hein seulement quand y a un truc drôle à dire '
positive,'theo leguillou briendclara reste cacher du monde méchant alors p'
positive,'davidguenin la levée l article dans management fort marcnazarian jonathanbonzy petitemousse'
positive,'fvckthots gvldtips lol sure you do '
negative,'loucassecou rt donovannm loucassecou un rêve vient de s effondrer pour toi '
positive,'daleskcastii ffobdoteu guns n roses '
positive,'a kiizer ce week end y a mon cousin et sa copine qui viennent chez moi '
negative,'les lapins metromontreal dure à imaginer les absurdes auxquels les femmes éprouvent encore en plein xxie siècle '
negative,'nocoraline alexiouiou plus facile à dire qu à faire '
positive,'dianewallinger imabitfuryous et à taylormomsen du moins tu essaies '
positive,'arona les meufs avec les dents jaunes qui mettent du rouge à lèvres elles tapent un sourire tu vois le drapeau de l espagne\n deminandao p'
negative,'asuna my gamerorigins c st sur ca doit être génial d être pâtissier o'
positive,'horangirl cristianomdz la belieber elle t emmerde ton tweet prouve que tu t intéresse a justin d'
negative,'karla karla rt daniellbautista oye flaquita te extraño genreyes p d te amii '
positive,'ferrazrafael juillardlucie rafael et non raphael et ma théorie sur les crocodiles tiens la route '
positive,'rockziamx sohemmings ho c est adorable haha oui merci je leurs spammerai quand ils twitteront je pense mais demain y a la tc non '
positive,'lexxy g qua illest lol yo your life is too much '
positive,'shyiuna l image sur le yaoi a rt dont au moins qui sont des filles on voit bien le genre hein p'
