@relation training_data

@attribute @class@ {positive,negative}
@attribute @text@ string

@data
positive,'mintaara เกโระ เกโร'
positive,'faiypochii rt fordantitrust ดูคลิปที ไปขวางทางเข าหน วยเลือกตั ง แล วบอกว านี คือ คัดค าน งั นผมต อยหน าแล วบอกว านี คือ ทักทาย มิตรสหายท านห '
negative,'sasithorntik rt tin อย าส งผู ก อเหตุที ยิงผู ชุมนุมส งตำรวจ เพราะเดี ยวตำรวจมันก จะปล อยตัวหนี และจะออกมาแถลงว า ผู ก อเหตุเทียม '
positive,'yai noon rt aomalohaa ห ามกินอาหารบนทางเดิน ห ามกินอาหารหน าธนาคารกรุงเทพ ห ามเดินควงผู ชายแล วไม ทักรอง ห ามไว ผมยาวเกินมุมปาก เอิ มรองค ะ เยอะไ '
negative,'el porto rt youdunnowho มี tpbs ดีหน อย รายงานข าวเรื องม อบชาวนาอยู จ า เหอๆๆ'
positive,'pa pink rt isorahata bot ผมชอบโฆษณารองพื นมหัศจรรย ตัวนี มากครับ ที เอาซอมบี บอย นายแบบที สักทั งตัวมาลบรอยสักของเค าด วย รองพื น เหยด http '
positive,'janjongin rt exofacts ซูโฮ และแบคฮยอนถูกเลือกให เป นmc ร วมกับลียูบี และควางฮี ในรายการ inkigayo เริ มวันที กุมภาพันธ นี ค ะ cr exoglobal ex '
positive,'paporn farfah rt pear ts กรุ ป o ไม ชอบให คนลืม แถมยังขี เหงามากถึงมากที สุด'
positive,'pangfoto rt miewmyuu ยัง ยังไม รุตัวอิก เห อ ต องหั ยกุทำพรีเซนเทชั น แล วกล าวปราศรัย ให ฟังมะ พิมให คนอ านนะ ไม ใช ควาย บายย'
positive,'ning n in i rt political drama มีทั งกล องสอดแนม มีทั งวิทยุสื อสารมีชื อติดอยู หลังเครื อง ตำรวจปลอมม โฮฮ'
positive,'taetae rt phacharapolza dickiesmonster แอ บหน าใส แต ควยตั งเด นี คืออะไร สรุปคือเงี ยนใช ป ะ http t co ci nzgy dw '
positive,'sehun nd coxkai เมียอะไรเล า '
negative,'mayongnae rt luhan m exo ตักวาสลีนปิโตรเลียมเจลลี มาใส ตลับ ปริ นรูปเอ กโซยิ มหวานสดใสดุจใบไม ผลิมาติด xd จะบ าเรอะ'
positive,'cokerdoichong b uty yoyea plz rt พรีออเดอร อัลบั ม b a p st album first sensibility คะ ปิดโอนเที ยงคืนวันที ของถึงไทยวันที มีของแถมให ด วยน าา'
positive,'fomnika bambily เออ อยเค ามาบอก ละบอกว าคืนพฤหัสต องนอนเร วๆ นี เครียด '
positive,'luhannms rt nuna คนที ไม ใช ดีแค ไหน ก ไม รัก คนที เรารัก ร ายยังไง ก ไม ลืม '
positive,'siclechay เหลือเวลาอีก วันกับอีก เดือน บวชพระ แล วสินะ '
negative,'nunthipakul rt nanoil คบกัน สำคัญที เชื อใจ ไว ใจ วางใจ ใส ใจ เอาใจ '
positive,'ispalmk ไปออกรายการเป นต างชาติ คน กะน องเล ก คน '
positive,'sweetsmile rt joswty trans sjhsjh โซยูเองก มาด วย แต เสียดายมากค ะที ไม ได ถ ายรูปด วยㅜㅜโซยูเพื อนฉัน ขอบใจมากนะที มาดูน ะ '
positive,'som mm บอกเทอเลย ยังจำได '
positive,'asyoulike สาระ ภาพ มุม ปากคำ ใครเผาเซ นทรัลเวิลด ประชาไท http t co vyzywmeu via sharethis'
positive,'earthtrae rt cuttolipta บางทีก ต องสู บางครั งก หนี บางทีก ปล อยวาง บางครั งก เข าใจ บางครั งก ทนไป ผสมๆกันนี แหละชีวิตมนุษย '
positive,'taobthz เหตุเกิดที สนามแฮนด บอล ผมโดนเสยคาง เจ บสิครับ'
positive,'bm sk lovepotion love น าจะเป นก อนไปนะ พี ว า'
positive,'suangsg rt rainism j ฟังเพลงเกาหลี ไม ได ฟังออกหรอกนะ\nแต ชอบเสียง ดนตรี การสื ออารมณ มันน าประทับใจออกเวลาฟังแล วรู สึกถึงว าคนร องต องการสื ออะ '
positive,'papangzingq rt kidmakk เราคิดถึง\nรอยยิ มของใครบางคน\nอยู เสมอ\n\nเราคิดถึง\nช วงเวลาที เรากับเขาอยู ด วยกัน\nช างมีความสุข http t co zw xqrf p'
positive,'aprzaugz rt herbsforbeauty a หื นนะ แต นิ งไว b หื นเปิดเผย\no หื นอยู แล วใคร ๆ ก รู ab หื นเงียบ แอบหื น'
positive,'choidamnit ไม เช คเจ ดวิชาได ปะ เข าไปกามั ว แต งฟิคเอ นซี วาดรูปลงข อสอบ เวลาเหลือพอให นอนด วย ทำไม ได บาย'
positive,'thitimon j rt looplor พอเลิกกันทำไมรักมากกว าเดิม http t co xoodadxyh'
positive,'mpkrys rt richestman doctoruprising ในที สุดเสื อแดงก ยอมรับว าเผา ctw เพราะจนต อคลิปหลักฐานใหม แถมขู จะเผาอีกรอบ http t co tbphjpv ns '
positive,'inw uu ขาย สมาร ทโฟน ทั วโลกเกินพันล เครื อง http t co mqughmpuou'
positive,'surachat rt looplor รักใครสักคนกรุณาเตรียมตัวและเตรียมใจ http t co twcktacyj '
positive,'im banc เกลียดอากาศร อน หงุดหงิดไม สบายตัว'
negative,'popo fizhy rt thaimarketing กระต ายอาร กติก กลมๆ ขาวๆ อาศัยอยู บริเวณตอนเหนือของไซบีเรียและขั วโลกเหนือ arctic hares nature ca http t co jrx '
positive,'fenceyoon ซอฮยอนน ารักจุง gt lt '
negative,'tiz rt wonnchan ร านหมอหมาโทรมา คุณจริงจังนะค าา น องครบกำหนดฉีดยาแล วค าา จริงจังมันชื อหมาโว ยย'
negative,'yai noon rt officialkataii wearphed อ ออ งั นรองก คงต องแอนตี สะ มะ ยศศส ด วยนะ ยามเยิมไรงี ไล ให หมด ขุ นพ อด วยยนะ shutdownchom'
positive,'gerrardnan rt js radio นกปปส รุกคืบเข าสโมสรทบ กดดันเลิกปช หลังได หลักฐานคนร ายเสื อวินเบอร บางซื อ จยย ติดกล อง ว ชื อดาบติ pnc http t '
positive,'gunritz praery พอดนตรีมา จากคาบอังกฤษที หลับไหล ทุกคนก ตื น\n '
positive,'yingyingying by jibzararhy หิวจุงเบรยยน ากินอ ะ'
positive,'alotlike me rt nuuneoi อ ชัชชาติกลายเป น meme ที แข งแกร งมากไปแล ว ถึงคราวก อกสอง ทำ meme ท านชัชชาติ บนมือถือแล วแชร ออก social ได เลย http t '
positive,'kimheenim นี คือสมองของติ ง ใครว าติ งไม มีสมอง อิอิซ า gt lt http t co qd xd wss '
negative,'evebt mmomaylz seriousdonut เดินกลับมาจากสอบ น องยิ มให ด วยอ ะ กรี ดด gt lt น ารั กก'
negative,'zxicee rt buveay ทะเบียนรถมอไซ กทม ที ยิงผชน สโมสร ทบ จับไม ได กูไม รู จะว ายังไงแระ'
negative,'oun jai rt nationchannel วิทยุสื อสารของคนร าย ลอบยิง กปปส ที ถูกยึดไว ได ระบุชื อ ดาบติ nationtv http t co jijzycs on'
positive,'mambosk ล ะบอกจะหนาวยันสิ นเดือน ก พ นี ยังไม หมดมกราแม งก ร อนขึ แตกล ะ ถุยย '
negative,'puff culleyab rt scb thailand จะใช คะ หรือ ค ะ ใครสับสน แวะอ านกันก อนค ะ http t co idybkwazv'
positive,'bbnsrch หมวยโดนกลูต าคิลป าว kyungmuay http t co gjw lanxa'
positive,'filmprince นี ภาพตัดต อหรอ โหยย ไม อยากให เป นภาพตัดต อเลยย เดี ยวนะ 동방신기 something http t co bvmfzcwwpn'
positive,'iitalii rt bullrish เพลาๆบุหรี กันบ งนะมิตรสหาย http t co tb fs kem '
positive,'hinewly kungii อื อตอนนี มี jb jr ยองแจ ยูคสรุปยังไม ติด'
positive,'fntchr rt ariptoday ใจป ำฝุดๆ คู บ าวสาวจีนทุ มทุนซื อ iphone s สีทอง แจกแขกในงานแต งงาน http t co pao dhr b http t co iykwluqok '
positive,'pjawat อย าส งผู ก อเหตุที ยิงผู ชุมนุมส งตำรวจ เพราะเดี ยวตำรวจมันก จะปล อยตัวหนี และจะออกมาแถลงว า ผู ก อเหตุเทียม เค นให มันรับสารภาพ'
positive,'rose rt por tongz อยากกลับบ านแล วกูเบื อโว ยย'
positive,'urssw rt fookkub สาวปีนรั วไปเลือกตั งเคยร วมชุมนุมกปปสตอนต านพรบนิรโทษกรรมแต ไม สวมสัญลักษณ ธงชาติหรือเป านกหวีดและเลิกไปร วมชุมนุมเมื อกปปส เ '
negative,'nananichapat rt bohhot ใช iphoneไม ได แปลว ารวยน ะ แอนรอยด ตัวท อปแพงกว าอีiphoneของมึงอีก และส วนมากที ซื อiphoneคือผ อนนะ ไม ได ซื อสด อย าอวดร อนกั '
positive,'nookkyookky rt hopeless th เวลากูหึงนี แปลงร างเป นมนุษย งี เง าคนนึงไปเลยนะ bicqr'
positive,'maneeya เอ า กล าด วยวุ ย ยิงหน าสโมสรทบ เลย ทหารตำรวจเพียบ คือ มีแบ คดี '
positive,'pramluethai rt looplor รักใครสักคนกรุณาเตรียมตัวและเตรียมใจ http t co twcktacyj '
positive,'theighth ทิฟฟานี แบบไม แต งหน าคือน ารักก http t co ofhnl leli '
positive,'tamtampsn rt swerbillionaire ขาเล ก หน าขาว นมใหญ ผู ชายก ชอบนะ แต ชอบมองและอยากลองมากกว า ไม ได หวังว าจะเอามาเป นคู ชีวิตหรือคิดจริงจังอะไร'
positive,'eyekpn rt lovesickseries ก ไม รู สินะ อย างที บอกไปแล วว าจะโพสรู คนอื นที ไม ใช ววกต บ าง ก นี ไงทำตามสัญญาแล ว ไหนรูป ววกต ไม มี มี http t '
positive,'ployklinhom rt sabenzz เราจะได รู จักกันมั ย\nจะได รักกันมั ย '
positive,'roisoshi rt skullaeey หมวกแบบเดียวกัน ทำไมชานยอลใส แล วสวยน ารักเหมือนนางฟ าแต พี คริสใส มันดูหล อเท ห เมะสัด twt http t co y mre zoc'
negative,'tanya ดีค ะ ทวิตเล าได ยินมันย ำอวดกัน ชั วเลอะโอ คบพรอฟพอลรึ เอามาด าตั งโอ ต างอะไรชั วโกหกด าน'
positive,'pbaconbt ltm both คันอยู พอดีเลย'
positive,'teukmeaw rt lataedekd วัดเซียนภาษาไทย คุณอ านถูกกี คำ http t co ks yeh n z dekd'
positive,'g yeol byulbit หัวหน ากะลังทวงให อยู สงสัยจะโอนเข า ธ แทน ตอนแรกบอกจะให เป นเงินสดมา '
positive,'gymsy tb เพียงคำพูดคำสุดท ายจะรักแค เธอไปจนวันตาย หมดสิ นแล วทุกสิ ง'
negative,'sjkyuhyunshr sungmin gp ครูก ไม ว าอะไรเลยเนอะ เอ ออ ฮ าๆๆ'
positive,'tamtampsn pynk เอ อะ ก รีไปเรื อยอะ แต นี อ วนมากกตัวแตกก'
positive,'iimee rt herbsforbeauty เพิ มความสูง ด วยการกระโดดเชือก วันละ นาที อาจจะแบ งทำเป นครั งละ นาทีแล วพัก แต ต องทำให ครบหรือมากกว า นาที '
positive,'jqsmin rt storyfeelingg เคยไหม ทักเขาไปแล วเขาตอบช ามาก แล วเราก อยากตอบเขาช าบ าง แต ที ไหนได พอเขาตอบกลับมาเรากลับรีบตอบเขาทันที '
negative,'sjhsjh spz jinboth spz นี แน ๆๆ ยีผม'
negative,'panissta เก งกว าเด กเอกจีนระดับ ป ตรีบางคนอีกชั นว า'
positive,'natthanita sensaikun มาก กะโหลกกะลามากๆ'
positive,'ricadogaga onlyjamesji อะ ให ปร าา ใครจิตใจไม ดีจะได ทำด วย http t co vqwy ygzwh'
positive,'minseokb thai เซ ทนึงเท าไหร นั น'
positive,'ray crew rt skullaeey มึงรอหัวเข าไปทั งหมดก อนก ได อิสัด มึงไม ต องรีบพี คริส http t co jup '
positive,'bonus rt pinpanniga ก ถ ารักใครแล วก จะรักได ทีละคน คุณนายโฮ'
negative,'dewhayabb rt looplor โตแล วเวลาอยากคบใครก อยากคบไปนานๆ http t co wbt bvvm o'
negative,'tangiiz tt rt darkendefend กี ครั งแล วที ต องผิดหวัง'
positive,'niornoob มีพ อแม พี ชายเพื อนแบบนี อบอุ นนะ คุณสามีกำมะลอที รัก ch '
positive,'allx palm อยากเห นงะ'
positive,'iceztim rt oarordinarygirl คิดว าจัสกับไมลีย หน าก คล ายๆกันนะ พอมาเจอรูปนี เท านั นแหละ หน าเหมือนกันโคตร ht '
positive,'isweetyim rt i ptd เขมรโอด ไม เกี ยวสังหาร สุทิน ธราทิน http t co gmwbkyssr'
positive,'zombielpcrab rt pjployjun แปลกแต จริง ที ฉันยังจำทุกๆรายละเอียดของเหตุการณ ที ผ านมาแล วนานมากได อยู อย างละเอียด '
negative,'zweetmill rt thesehun both เบื องหลัง exo showtime ep เซฮุน จงอิน กับคุณครูสอนชงชา http t co cpul fhehl'
positive,'ampsp rt thaiherbs รู ไหม การซิทอัพแค ช วยสร างกล ามเนื อหน าท องเท านั นเองค ะ แต ไขมันยังคงอยู เพราะฉะนั น ควรซิทอัพผสมกับการคาร ดิโอ เช น '
negative,'npchanel rt opas nna เฉลิม บึ งออกจากสโมสร ทบ หลังม อบบุก เผยเตรียมนำชุดจู โจมจับแกนนำกปปส ทันทีบ ายนี nna'
negative,'boon biz rt bank kt นอกจากยึดปืนได ยังยึดวิทยุสื อสาร รถมอเตอร ไซด ได ผู ชุมนุมส งของกลางให ทหารบอกมั นใจทหารจะสอบเรื องต อ ยันไม เอาของกลางให ต '
positive,'sboriie stars rt nadream kim แลดูผช จะตื นเต นและดีใจ กับการกลับมาของ real pm มากกว าแฟนนะคะ '
negative,'bphongpisut rt ifine โอ ยย เครื องหมายคอมม าก ยังเอามาเล นกันได comma sutra\n\n จาก topcomedyy http t co ixl wbefw'
positive,'winterselu ถึงไม ใช แม นาค แต ก รักพ อมากนะ รักพ อ'
negative,'punch ปวดท อง'
positive,'mirukumilkclc rt adaymagazine เย นวานนี ก อนกลับบ าน พี ก อง ทรงกลดเผยโปรเจกต สุดพิเศษ รับสมัครคนจากทางบ านมาเดินทางรอบโลกด วยกัน http t co ebhln '
positive,'anonym khunnaiiyong ใจเย นค าา อยากกินซารัง ผิด'
positive,'rapxhun missjx เเอคเก า sayxhun โดนระงับมาคุยเเอคนี โอเคนะครับ '
positive,'zennzonbolt byakkohd จากเสือขาวนายจะเป นเสือลายพาดกลอนเต มไปด วยรอยตีน'
positive,'chiromay rt jill manisa ครูแม งอารมณ ดีตอนเที ยงจริงๆด วยว ะ '
positive,'pooksabai rt kttvnews สมชัย ย ำเลือกตั ง ก พ ส ส ไม ครบ คน ชี ถ านักการเมือง พรรคการเมืองคำนึงผลประโยชน ชาติ ต องยึดแนวทางกกต เสนอเลื อนเลือ '
positive,'eye eyess rt feelingsadd ความสำคัญฉันอยู ตรงไหน '
negative,'media rs มารายงานอีกคลื นแล วจ าา ยินดีกับสาวน อยจิ วแต เจ งด วย เพลง รักเธอมากกว าใครนะ love you http t co hhlm ie '
negative,'tnimym rt old ua ยังคงรู สึก อยู ในส วนที ลึกในใจ '
negative,'iceztim rt belldec นี คืองานของคุณตั ม mamafaka ก อนที จะโดน แก งค อยากดังไปบอมบ ทับ เสียดายงานสวยๆ ที เหลือให ไว แต ความทรงจำ http t co uowuj '
positive,'wprus งานเยอะโครต ไหนจะสอบไรนักหนาอีกว ะ ร องไห แปป'
positive,'amost ever rt thaiherbs เทคนิคลด น ำหนัก หากนึกอยากกินอะไรขึ นมา ให รออย างน อย นาที เพื อเช กตัวเองให แน ใจ ว าความรู สึกที เป นอยู ตอนนี แค อยา '
positive,'doung supaporn rt newverapat ล าสุด น คนร ายลอบยิงใส กปปส เจ บ คน หน าสโมสร ทบ ส ง รพ รามา คนร ายถูกรุมสกรัมเจ บ ส ง รพ ราชวิถี http t '
positive,'etanattuw คนเก งหากันได ง าย แต ที หาได ยากนั นคือ คนดี เก งเกิดจากการฝึกและเรียนรู ดีเกิดจากสามัญสำนึก '
positive,'aili พวกมึงมีความสุขกันดีเนาะ '
negative,'doboth cznaeun พี ดูเคะขนาดนั นเลยหรอครับ '
positive,'sagassth งานวันนี import export k เพลินจิต โบนัส เดือน\n\nhttp t co rjhwsalctu'
negative,'mintchattawon นั งลิสของกิน'
positive,'pantitaz rt ariszea เคยป ะ คุยกับคนๆนึงแล วแบบ\nไม อยากเลิกคุยเลยอ ะ\nไม ต องเป นแฟนกูก ได แต อย ามีวันที เราต องหายๆกลายเป นคนไม รู จักกันได ป ะ '
negative,'isweetyim rt pravitr วันนี วันอะไร วันไทยฆ าไทย ป ไทย'
positive,'smhaimhai rt kaiipahhippie บอมทับงานพี ตั ม mmfk แล วงานมึงนี หยาบสัดมาก\nคนตายเขาลุกขึ นมาทำใหม ได นะเว ย ทั งที รู แต มึงก ทำ โกรธสัดด http t c '
positive,'nutminl สอบเสร จแล วโว ยย ฮืออ ดีใจ '
negative,'jm cotton rt iann เสียใจ ทับทิม vrzo ก อปภาพไปโพสต ตัดเครดิต ทำไงให สำเหนียกดีเนี ย message ไปก เงียบ เห นว ารณรงค เรื องนี ไม ใช รึ http t '
positive,'fon atitiya rt herbsforbeauty ท าออกกำลังกาย เพื อต นขางามๆ http t co d wnieyi s'
positive,'arm พน สอบบ ความรู เข าหัวบ างยังง '
positive,'seazaazz rt arf aa อยู กับเพื อนทำให เราสบายใจว าในชีวิตไม มีปัญหา '
negative,'ningsuchanad เยอะไปและนะ '
positive,'conan ข อความไร ค าส งมาทำไม\n ความหมายเพราะเทอไม รัก ไม ใส ใจแต ยังรักไงก ยังรักเทอ '
positive,'ppeamnnp rt bigbiggyabc เอลซ า สกาเล ต กับศาสตราวุธชุดน องเหมียว รู สึกได รับporn http t co oy msm qp '
positive,'giiftkey อิจฉาคู รักที รักกันจัง '
positive,'pingping pji น องเขาน ารัก ฉันชอบจริง d'
positive,'kwongni vip yame vip อิงจ า ยินดีที ได รู จักนะ '
positive,'conan ถูกรักเป นคนสุดท าย\n ดีกว าถูกทำร ายเป นคนแรก นะคร ฟ '
positive,'janjyy ปีที แล วแผลโดนธูป ปีนี แผลยุงกัด ขอบคุณค าา agen event agency http t co xvmvrre se'
positive,'ozzspk มายเฟรน เพื อนของฉัน http t co tzsiidwysj'
positive,'kkbb kwan kachabth หรออ ส งตั วมาให จิ อิอิ d'
positive,'kachacm mthanakon น ารักจังครับ '
positive,'pinklotuska อยากเกิด เมถุน http t co mdq nvppo'
negative,'pekky dekdow เพื อนบอกเรียนด วยทำงานด วยหน ามึงโทรม เหมือนโดนรุมโทรมมาเลยนะ พูดซะกูต องรีบหยิบกระจกมาส องเลย หน าตาหัดแต งมาเรียนซะบ างนะ '
positive,'yokzaa rt zambuks ปลาตัวนี ราคาเบาๆ แค ล านบาท\nปลาทูน าครีบน ำเงิน มีการเสนอราคาตัวละ ล าน แสนเยน หรือราว ล านบาท http t co l '
positive,'areerat rt herbsforbeauty ท าออกกำลังกาย เพื อต นขางามๆ http t co d wnieyi s'
positive,'b thanaphat rt zambuks ปลาตัวนี ราคาเบาๆ แค ล านบาท\nปลาทูน าครีบน ำเงิน มีการเสนอราคาตัวละ ล าน แสนเยน หรือราว ล านบาท http t co l '
positive,'cupidmma เราล วนเคยเจอคนที ใช กันมาแล วทั งนั นแหละ\nถึงแม จะเป นคนที ใช ช วงสั นๆ ก ตาม ツ ツ\n\n ช วงเวลาที ดี รู สึกดีขึ น'
negative,'patti tle rt adampanz อยากให เธอสนใจกันเยอะๆ '
positive,'lady irain rt lookkaew sk คอนเสิร ต j party วันที สอง จางกึนซอกบ นว าแจจุงชอบแก ผ า xd http t co fcgqpaq xy'
negative,'cmblameth rt ginanyan ปก arena เดือนมีนา ยุนโฮ\nปก nylon korea เดือนมีนา แจจุง\nปก grazia เดือนมีนา ทงบังชินกิ\n\n ตายแป บ orz'
positive,'urassayaboth rt yaurassayas ขอขอบคุณพี ป อบ วราวุธ มากๆนะคะสำหรับขนมเทียนและขนมเข งที อร อยมากมากกค ะ คิดถึงนะคะ urassayas http t co prsepjf '
positive,'gamezomkry rt basniixz ร มที ดีจำไม เป นต องใหญ หรือบังฝนได ดีหรอก\nบางทีแค มีคนที เราอยากให เค าถือให แค นั นมันก มีความสุขแล ว http t co rfd '
positive,'f ilmfilm rt amph เค าบอกว าถ าหาเลข เจอ แล วขอพร หลังแชร ต อ คำขอจะเป นจริง o http t co bzpqakuehe'
positive,'bellaziiri ทำไมต องยังชอบ นานเเล วนะ '
positive,'ptlyz สมัยยังน ารักมุ งมิ ง '
positive,'evevyeveeve ไม อยากเห นเขาดีกว า ไม ใช อิจฉา แต ว ามันรักเธอ '
negative,'kenoyama rt myunkomii ถ าเลิกใส ใจว าคนอื นจะคิดยังไงกับเรื องของเราได จริง ๆ นี ชีวิตคงจะมีความสุขมาก ๆ orz'
positive,'kwanii ll rt jype newboys มาช วยกันติดแท ก getwellsoongot เพื อส งกำลังใจให สามหนุ มของเราหายป วยไวๆกันนะคะ d'
positive,'popcornsone rt banluesarn งานหนังสือใกล เข ามาแล ว น องคนไหนสนใจมาช วยขาย รีบสมัครเลยนะครับ http t co mdnfdbrflj'
negative,'honey hana ชงโอวัลติลยังไงให กลายเป นโกโก มันทำได ด วยหรอ มันคนละรสชาติกันรึเปล า แยกออกนะ '
negative,'muffin donut rt tptourpab เป นชะนี ตัวเล กไป มันน าเบื อ http t co qh i x spc'
positive,'mruby km rt thamraydekdaw ไม ไหวนะพี ชาย โชว ซะขนาดนี xd แอดมี ขี จรวด http t co gycqo ul'
negative,'naruephon แล วแม งก วกกลีบเรื องคะแนนสอบ '
positive,'famnoiiclub ได แต แอบมองเทอข างหลัง ไม รู จะทักยังไง เจอหน าที ไร มันก เขิน ไม กล าทักทุกที '
positive,'pa earn hunzhomepantip เด วโอนแล วรีบแจ งนะคะ น าจะเป นพรุ งนี ล ะ ขอบคุณค าา '
positive,'pa earn hunzhomepantip เด วโอนแล วรีบแจ งนะคะ น าจะเป นพรุ งนี ล ะ ขอบคุณค าา '
positive,'drammiiee rt yaurassayas drammiiee yaya urassaya สาวสวย แซบ ซ า น ารัก มุ งมิ ง ญ าฝากตัว ฝากใจ ด วยนะคะ newbot'
positive,'fxparnffl rt ifine โอ ยย เครื องหมายคอมม าก ยังเอามาเล นกันได comma sutra\n\n จาก topcomedyy http t co ixl wbefw'
positive,'ken dragon rt joke jaith สาวอเมริกันวัย พบรักกับหนุ มอินเดียวัย ทางเฟซบุ กพอแต งงานจึงย ายไปใช ชีวิตเป นสามีภรรยาชาวนาอินเดียเต มตัว http t '
positive,'poylerr ฟินน แครอทมะนาว '
negative,'b djst b rt b ipst ผมเป นผู ชายประเภทลั ลลา ลั ลลา ลั ลลั ลลา ลาลาลั ลลั ลลา ลัลลั ลลา ลั ลลา ลั ลลั ลลา ลาลาลั ลลั ลลา '
positive,'npbream rt kfcjira คำพูด คำอ อนหวานเพราะมันจางหายไปแล วหรอ ตอนนี เห นเหลือแต คำพูดธรรมดาที เหมือนเพื อนคุยกัน '
positive,'tatiya rabbit คือแบบ พอพักเรียนก ต อคิวกดน ำร อนกินมาม า '
positive,'tigerz ทิ กเกอร น ารัก จะเอาทิ กเกอร d'
positive,'hhowls rt thewinworldth โคฟเวอร เพจเฟสบุ ก nii ของเกาหลีเปลี ยนเป นรูปวินเนอร แล วค ะน ารักจัง gt ㅅ lt cr yg winner http t co qecqqjlnad'
negative,'beemka ปวดตูดสาสส '
positive,'dreamvip rt tiger hanbin ชื อเยชาน หรือ เยดัมอะเตง สองชื อนี อาจเดปีนี หรืออีก ปีนะ แต ถ าเตงชื ออื นเค าไม รู d http t co kz rwee hm'
positive,'mimimookk rt thaimarketing เขตปลูกดอกทิวลิปของประเทศเนเธอร แลนด http t co aiwsxgmfj '
negative,'ehw merchang ehw baiming ไม รู โรลๆไปเดียวก คิดได เอง ยังไม รู จักกันสินะ ಠ ಠ มองว จากไกลๆ หน าคุ นๆ '
negative,'porkhor rt iann เสียใจ ทับทิม vrzo ก อปภาพไปโพสต ตัดเครดิต ทำไงให สำเหนียกดีเนี ย message ไปก เงียบ เห นว ารณรงค เรื องนี ไม ใช รึ http t '
negative,'peaser jee อยากกินหนมเข ง อยากกินหนมเข ง อยากกินหนมเข ง อยากกินหนมเข ง อยากกินหนมเข ง อยากกินหนมเข ง อยากกินหนมเข ง อยากกินหนมเข ง อยากกินหนมเข ง '
positive,'rose แลดูรักชาติหรือยังเค อะ http t co jeaxzwnex '
positive,'ole musiclibary เพลงของคุณ now playing ยิ งคุยยิ งเหงา ณัฐ ศักดาทร เพลงไทย musiclibary gt gt http t co fjvxcytvff ขอบคุณมากค ะ '
positive,'thing rt faiize needagirl ฝากรีค ะ เสื อexo แบบทุกตัวเป นcotton มีของแถมทุกออเดอร ปิดพรี ม ค สนใจเมนชั นได ค ะ http t co k l nc '
positive,'love rt isorahata bot นักแสดงหญิง hormones season ที เข าตากรรมการ แต ยังไม ผ านเข ารอบน ะ cr pantip จัดว าเด ดทั งนั น http '
positive,'kevx rt isorahata bot นักแสดงหญิง hormones season ที เข าตากรรมการ แต ยังไม ผ านเข ารอบน ะ cr pantip จัดว าเด ดทั งนั น http '
negative,'f nt rt iann เสียใจ ทับทิม vrzo ก อปภาพไปโพสต ตัดเครดิต ทำไงให สำเหนียกดีเนี ย message ไปก เงียบ เห นว ารณรงค เรื องนี ไม ใช รึ http t '
positive,'oppahayong rt thaimarketing เขตปลูกดอกทิวลิปของประเทศเนเธอร แลนด http t co aiwsxgmfj '
positive,'thexiahtict rt mykrsong 너를 사랑했기에 후회 없기에 เพราะผมรักคุณมาก และผมก ไม เสียใจเลยที เคยได รักคุณ day by day big bang '
positive,'independent goy http t co dq zximuf ฟังออนไลน พร อมกันคะ '
